colour	x	y	key	showSelectedlegendsizecolour	PANEL
#000000	45.5	0.160821773261692	45.5	LOPART	2
#000000	46.5	0.155890895555468	46.5	LOPART	2
#000000	47.5	0.161685144749184	47.5	LOPART	2
#000000	48.5	0.159895573836843	48.5	LOPART	2
#000000	49.5	0.155700802865203	49.5	LOPART	2
#000000	50.5	0.141077187661389	50.5	LOPART	2
#000000	51.5	0.135964669082517	51.5	LOPART	2
#000000	52.5	0.154562481603042	52.5	LOPART	2
#000000	53.5	0.152458142967537	53.5	LOPART	2
#000000	54.5	0.159234092410734	54.5	LOPART	2
#000000	55.5	0.139604118645463	55.5	LOPART	2
#000000	56.5	0.120333151473611	56.5	LOPART	2
#000000	57.5	0.12238395040108	57.5	LOPART	2
#000000	58.5	0.125139554650538	58.5	LOPART	2
#000000	59.5	0.123201838307286	59.5	LOPART	2
#000000	60.5	0.11255395808375	60.5	LOPART	2
#000000	61.5	0.0982940174487098	61.5	LOPART	2
#000000	62.5	0.0858621176084732	62.5	LOPART	2
#000000	63.5	0.0889433633039596	63.5	LOPART	2
