colour	x	y	key	showSelectedlegendsizecolour	PANEL
#00BFFF	0.5	0.990061277031735	0.5	OPART	2
#00BFFF	1.5	0.999332363924896	1.5	OPART	2
#00BFFF	2.5	1	2.5	OPART	2
#00BFFF	3.5	0.96028756315439	3.5	OPART	2
#00BFFF	4.5	0.968080718014807	4.5	OPART	2
#00BFFF	5.5	0.970974174569591	5.5	OPART	2
#00BFFF	6.5	0.968598938706721	6.5	OPART	2
#00BFFF	7.5	0.952748492397381	7.5	OPART	2
#00BFFF	8.5	0.952385006583509	8.5	OPART	2
#00BFFF	9.5	0.882135424007777	9.5	OPART	2
#00BFFF	10.5	0.887633794859976	10.5	OPART	2
#00BFFF	11.5	0.871361301569098	11.5	OPART	2
#00BFFF	12.5	0.836624353019	12.5	OPART	2
#00BFFF	13.5	0.837914220919006	13.5	OPART	2
#00BFFF	14.5	0.845539192862044	14.5	OPART	2
#00BFFF	15.5	0.767964199977771	15.5	OPART	2
#00BFFF	16.5	0.763854331653896	16.5	OPART	2
#00BFFF	17.5	0.730132432806335	17.5	OPART	2
#00BFFF	18.5	0.716052582316932	18.5	OPART	2
#00BFFF	19.5	0.657406765404366	19.5	OPART	2
#00BFFF	20.5	0.617131503220965	20.5	OPART	2
#00BFFF	21.5	0.472209978142635	21.5	OPART	2
#00BFFF	22.5	0.477724289134879	22.5	OPART	2
#00BFFF	23.5	0.344422064031158	23.5	OPART	2
#00BFFF	24.5	0.137868858450088	24.5	OPART	2
#00BFFF	25.5	0.0639835755187474	25.5	OPART	2
#00BFFF	26.5	0	26.5	OPART	2
#00BFFF	27.5	0.0104974394276497	27.5	OPART	2
#00BFFF	28.5	0.0058698597888377	28.5	OPART	2
#00BFFF	29.5	0.00985941200274815	29.5	OPART	2
#00BFFF	30.5	0.00963815622327924	30.5	OPART	2
#00BFFF	31.5	0.01067235846421	31.5	OPART	2
#00BFFF	32.5	0.0106341092344663	32.5	OPART	2
#00BFFF	33.5	0.0057529419956443	33.5	OPART	2
