group	x	y
1	0.5	0
2	0.5	0
3	0.5	0
4	0.5	0
5	0.5	0
6	0.5	0
7	0.5	0
8	0.5	0
9	0.5	0
10	0.5	0
11	0.5	0
12	0.5	0
13	0.5	0
14	0.5	0
15	0.5	0
16	0.5	0
17	0.5	0
18	0.5	0
19	0.5	0
20	0.5	0
21	0.5	0
22	0.5	0
23	0.5	0
24	0.5	0
25	0.5	0
26	0.5	0.689501682772593
27	0.5	0.710897390436437
28	0.5	0.787654587561172
29	0.5	0.797888305414887
30	25.5	0
31	25.5	0
32	25.5	0
33	25.5	0
34	25.5	0
35	25.5	0
36	25.5	0
37	25.5	0
38	25.5	0
39	25.5	0
40	25.5	0
41	25.5	0
42	25.5	0
43	25.5	0
44	25.5	0
45	25.5	0
46	25.5	0
47	25.5	0
48	25.5	0
49	25.5	0
50	25.5	0
51	25.5	0
52	25.5	0.0010723483885774
53	25.5	0
54	43.5	0.0129581348122378
55	51.5	0.00646422663904665
56	51.5	0.0299709557944798
57	51.5	0.0274660716419712
58	51.5	0.010901242598101
59	51.5	0.00461449996086176
60	51.5	0
61	51.5	0.00493192231452574
62	51.5	0
63	51.5	0
64	51.5	0
65	51.5	0
66	51.5	5.4749548943484e-05
67	51.5	0.00664674075848856
68	51.5	0.00772695003312502
69	51.5	0.00725253573295737
70	51.5	0.00913469542486141
71	51.5	0.0107593374482756
72	51.5	0.00978741305091817
73	51.5	0.00977207243082073
74	51.5	0.00867234332510965
75	51.5	0.0085354311554553
76	75.5	0.00812218748575609
77	75.5	0.00805051231177435
78	75.5	0.00776971492687438
79	75.5	0.00757501044275357
80	75.5	0.028068229916721
81	75.5	0.0271414890549252
82	75.5	0.0284124676213592
83	75.5	0.0260834730261604
84	75.5	0.0250147016090032
85	75.5	0.0248482883597099
86	75.5	0.0249938607175667
87	75.5	0.0235339000084852
88	75.5	0.0230652008452621
89	75.5	0.0227780847671662
90	75.5	0.0224968319812451
