group	x	y
1	0.5	0
2	1.5	0
3	2.5	0
4	3.5	0
5	4.5	0
6	4.5	0
7	6.5	0
8	7.5	0
9	8.5	0
10	9.5	0
11	10.5	0
12	11.5	0
13	12.5	0
14	13.5	0
15	14.5	0
16	15.5	0
17	16.5	0
18	17.5	0
19	18.5	0
20	19.5	0
21	18.5	0.0533873036191728
22	19.5	0.210302938031816
23	18.5	0.229058341357208
24	18.5	0.245239556510206
25	18.5	0.269672517098362
26	19.5	0.67708025314224
27	19.5	0.686708369321057
28	19.5	0.69280324798156
29	19.5	0.680569031782957
30	25.5	0.158302606770719
31	30.5	0.152459404348482
32	30.5	0.144649943830777
33	32.5	0.141624330287175
34	33.5	0.131685580981619
35	34.5	0.120529453017425
36	34.5	0.112458770260423
37	36.5	0.100241275839994
38	37.5	0.0942358565758059
39	37.5	0.09021214101583
40	38.5	0.0874980698198339
41	38.5	0.0847184316278356
42	41.5	0.0780530887985352
43	42.5	0.0752711293279868
44	43.5	0.0753026802050808
45	44.5	0.0748428149333084
46	44.5	0.0792070518690198
47	44.5	0.0859064302615805
48	44.5	0.0872297379004726
49	44.5	0.0879421932988859
50	44.5	0.0944464505749746
51	44.5	0.093158086764637
52	44.5	0.126624423426153
53	44.5	0.125499948969885
54	44.5	0.13792888057704
55	51.5	0.119163494081279
56	55.5	0.115960256713339
57	56.5	0.115678074465467
58	57.5	0.11562211680801
59	57.5	0.115415572591227
60	59.5	0.114772530481006
61	60.5	0.112243852826576
62	61.5	0.111151161597734
63	62.5	0.110525294611964
64	63.5	0.110523861917885
65	63.5	0.110551883420498
66	65.5	0.109825866762154
67	66.5	0.107184157365304
68	67.5	0.106876960540064
69	68.5	0.106875615667178
70	69.5	0.106194913985531
71	69.5	0.105472136643816
72	71.5	0.105514345229417
73	72.5	0.105448693712425
74	71.5	0.105484135580791
75	71.5	0.105434085212564
76	75.5	0.0983390103541169
77	76.5	0.0969382422539686
78	77.5	0.094795649268103
79	77.5	0.0932058917480117
80	79.5	0.147938313376258
81	90.5	0.14748677716882
82	90.5	0.147077665017067
83	92.5	0.142018467973414
84	92.5	0.136958116952888
85	92.5	0.132002224693583
86	92.5	0.128008906007037
87	96.5	0.12792992699496
88	97.5	0.126270658122231
89	98.5	0.123467682348994
90	98.5	0.121182121252915
