xintercept	key	showSelected1	showSelected2	PANEL
32.5	32	59	32	1
33.5	33	59	33	1
34.5	34	59	34	1
35.5	35	59	35	1
36.5	36	59	36	1
37.5	37	59	37	1
38.5	38	59	38	1
39.5	39	59	39	1
40.5	40	59	40	1
41.5	41	59	41	1
42.5	42	59	42	1
43.5	43	59	43	1
44.5	44	59	44	1
45.5	45	59	45	1
46.5	46	59	46	1
47.5	47	59	47	1
48.5	48	59	48	1
49.5	49	59	49	1
50.5	50	59	50	1
51.5	51	59	51	1
52.5	52	59	52	1
53.5	53	59	53	1
54.5	54	59	54	1
55.5	55	59	55	1
56.5	56	59	56	1
57.5	57	59	57	1
58.5	58	59	58	1
0.5	0	60	0	1
1.5	1	60	1	1
2.5	2	60	2	1
3.5	3	60	3	1
4.5	4	60	4	1
5.5	5	60	5	1
6.5	6	60	6	1
7.5	7	60	7	1
8.5	8	60	8	1
9.5	9	60	9	1
10.5	10	60	10	1
11.5	11	60	11	1
12.5	12	60	12	1
13.5	13	60	13	1
14.5	14	60	14	1
15.5	15	60	15	1
16.5	16	60	16	1
17.5	17	60	17	1
18.5	18	60	18	1
19.5	19	60	19	1
20.5	20	60	20	1
21.5	21	60	21	1
22.5	22	60	22	1
23.5	23	60	23	1
24.5	24	60	24	1
25.5	25	60	25	1
26.5	26	60	26	1
27.5	27	60	27	1
28.5	28	60	28	1
29.5	29	60	29	1
30.5	30	60	30	1
31.5	31	60	31	1
32.5	32	60	32	1
33.5	33	60	33	1
34.5	34	60	34	1
35.5	35	60	35	1
36.5	36	60	36	1
37.5	37	60	37	1
38.5	38	60	38	1
39.5	39	60	39	1
40.5	40	60	40	1
41.5	41	60	41	1
42.5	42	60	42	1
43.5	43	60	43	1
44.5	44	60	44	1
45.5	45	60	45	1
46.5	46	60	46	1
47.5	47	60	47	1
48.5	48	60	48	1
49.5	49	60	49	1
50.5	50	60	50	1
51.5	51	60	51	1
52.5	52	60	52	1
53.5	53	60	53	1
54.5	54	60	54	1
55.5	55	60	55	1
56.5	56	60	56	1
57.5	57	60	57	1
58.5	58	60	58	1
59.5	59	60	59	1
0.5	0	61	0	1
1.5	1	61	1	1
2.5	2	61	2	1
3.5	3	61	3	1
4.5	4	61	4	1
5.5	5	61	5	1
6.5	6	61	6	1
7.5	7	61	7	1
8.5	8	61	8	1
9.5	9	61	9	1
10.5	10	61	10	1
11.5	11	61	11	1
12.5	12	61	12	1
13.5	13	61	13	1
14.5	14	61	14	1
15.5	15	61	15	1
16.5	16	61	16	1
17.5	17	61	17	1
18.5	18	61	18	1
19.5	19	61	19	1
20.5	20	61	20	1
21.5	21	61	21	1
22.5	22	61	22	1
23.5	23	61	23	1
24.5	24	61	24	1
25.5	25	61	25	1
26.5	26	61	26	1
27.5	27	61	27	1
28.5	28	61	28	1
29.5	29	61	29	1
30.5	30	61	30	1
31.5	31	61	31	1
32.5	32	61	32	1
33.5	33	61	33	1
34.5	34	61	34	1
35.5	35	61	35	1
36.5	36	61	36	1
37.5	37	61	37	1
38.5	38	61	38	1
39.5	39	61	39	1
40.5	40	61	40	1
41.5	41	61	41	1
42.5	42	61	42	1
43.5	43	61	43	1
44.5	44	61	44	1
45.5	45	61	45	1
46.5	46	61	46	1
47.5	47	61	47	1
48.5	48	61	48	1
49.5	49	61	49	1
50.5	50	61	50	1
51.5	51	61	51	1
52.5	52	61	52	1
53.5	53	61	53	1
54.5	54	61	54	1
55.5	55	61	55	1
56.5	56	61	56	1
57.5	57	61	57	1
58.5	58	61	58	1
59.5	59	61	59	1
60.5	60	61	60	1
0.5	0	62	0	1
1.5	1	62	1	1
2.5	2	62	2	1
3.5	3	62	3	1
4.5	4	62	4	1
5.5	5	62	5	1
6.5	6	62	6	1
7.5	7	62	7	1
8.5	8	62	8	1
9.5	9	62	9	1
10.5	10	62	10	1
11.5	11	62	11	1
12.5	12	62	12	1
13.5	13	62	13	1
14.5	14	62	14	1
15.5	15	62	15	1
16.5	16	62	16	1
17.5	17	62	17	1
18.5	18	62	18	1
19.5	19	62	19	1
20.5	20	62	20	1
21.5	21	62	21	1
22.5	22	62	22	1
23.5	23	62	23	1
24.5	24	62	24	1
25.5	25	62	25	1
26.5	26	62	26	1
27.5	27	62	27	1
28.5	28	62	28	1
29.5	29	62	29	1
30.5	30	62	30	1
31.5	31	62	31	1
32.5	32	62	32	1
33.5	33	62	33	1
34.5	34	62	34	1
35.5	35	62	35	1
36.5	36	62	36	1
37.5	37	62	37	1
38.5	38	62	38	1
39.5	39	62	39	1
40.5	40	62	40	1
41.5	41	62	41	1
42.5	42	62	42	1
43.5	43	62	43	1
44.5	44	62	44	1
45.5	45	62	45	1
46.5	46	62	46	1
47.5	47	62	47	1
48.5	48	62	48	1
49.5	49	62	49	1
50.5	50	62	50	1
51.5	51	62	51	1
52.5	52	62	52	1
53.5	53	62	53	1
54.5	54	62	54	1
55.5	55	62	55	1
56.5	56	62	56	1
57.5	57	62	57	1
58.5	58	62	58	1
59.5	59	62	59	1
60.5	60	62	60	1
61.5	61	62	61	1
0.5	0	63	0	1
1.5	1	63	1	1
2.5	2	63	2	1
3.5	3	63	3	1
4.5	4	63	4	1
5.5	5	63	5	1
6.5	6	63	6	1
7.5	7	63	7	1
8.5	8	63	8	1
9.5	9	63	9	1
10.5	10	63	10	1
11.5	11	63	11	1
12.5	12	63	12	1
13.5	13	63	13	1
14.5	14	63	14	1
15.5	15	63	15	1
16.5	16	63	16	1
17.5	17	63	17	1
18.5	18	63	18	1
19.5	19	63	19	1
20.5	20	63	20	1
21.5	21	63	21	1
22.5	22	63	22	1
23.5	23	63	23	1
24.5	24	63	24	1
25.5	25	63	25	1
26.5	26	63	26	1
27.5	27	63	27	1
28.5	28	63	28	1
29.5	29	63	29	1
30.5	30	63	30	1
31.5	31	63	31	1
32.5	32	63	32	1
33.5	33	63	33	1
34.5	34	63	34	1
35.5	35	63	35	1
36.5	36	63	36	1
37.5	37	63	37	1
38.5	38	63	38	1
39.5	39	63	39	1
40.5	40	63	40	1
41.5	41	63	41	1
42.5	42	63	42	1
43.5	43	63	43	1
44.5	44	63	44	1
45.5	45	63	45	1
46.5	46	63	46	1
47.5	47	63	47	1
48.5	48	63	48	1
49.5	49	63	49	1
50.5	50	63	50	1
51.5	51	63	51	1
52.5	52	63	52	1
53.5	53	63	53	1
54.5	54	63	54	1
55.5	55	63	55	1
56.5	56	63	56	1
57.5	57	63	57	1
58.5	58	63	58	1
59.5	59	63	59	1
60.5	60	63	60	1
61.5	61	63	61	1
62.5	62	63	62	1
0.5	0	64	0	1
1.5	1	64	1	1
2.5	2	64	2	1
3.5	3	64	3	1
4.5	4	64	4	1
5.5	5	64	5	1
6.5	6	64	6	1
7.5	7	64	7	1
8.5	8	64	8	1
9.5	9	64	9	1
10.5	10	64	10	1
11.5	11	64	11	1
12.5	12	64	12	1
13.5	13	64	13	1
14.5	14	64	14	1
15.5	15	64	15	1
16.5	16	64	16	1
17.5	17	64	17	1
18.5	18	64	18	1
19.5	19	64	19	1
20.5	20	64	20	1
21.5	21	64	21	1
22.5	22	64	22	1
23.5	23	64	23	1
24.5	24	64	24	1
25.5	25	64	25	1
26.5	26	64	26	1
27.5	27	64	27	1
28.5	28	64	28	1
29.5	29	64	29	1
30.5	30	64	30	1
31.5	31	64	31	1
32.5	32	64	32	1
33.5	33	64	33	1
34.5	34	64	34	1
35.5	35	64	35	1
36.5	36	64	36	1
37.5	37	64	37	1
38.5	38	64	38	1
39.5	39	64	39	1
40.5	40	64	40	1
41.5	41	64	41	1
42.5	42	64	42	1
43.5	43	64	43	1
44.5	44	64	44	1
45.5	45	64	45	1
46.5	46	64	46	1
47.5	47	64	47	1
48.5	48	64	48	1
49.5	49	64	49	1
50.5	50	64	50	1
51.5	51	64	51	1
52.5	52	64	52	1
53.5	53	64	53	1
54.5	54	64	54	1
55.5	55	64	55	1
56.5	56	64	56	1
57.5	57	64	57	1
58.5	58	64	58	1
59.5	59	64	59	1
60.5	60	64	60	1
61.5	61	64	61	1
62.5	62	64	62	1
63.5	63	64	63	1
0.5	0	65	0	1
1.5	1	65	1	1
2.5	2	65	2	1
3.5	3	65	3	1
4.5	4	65	4	1
5.5	5	65	5	1
6.5	6	65	6	1
7.5	7	65	7	1
8.5	8	65	8	1
9.5	9	65	9	1
10.5	10	65	10	1
11.5	11	65	11	1
12.5	12	65	12	1
13.5	13	65	13	1
14.5	14	65	14	1
15.5	15	65	15	1
16.5	16	65	16	1
17.5	17	65	17	1
18.5	18	65	18	1
19.5	19	65	19	1
20.5	20	65	20	1
21.5	21	65	21	1
22.5	22	65	22	1
23.5	23	65	23	1
24.5	24	65	24	1
25.5	25	65	25	1
26.5	26	65	26	1
27.5	27	65	27	1
28.5	28	65	28	1
29.5	29	65	29	1
30.5	30	65	30	1
31.5	31	65	31	1
32.5	32	65	32	1
33.5	33	65	33	1
34.5	34	65	34	1
35.5	35	65	35	1
36.5	36	65	36	1
37.5	37	65	37	1
38.5	38	65	38	1
39.5	39	65	39	1
40.5	40	65	40	1
41.5	41	65	41	1
42.5	42	65	42	1
43.5	43	65	43	1
44.5	44	65	44	1
45.5	45	65	45	1
46.5	46	65	46	1
47.5	47	65	47	1
48.5	48	65	48	1
49.5	49	65	49	1
50.5	50	65	50	1
51.5	51	65	51	1
52.5	52	65	52	1
53.5	53	65	53	1
54.5	54	65	54	1
55.5	55	65	55	1
56.5	56	65	56	1
57.5	57	65	57	1
58.5	58	65	58	1
59.5	59	65	59	1
60.5	60	65	60	1
61.5	61	65	61	1
62.5	62	65	62	1
63.5	63	65	63	1
64.5	64	65	64	1
0.5	0	66	0	1
1.5	1	66	1	1
2.5	2	66	2	1
3.5	3	66	3	1
4.5	4	66	4	1
5.5	5	66	5	1
6.5	6	66	6	1
7.5	7	66	7	1
8.5	8	66	8	1
9.5	9	66	9	1
10.5	10	66	10	1
11.5	11	66	11	1
12.5	12	66	12	1
13.5	13	66	13	1
14.5	14	66	14	1
15.5	15	66	15	1
16.5	16	66	16	1
17.5	17	66	17	1
18.5	18	66	18	1
19.5	19	66	19	1
20.5	20	66	20	1
21.5	21	66	21	1
22.5	22	66	22	1
23.5	23	66	23	1
24.5	24	66	24	1
25.5	25	66	25	1
26.5	26	66	26	1
27.5	27	66	27	1
28.5	28	66	28	1
29.5	29	66	29	1
30.5	30	66	30	1
31.5	31	66	31	1
32.5	32	66	32	1
33.5	33	66	33	1
34.5	34	66	34	1
35.5	35	66	35	1
36.5	36	66	36	1
37.5	37	66	37	1
38.5	38	66	38	1
39.5	39	66	39	1
40.5	40	66	40	1
41.5	41	66	41	1
42.5	42	66	42	1
43.5	43	66	43	1
44.5	44	66	44	1
45.5	45	66	45	1
46.5	46	66	46	1
47.5	47	66	47	1
48.5	48	66	48	1
49.5	49	66	49	1
50.5	50	66	50	1
51.5	51	66	51	1
52.5	52	66	52	1
53.5	53	66	53	1
54.5	54	66	54	1
55.5	55	66	55	1
56.5	56	66	56	1
57.5	57	66	57	1
58.5	58	66	58	1
59.5	59	66	59	1
60.5	60	66	60	1
61.5	61	66	61	1
62.5	62	66	62	1
63.5	63	66	63	1
64.5	64	66	64	1
65.5	65	66	65	1
0.5	0	67	0	1
1.5	1	67	1	1
2.5	2	67	2	1
3.5	3	67	3	1
4.5	4	67	4	1
5.5	5	67	5	1
6.5	6	67	6	1
7.5	7	67	7	1
8.5	8	67	8	1
9.5	9	67	9	1
10.5	10	67	10	1
11.5	11	67	11	1
12.5	12	67	12	1
13.5	13	67	13	1
14.5	14	67	14	1
15.5	15	67	15	1
16.5	16	67	16	1
17.5	17	67	17	1
18.5	18	67	18	1
19.5	19	67	19	1
20.5	20	67	20	1
21.5	21	67	21	1
22.5	22	67	22	1
23.5	23	67	23	1
24.5	24	67	24	1
25.5	25	67	25	1
26.5	26	67	26	1
27.5	27	67	27	1
28.5	28	67	28	1
29.5	29	67	29	1
30.5	30	67	30	1
31.5	31	67	31	1
32.5	32	67	32	1
33.5	33	67	33	1
34.5	34	67	34	1
35.5	35	67	35	1
36.5	36	67	36	1
37.5	37	67	37	1
38.5	38	67	38	1
39.5	39	67	39	1
40.5	40	67	40	1
41.5	41	67	41	1
42.5	42	67	42	1
43.5	43	67	43	1
44.5	44	67	44	1
45.5	45	67	45	1
46.5	46	67	46	1
47.5	47	67	47	1
48.5	48	67	48	1
49.5	49	67	49	1
50.5	50	67	50	1
51.5	51	67	51	1
52.5	52	67	52	1
53.5	53	67	53	1
54.5	54	67	54	1
55.5	55	67	55	1
56.5	56	67	56	1
57.5	57	67	57	1
58.5	58	67	58	1
59.5	59	67	59	1
60.5	60	67	60	1
61.5	61	67	61	1
62.5	62	67	62	1
63.5	63	67	63	1
64.5	64	67	64	1
65.5	65	67	65	1
66.5	66	67	66	1
0.5	0	68	0	1
1.5	1	68	1	1
2.5	2	68	2	1
3.5	3	68	3	1
4.5	4	68	4	1
5.5	5	68	5	1
6.5	6	68	6	1
7.5	7	68	7	1
8.5	8	68	8	1
9.5	9	68	9	1
10.5	10	68	10	1
11.5	11	68	11	1
12.5	12	68	12	1
13.5	13	68	13	1
14.5	14	68	14	1
15.5	15	68	15	1
16.5	16	68	16	1
17.5	17	68	17	1
18.5	18	68	18	1
19.5	19	68	19	1
20.5	20	68	20	1
21.5	21	68	21	1
22.5	22	68	22	1
23.5	23	68	23	1
24.5	24	68	24	1
25.5	25	68	25	1
26.5	26	68	26	1
27.5	27	68	27	1
28.5	28	68	28	1
29.5	29	68	29	1
30.5	30	68	30	1
31.5	31	68	31	1
32.5	32	68	32	1
33.5	33	68	33	1
34.5	34	68	34	1
35.5	35	68	35	1
36.5	36	68	36	1
37.5	37	68	37	1
38.5	38	68	38	1
39.5	39	68	39	1
40.5	40	68	40	1
41.5	41	68	41	1
42.5	42	68	42	1
43.5	43	68	43	1
44.5	44	68	44	1
45.5	45	68	45	1
46.5	46	68	46	1
47.5	47	68	47	1
48.5	48	68	48	1
49.5	49	68	49	1
50.5	50	68	50	1
51.5	51	68	51	1
52.5	52	68	52	1
53.5	53	68	53	1
54.5	54	68	54	1
55.5	55	68	55	1
56.5	56	68	56	1
57.5	57	68	57	1
58.5	58	68	58	1
59.5	59	68	59	1
60.5	60	68	60	1
61.5	61	68	61	1
62.5	62	68	62	1
63.5	63	68	63	1
64.5	64	68	64	1
65.5	65	68	65	1
66.5	66	68	66	1
67.5	67	68	67	1
0.5	0	69	0	1
1.5	1	69	1	1
2.5	2	69	2	1
3.5	3	69	3	1
4.5	4	69	4	1
5.5	5	69	5	1
6.5	6	69	6	1
7.5	7	69	7	1
8.5	8	69	8	1
9.5	9	69	9	1
10.5	10	69	10	1
11.5	11	69	11	1
12.5	12	69	12	1
13.5	13	69	13	1
14.5	14	69	14	1
15.5	15	69	15	1
16.5	16	69	16	1
17.5	17	69	17	1
18.5	18	69	18	1
19.5	19	69	19	1
20.5	20	69	20	1
21.5	21	69	21	1
22.5	22	69	22	1
23.5	23	69	23	1
24.5	24	69	24	1
25.5	25	69	25	1
26.5	26	69	26	1
27.5	27	69	27	1
28.5	28	69	28	1
29.5	29	69	29	1
30.5	30	69	30	1
31.5	31	69	31	1
32.5	32	69	32	1
33.5	33	69	33	1
34.5	34	69	34	1
35.5	35	69	35	1
36.5	36	69	36	1
37.5	37	69	37	1
38.5	38	69	38	1
39.5	39	69	39	1
40.5	40	69	40	1
41.5	41	69	41	1
42.5	42	69	42	1
43.5	43	69	43	1
44.5	44	69	44	1
45.5	45	69	45	1
46.5	46	69	46	1
47.5	47	69	47	1
48.5	48	69	48	1
49.5	49	69	49	1
50.5	50	69	50	1
51.5	51	69	51	1
52.5	52	69	52	1
53.5	53	69	53	1
54.5	54	69	54	1
55.5	55	69	55	1
56.5	56	69	56	1
57.5	57	69	57	1
58.5	58	69	58	1
59.5	59	69	59	1
60.5	60	69	60	1
61.5	61	69	61	1
62.5	62	69	62	1
63.5	63	69	63	1
64.5	64	69	64	1
65.5	65	69	65	1
66.5	66	69	66	1
67.5	67	69	67	1
68.5	68	69	68	1
0.5	0	70	0	1
1.5	1	70	1	1
2.5	2	70	2	1
3.5	3	70	3	1
4.5	4	70	4	1
5.5	5	70	5	1
6.5	6	70	6	1
7.5	7	70	7	1
8.5	8	70	8	1
9.5	9	70	9	1
10.5	10	70	10	1
11.5	11	70	11	1
12.5	12	70	12	1
13.5	13	70	13	1
14.5	14	70	14	1
15.5	15	70	15	1
16.5	16	70	16	1
17.5	17	70	17	1
18.5	18	70	18	1
19.5	19	70	19	1
20.5	20	70	20	1
21.5	21	70	21	1
22.5	22	70	22	1
23.5	23	70	23	1
24.5	24	70	24	1
25.5	25	70	25	1
26.5	26	70	26	1
27.5	27	70	27	1
28.5	28	70	28	1
29.5	29	70	29	1
30.5	30	70	30	1
31.5	31	70	31	1
32.5	32	70	32	1
33.5	33	70	33	1
34.5	34	70	34	1
35.5	35	70	35	1
36.5	36	70	36	1
37.5	37	70	37	1
38.5	38	70	38	1
39.5	39	70	39	1
40.5	40	70	40	1
41.5	41	70	41	1
42.5	42	70	42	1
43.5	43	70	43	1
44.5	44	70	44	1
45.5	45	70	45	1
46.5	46	70	46	1
47.5	47	70	47	1
48.5	48	70	48	1
49.5	49	70	49	1
50.5	50	70	50	1
51.5	51	70	51	1
52.5	52	70	52	1
53.5	53	70	53	1
54.5	54	70	54	1
55.5	55	70	55	1
56.5	56	70	56	1
57.5	57	70	57	1
58.5	58	70	58	1
59.5	59	70	59	1
60.5	60	70	60	1
61.5	61	70	61	1
62.5	62	70	62	1
63.5	63	70	63	1
64.5	64	70	64	1
65.5	65	70	65	1
66.5	66	70	66	1
67.5	67	70	67	1
68.5	68	70	68	1
69.5	69	70	69	1
0.5	0	71	0	1
1.5	1	71	1	1
2.5	2	71	2	1
3.5	3	71	3	1
4.5	4	71	4	1
5.5	5	71	5	1
6.5	6	71	6	1
7.5	7	71	7	1
8.5	8	71	8	1
9.5	9	71	9	1
10.5	10	71	10	1
11.5	11	71	11	1
12.5	12	71	12	1
13.5	13	71	13	1
14.5	14	71	14	1
15.5	15	71	15	1
16.5	16	71	16	1
17.5	17	71	17	1
18.5	18	71	18	1
19.5	19	71	19	1
20.5	20	71	20	1
21.5	21	71	21	1
22.5	22	71	22	1
23.5	23	71	23	1
24.5	24	71	24	1
25.5	25	71	25	1
26.5	26	71	26	1
27.5	27	71	27	1
28.5	28	71	28	1
29.5	29	71	29	1
30.5	30	71	30	1
31.5	31	71	31	1
32.5	32	71	32	1
33.5	33	71	33	1
34.5	34	71	34	1
35.5	35	71	35	1
36.5	36	71	36	1
37.5	37	71	37	1
38.5	38	71	38	1
39.5	39	71	39	1
40.5	40	71	40	1
41.5	41	71	41	1
42.5	42	71	42	1
43.5	43	71	43	1
44.5	44	71	44	1
45.5	45	71	45	1
46.5	46	71	46	1
47.5	47	71	47	1
48.5	48	71	48	1
49.5	49	71	49	1
50.5	50	71	50	1
51.5	51	71	51	1
52.5	52	71	52	1
53.5	53	71	53	1
54.5	54	71	54	1
55.5	55	71	55	1
56.5	56	71	56	1
57.5	57	71	57	1
58.5	58	71	58	1
59.5	59	71	59	1
60.5	60	71	60	1
61.5	61	71	61	1
62.5	62	71	62	1
63.5	63	71	63	1
64.5	64	71	64	1
65.5	65	71	65	1
66.5	66	71	66	1
67.5	67	71	67	1
68.5	68	71	68	1
69.5	69	71	69	1
70.5	70	71	70	1
0.5	0	72	0	1
1.5	1	72	1	1
2.5	2	72	2	1
3.5	3	72	3	1
4.5	4	72	4	1
5.5	5	72	5	1
6.5	6	72	6	1
7.5	7	72	7	1
8.5	8	72	8	1
9.5	9	72	9	1
10.5	10	72	10	1
11.5	11	72	11	1
12.5	12	72	12	1
13.5	13	72	13	1
14.5	14	72	14	1
15.5	15	72	15	1
16.5	16	72	16	1
17.5	17	72	17	1
18.5	18	72	18	1
19.5	19	72	19	1
20.5	20	72	20	1
21.5	21	72	21	1
22.5	22	72	22	1
23.5	23	72	23	1
24.5	24	72	24	1
25.5	25	72	25	1
26.5	26	72	26	1
27.5	27	72	27	1
28.5	28	72	28	1
29.5	29	72	29	1
30.5	30	72	30	1
31.5	31	72	31	1
32.5	32	72	32	1
33.5	33	72	33	1
34.5	34	72	34	1
35.5	35	72	35	1
36.5	36	72	36	1
37.5	37	72	37	1
38.5	38	72	38	1
39.5	39	72	39	1
40.5	40	72	40	1
41.5	41	72	41	1
42.5	42	72	42	1
43.5	43	72	43	1
44.5	44	72	44	1
45.5	45	72	45	1
46.5	46	72	46	1
47.5	47	72	47	1
48.5	48	72	48	1
49.5	49	72	49	1
50.5	50	72	50	1
51.5	51	72	51	1
52.5	52	72	52	1
53.5	53	72	53	1
54.5	54	72	54	1
55.5	55	72	55	1
56.5	56	72	56	1
57.5	57	72	57	1
58.5	58	72	58	1
59.5	59	72	59	1
60.5	60	72	60	1
61.5	61	72	61	1
62.5	62	72	62	1
63.5	63	72	63	1
64.5	64	72	64	1
65.5	65	72	65	1
66.5	66	72	66	1
67.5	67	72	67	1
68.5	68	72	68	1
69.5	69	72	69	1
70.5	70	72	70	1
71.5	71	72	71	1
0.5	0	73	0	1
1.5	1	73	1	1
2.5	2	73	2	1
3.5	3	73	3	1
4.5	4	73	4	1
5.5	5	73	5	1
6.5	6	73	6	1
7.5	7	73	7	1
8.5	8	73	8	1
9.5	9	73	9	1
10.5	10	73	10	1
11.5	11	73	11	1
12.5	12	73	12	1
13.5	13	73	13	1
14.5	14	73	14	1
15.5	15	73	15	1
16.5	16	73	16	1
17.5	17	73	17	1
18.5	18	73	18	1
19.5	19	73	19	1
20.5	20	73	20	1
21.5	21	73	21	1
22.5	22	73	22	1
23.5	23	73	23	1
24.5	24	73	24	1
25.5	25	73	25	1
26.5	26	73	26	1
27.5	27	73	27	1
28.5	28	73	28	1
29.5	29	73	29	1
30.5	30	73	30	1
31.5	31	73	31	1
32.5	32	73	32	1
33.5	33	73	33	1
34.5	34	73	34	1
35.5	35	73	35	1
36.5	36	73	36	1
37.5	37	73	37	1
38.5	38	73	38	1
39.5	39	73	39	1
40.5	40	73	40	1
41.5	41	73	41	1
42.5	42	73	42	1
43.5	43	73	43	1
44.5	44	73	44	1
45.5	45	73	45	1
46.5	46	73	46	1
47.5	47	73	47	1
48.5	48	73	48	1
49.5	49	73	49	1
50.5	50	73	50	1
51.5	51	73	51	1
52.5	52	73	52	1
53.5	53	73	53	1
54.5	54	73	54	1
55.5	55	73	55	1
56.5	56	73	56	1
57.5	57	73	57	1
58.5	58	73	58	1
59.5	59	73	59	1
60.5	60	73	60	1
61.5	61	73	61	1
62.5	62	73	62	1
63.5	63	73	63	1
64.5	64	73	64	1
65.5	65	73	65	1
66.5	66	73	66	1
67.5	67	73	67	1
68.5	68	73	68	1
69.5	69	73	69	1
70.5	70	73	70	1
71.5	71	73	71	1
72.5	72	73	72	1
0.5	0	74	0	1
1.5	1	74	1	1
2.5	2	74	2	1
3.5	3	74	3	1
4.5	4	74	4	1
5.5	5	74	5	1
6.5	6	74	6	1
7.5	7	74	7	1
8.5	8	74	8	1
9.5	9	74	9	1
10.5	10	74	10	1
11.5	11	74	11	1
12.5	12	74	12	1
13.5	13	74	13	1
14.5	14	74	14	1
15.5	15	74	15	1
16.5	16	74	16	1
17.5	17	74	17	1
18.5	18	74	18	1
19.5	19	74	19	1
20.5	20	74	20	1
21.5	21	74	21	1
22.5	22	74	22	1
23.5	23	74	23	1
24.5	24	74	24	1
25.5	25	74	25	1
26.5	26	74	26	1
27.5	27	74	27	1
28.5	28	74	28	1
29.5	29	74	29	1
30.5	30	74	30	1
31.5	31	74	31	1
32.5	32	74	32	1
33.5	33	74	33	1
34.5	34	74	34	1
35.5	35	74	35	1
36.5	36	74	36	1
37.5	37	74	37	1
38.5	38	74	38	1
39.5	39	74	39	1
40.5	40	74	40	1
41.5	41	74	41	1
42.5	42	74	42	1
43.5	43	74	43	1
44.5	44	74	44	1
45.5	45	74	45	1
46.5	46	74	46	1
47.5	47	74	47	1
48.5	48	74	48	1
49.5	49	74	49	1
50.5	50	74	50	1
51.5	51	74	51	1
52.5	52	74	52	1
53.5	53	74	53	1
54.5	54	74	54	1
55.5	55	74	55	1
56.5	56	74	56	1
57.5	57	74	57	1
58.5	58	74	58	1
59.5	59	74	59	1
60.5	60	74	60	1
61.5	61	74	61	1
62.5	62	74	62	1
63.5	63	74	63	1
64.5	64	74	64	1
65.5	65	74	65	1
66.5	66	74	66	1
67.5	67	74	67	1
68.5	68	74	68	1
69.5	69	74	69	1
70.5	70	74	70	1
71.5	71	74	71	1
72.5	72	74	72	1
73.5	73	74	73	1
0.5	0	75	0	1
1.5	1	75	1	1
2.5	2	75	2	1
3.5	3	75	3	1
4.5	4	75	4	1
5.5	5	75	5	1
6.5	6	75	6	1
7.5	7	75	7	1
8.5	8	75	8	1
9.5	9	75	9	1
10.5	10	75	10	1
11.5	11	75	11	1
12.5	12	75	12	1
13.5	13	75	13	1
14.5	14	75	14	1
15.5	15	75	15	1
16.5	16	75	16	1
17.5	17	75	17	1
18.5	18	75	18	1
19.5	19	75	19	1
20.5	20	75	20	1
21.5	21	75	21	1
22.5	22	75	22	1
23.5	23	75	23	1
24.5	24	75	24	1
25.5	25	75	25	1
26.5	26	75	26	1
27.5	27	75	27	1
28.5	28	75	28	1
29.5	29	75	29	1
30.5	30	75	30	1
31.5	31	75	31	1
32.5	32	75	32	1
33.5	33	75	33	1
34.5	34	75	34	1
35.5	35	75	35	1
36.5	36	75	36	1
37.5	37	75	37	1
38.5	38	75	38	1
39.5	39	75	39	1
40.5	40	75	40	1
41.5	41	75	41	1
42.5	42	75	42	1
43.5	43	75	43	1
44.5	44	75	44	1
45.5	45	75	45	1
46.5	46	75	46	1
47.5	47	75	47	1
48.5	48	75	48	1
49.5	49	75	49	1
50.5	50	75	50	1
51.5	51	75	51	1
52.5	52	75	52	1
53.5	53	75	53	1
54.5	54	75	54	1
55.5	55	75	55	1
56.5	56	75	56	1
57.5	57	75	57	1
58.5	58	75	58	1
59.5	59	75	59	1
60.5	60	75	60	1
61.5	61	75	61	1
62.5	62	75	62	1
63.5	63	75	63	1
64.5	64	75	64	1
65.5	65	75	65	1
66.5	66	75	66	1
67.5	67	75	67	1
68.5	68	75	68	1
69.5	69	75	69	1
70.5	70	75	70	1
71.5	71	75	71	1
72.5	72	75	72	1
73.5	73	75	73	1
74.5	74	75	74	1
0.5	0	76	0	1
1.5	1	76	1	1
2.5	2	76	2	1
3.5	3	76	3	1
4.5	4	76	4	1
5.5	5	76	5	1
6.5	6	76	6	1
7.5	7	76	7	1
8.5	8	76	8	1
9.5	9	76	9	1
10.5	10	76	10	1
11.5	11	76	11	1
12.5	12	76	12	1
13.5	13	76	13	1
14.5	14	76	14	1
15.5	15	76	15	1
16.5	16	76	16	1
17.5	17	76	17	1
18.5	18	76	18	1
19.5	19	76	19	1
20.5	20	76	20	1
21.5	21	76	21	1
22.5	22	76	22	1
23.5	23	76	23	1
24.5	24	76	24	1
25.5	25	76	25	1
26.5	26	76	26	1
27.5	27	76	27	1
28.5	28	76	28	1
29.5	29	76	29	1
30.5	30	76	30	1
31.5	31	76	31	1
32.5	32	76	32	1
33.5	33	76	33	1
34.5	34	76	34	1
35.5	35	76	35	1
36.5	36	76	36	1
37.5	37	76	37	1
38.5	38	76	38	1
39.5	39	76	39	1
40.5	40	76	40	1
41.5	41	76	41	1
42.5	42	76	42	1
43.5	43	76	43	1
44.5	44	76	44	1
45.5	45	76	45	1
46.5	46	76	46	1
47.5	47	76	47	1
48.5	48	76	48	1
49.5	49	76	49	1
50.5	50	76	50	1
51.5	51	76	51	1
52.5	52	76	52	1
53.5	53	76	53	1
54.5	54	76	54	1
55.5	55	76	55	1
56.5	56	76	56	1
