xintercept	key	showSelected1	showSelected2	PANEL
10.5	10	19	10	1
11.5	11	19	11	1
12.5	12	19	12	1
13.5	13	19	13	1
14.5	14	19	14	1
15.5	15	19	15	1
16.5	16	19	16	1
17.5	17	19	17	1
18.5	18	19	18	1
0.5	0	20	0	1
1.5	1	20	1	1
2.5	2	20	2	1
3.5	3	20	3	1
4.5	4	20	4	1
5.5	5	20	5	1
6.5	6	20	6	1
7.5	7	20	7	1
8.5	8	20	8	1
9.5	9	20	9	1
10.5	10	20	10	1
11.5	11	20	11	1
12.5	12	20	12	1
13.5	13	20	13	1
14.5	14	20	14	1
15.5	15	20	15	1
16.5	16	20	16	1
17.5	17	20	17	1
18.5	18	20	18	1
19.5	19	20	19	1
0.5	0	21	0	1
1.5	1	21	1	1
2.5	2	21	2	1
3.5	3	21	3	1
4.5	4	21	4	1
5.5	5	21	5	1
6.5	6	21	6	1
7.5	7	21	7	1
8.5	8	21	8	1
9.5	9	21	9	1
10.5	10	21	10	1
11.5	11	21	11	1
12.5	12	21	12	1
13.5	13	21	13	1
14.5	14	21	14	1
15.5	15	21	15	1
16.5	16	21	16	1
17.5	17	21	17	1
18.5	18	21	18	1
19.5	19	21	19	1
20.5	20	21	20	1
0.5	0	22	0	1
1.5	1	22	1	1
2.5	2	22	2	1
3.5	3	22	3	1
4.5	4	22	4	1
5.5	5	22	5	1
6.5	6	22	6	1
7.5	7	22	7	1
8.5	8	22	8	1
9.5	9	22	9	1
10.5	10	22	10	1
11.5	11	22	11	1
12.5	12	22	12	1
13.5	13	22	13	1
14.5	14	22	14	1
15.5	15	22	15	1
16.5	16	22	16	1
17.5	17	22	17	1
18.5	18	22	18	1
19.5	19	22	19	1
20.5	20	22	20	1
21.5	21	22	21	1
0.5	0	23	0	1
1.5	1	23	1	1
2.5	2	23	2	1
3.5	3	23	3	1
4.5	4	23	4	1
5.5	5	23	5	1
6.5	6	23	6	1
7.5	7	23	7	1
8.5	8	23	8	1
9.5	9	23	9	1
10.5	10	23	10	1
11.5	11	23	11	1
12.5	12	23	12	1
13.5	13	23	13	1
14.5	14	23	14	1
15.5	15	23	15	1
16.5	16	23	16	1
17.5	17	23	17	1
18.5	18	23	18	1
19.5	19	23	19	1
20.5	20	23	20	1
21.5	21	23	21	1
22.5	22	23	22	1
0.5	0	24	0	1
1.5	1	24	1	1
2.5	2	24	2	1
3.5	3	24	3	1
4.5	4	24	4	1
5.5	5	24	5	1
6.5	6	24	6	1
7.5	7	24	7	1
8.5	8	24	8	1
9.5	9	24	9	1
10.5	10	24	10	1
11.5	11	24	11	1
12.5	12	24	12	1
13.5	13	24	13	1
14.5	14	24	14	1
15.5	15	24	15	1
16.5	16	24	16	1
17.5	17	24	17	1
18.5	18	24	18	1
19.5	19	24	19	1
20.5	20	24	20	1
21.5	21	24	21	1
22.5	22	24	22	1
23.5	23	24	23	1
0.5	0	25	0	1
1.5	1	25	1	1
2.5	2	25	2	1
3.5	3	25	3	1
4.5	4	25	4	1
5.5	5	25	5	1
6.5	6	25	6	1
7.5	7	25	7	1
8.5	8	25	8	1
9.5	9	25	9	1
10.5	10	25	10	1
11.5	11	25	11	1
12.5	12	25	12	1
13.5	13	25	13	1
14.5	14	25	14	1
15.5	15	25	15	1
16.5	16	25	16	1
17.5	17	25	17	1
18.5	18	25	18	1
19.5	19	25	19	1
20.5	20	25	20	1
21.5	21	25	21	1
22.5	22	25	22	1
23.5	23	25	23	1
24.5	24	25	24	1
0.5	0	26	0	1
1.5	1	26	1	1
2.5	2	26	2	1
3.5	3	26	3	1
4.5	4	26	4	1
5.5	5	26	5	1
6.5	6	26	6	1
7.5	7	26	7	1
8.5	8	26	8	1
9.5	9	26	9	1
10.5	10	26	10	1
11.5	11	26	11	1
12.5	12	26	12	1
13.5	13	26	13	1
14.5	14	26	14	1
15.5	15	26	15	1
16.5	16	26	16	1
17.5	17	26	17	1
18.5	18	26	18	1
19.5	19	26	19	1
20.5	20	26	20	1
21.5	21	26	21	1
22.5	22	26	22	1
23.5	23	26	23	1
24.5	24	26	24	1
25.5	25	26	25	1
0.5	0	27	0	1
1.5	1	27	1	1
2.5	2	27	2	1
3.5	3	27	3	1
4.5	4	27	4	1
5.5	5	27	5	1
6.5	6	27	6	1
7.5	7	27	7	1
8.5	8	27	8	1
9.5	9	27	9	1
10.5	10	27	10	1
11.5	11	27	11	1
12.5	12	27	12	1
13.5	13	27	13	1
14.5	14	27	14	1
15.5	15	27	15	1
16.5	16	27	16	1
17.5	17	27	17	1
18.5	18	27	18	1
19.5	19	27	19	1
20.5	20	27	20	1
21.5	21	27	21	1
22.5	22	27	22	1
23.5	23	27	23	1
24.5	24	27	24	1
25.5	25	27	25	1
26.5	26	27	26	1
0.5	0	28	0	1
1.5	1	28	1	1
2.5	2	28	2	1
3.5	3	28	3	1
4.5	4	28	4	1
5.5	5	28	5	1
6.5	6	28	6	1
7.5	7	28	7	1
8.5	8	28	8	1
9.5	9	28	9	1
10.5	10	28	10	1
11.5	11	28	11	1
12.5	12	28	12	1
13.5	13	28	13	1
14.5	14	28	14	1
15.5	15	28	15	1
16.5	16	28	16	1
17.5	17	28	17	1
18.5	18	28	18	1
19.5	19	28	19	1
20.5	20	28	20	1
21.5	21	28	21	1
22.5	22	28	22	1
23.5	23	28	23	1
24.5	24	28	24	1
25.5	25	28	25	1
26.5	26	28	26	1
27.5	27	28	27	1
0.5	0	29	0	1
1.5	1	29	1	1
2.5	2	29	2	1
3.5	3	29	3	1
4.5	4	29	4	1
5.5	5	29	5	1
6.5	6	29	6	1
7.5	7	29	7	1
8.5	8	29	8	1
9.5	9	29	9	1
10.5	10	29	10	1
11.5	11	29	11	1
12.5	12	29	12	1
13.5	13	29	13	1
14.5	14	29	14	1
15.5	15	29	15	1
16.5	16	29	16	1
17.5	17	29	17	1
18.5	18	29	18	1
19.5	19	29	19	1
20.5	20	29	20	1
21.5	21	29	21	1
22.5	22	29	22	1
23.5	23	29	23	1
24.5	24	29	24	1
25.5	25	29	25	1
26.5	26	29	26	1
27.5	27	29	27	1
28.5	28	29	28	1
0.5	0	30	0	1
1.5	1	30	1	1
2.5	2	30	2	1
3.5	3	30	3	1
4.5	4	30	4	1
5.5	5	30	5	1
6.5	6	30	6	1
7.5	7	30	7	1
8.5	8	30	8	1
9.5	9	30	9	1
10.5	10	30	10	1
11.5	11	30	11	1
12.5	12	30	12	1
13.5	13	30	13	1
14.5	14	30	14	1
15.5	15	30	15	1
16.5	16	30	16	1
17.5	17	30	17	1
18.5	18	30	18	1
19.5	19	30	19	1
20.5	20	30	20	1
21.5	21	30	21	1
22.5	22	30	22	1
23.5	23	30	23	1
24.5	24	30	24	1
25.5	25	30	25	1
26.5	26	30	26	1
27.5	27	30	27	1
28.5	28	30	28	1
29.5	29	30	29	1
0.5	0	31	0	1
1.5	1	31	1	1
2.5	2	31	2	1
3.5	3	31	3	1
4.5	4	31	4	1
5.5	5	31	5	1
6.5	6	31	6	1
7.5	7	31	7	1
8.5	8	31	8	1
9.5	9	31	9	1
10.5	10	31	10	1
11.5	11	31	11	1
12.5	12	31	12	1
13.5	13	31	13	1
14.5	14	31	14	1
15.5	15	31	15	1
16.5	16	31	16	1
17.5	17	31	17	1
18.5	18	31	18	1
19.5	19	31	19	1
20.5	20	31	20	1
21.5	21	31	21	1
22.5	22	31	22	1
23.5	23	31	23	1
24.5	24	31	24	1
25.5	25	31	25	1
26.5	26	31	26	1
27.5	27	31	27	1
28.5	28	31	28	1
29.5	29	31	29	1
30.5	30	31	30	1
0.5	0	32	0	1
1.5	1	32	1	1
2.5	2	32	2	1
3.5	3	32	3	1
4.5	4	32	4	1
5.5	5	32	5	1
6.5	6	32	6	1
7.5	7	32	7	1
8.5	8	32	8	1
9.5	9	32	9	1
10.5	10	32	10	1
11.5	11	32	11	1
12.5	12	32	12	1
13.5	13	32	13	1
14.5	14	32	14	1
15.5	15	32	15	1
16.5	16	32	16	1
17.5	17	32	17	1
18.5	18	32	18	1
19.5	19	32	19	1
20.5	20	32	20	1
21.5	21	32	21	1
22.5	22	32	22	1
23.5	23	32	23	1
24.5	24	32	24	1
25.5	25	32	25	1
26.5	26	32	26	1
27.5	27	32	27	1
28.5	28	32	28	1
29.5	29	32	29	1
30.5	30	32	30	1
31.5	31	32	31	1
0.5	0	33	0	1
1.5	1	33	1	1
2.5	2	33	2	1
3.5	3	33	3	1
4.5	4	33	4	1
5.5	5	33	5	1
6.5	6	33	6	1
7.5	7	33	7	1
8.5	8	33	8	1
9.5	9	33	9	1
10.5	10	33	10	1
11.5	11	33	11	1
12.5	12	33	12	1
13.5	13	33	13	1
14.5	14	33	14	1
15.5	15	33	15	1
16.5	16	33	16	1
17.5	17	33	17	1
18.5	18	33	18	1
19.5	19	33	19	1
20.5	20	33	20	1
21.5	21	33	21	1
22.5	22	33	22	1
23.5	23	33	23	1
24.5	24	33	24	1
25.5	25	33	25	1
26.5	26	33	26	1
27.5	27	33	27	1
28.5	28	33	28	1
29.5	29	33	29	1
30.5	30	33	30	1
31.5	31	33	31	1
32.5	32	33	32	1
0.5	0	34	0	1
1.5	1	34	1	1
2.5	2	34	2	1
3.5	3	34	3	1
4.5	4	34	4	1
5.5	5	34	5	1
6.5	6	34	6	1
7.5	7	34	7	1
8.5	8	34	8	1
9.5	9	34	9	1
10.5	10	34	10	1
11.5	11	34	11	1
12.5	12	34	12	1
13.5	13	34	13	1
14.5	14	34	14	1
15.5	15	34	15	1
16.5	16	34	16	1
17.5	17	34	17	1
18.5	18	34	18	1
19.5	19	34	19	1
20.5	20	34	20	1
21.5	21	34	21	1
22.5	22	34	22	1
23.5	23	34	23	1
24.5	24	34	24	1
25.5	25	34	25	1
26.5	26	34	26	1
27.5	27	34	27	1
28.5	28	34	28	1
29.5	29	34	29	1
30.5	30	34	30	1
31.5	31	34	31	1
32.5	32	34	32	1
33.5	33	34	33	1
0.5	0	35	0	1
1.5	1	35	1	1
2.5	2	35	2	1
3.5	3	35	3	1
4.5	4	35	4	1
5.5	5	35	5	1
6.5	6	35	6	1
7.5	7	35	7	1
8.5	8	35	8	1
9.5	9	35	9	1
10.5	10	35	10	1
11.5	11	35	11	1
12.5	12	35	12	1
13.5	13	35	13	1
14.5	14	35	14	1
15.5	15	35	15	1
16.5	16	35	16	1
17.5	17	35	17	1
18.5	18	35	18	1
19.5	19	35	19	1
20.5	20	35	20	1
21.5	21	35	21	1
22.5	22	35	22	1
23.5	23	35	23	1
24.5	24	35	24	1
25.5	25	35	25	1
26.5	26	35	26	1
27.5	27	35	27	1
28.5	28	35	28	1
29.5	29	35	29	1
30.5	30	35	30	1
31.5	31	35	31	1
32.5	32	35	32	1
33.5	33	35	33	1
34.5	34	35	34	1
0.5	0	36	0	1
1.5	1	36	1	1
2.5	2	36	2	1
3.5	3	36	3	1
4.5	4	36	4	1
5.5	5	36	5	1
6.5	6	36	6	1
7.5	7	36	7	1
8.5	8	36	8	1
9.5	9	36	9	1
10.5	10	36	10	1
11.5	11	36	11	1
12.5	12	36	12	1
13.5	13	36	13	1
14.5	14	36	14	1
15.5	15	36	15	1
16.5	16	36	16	1
17.5	17	36	17	1
18.5	18	36	18	1
19.5	19	36	19	1
20.5	20	36	20	1
21.5	21	36	21	1
22.5	22	36	22	1
23.5	23	36	23	1
24.5	24	36	24	1
25.5	25	36	25	1
26.5	26	36	26	1
27.5	27	36	27	1
28.5	28	36	28	1
29.5	29	36	29	1
30.5	30	36	30	1
31.5	31	36	31	1
32.5	32	36	32	1
33.5	33	36	33	1
34.5	34	36	34	1
35.5	35	36	35	1
0.5	0	37	0	1
1.5	1	37	1	1
2.5	2	37	2	1
3.5	3	37	3	1
4.5	4	37	4	1
5.5	5	37	5	1
6.5	6	37	6	1
7.5	7	37	7	1
8.5	8	37	8	1
9.5	9	37	9	1
10.5	10	37	10	1
11.5	11	37	11	1
12.5	12	37	12	1
13.5	13	37	13	1
14.5	14	37	14	1
15.5	15	37	15	1
16.5	16	37	16	1
17.5	17	37	17	1
18.5	18	37	18	1
19.5	19	37	19	1
20.5	20	37	20	1
21.5	21	37	21	1
22.5	22	37	22	1
23.5	23	37	23	1
24.5	24	37	24	1
25.5	25	37	25	1
26.5	26	37	26	1
27.5	27	37	27	1
28.5	28	37	28	1
29.5	29	37	29	1
30.5	30	37	30	1
31.5	31	37	31	1
32.5	32	37	32	1
33.5	33	37	33	1
34.5	34	37	34	1
35.5	35	37	35	1
36.5	36	37	36	1
0.5	0	38	0	1
1.5	1	38	1	1
2.5	2	38	2	1
3.5	3	38	3	1
4.5	4	38	4	1
5.5	5	38	5	1
6.5	6	38	6	1
7.5	7	38	7	1
8.5	8	38	8	1
9.5	9	38	9	1
10.5	10	38	10	1
11.5	11	38	11	1
12.5	12	38	12	1
13.5	13	38	13	1
14.5	14	38	14	1
15.5	15	38	15	1
16.5	16	38	16	1
17.5	17	38	17	1
18.5	18	38	18	1
19.5	19	38	19	1
20.5	20	38	20	1
21.5	21	38	21	1
22.5	22	38	22	1
23.5	23	38	23	1
24.5	24	38	24	1
25.5	25	38	25	1
26.5	26	38	26	1
27.5	27	38	27	1
28.5	28	38	28	1
29.5	29	38	29	1
30.5	30	38	30	1
31.5	31	38	31	1
32.5	32	38	32	1
33.5	33	38	33	1
34.5	34	38	34	1
35.5	35	38	35	1
36.5	36	38	36	1
37.5	37	38	37	1
0.5	0	39	0	1
1.5	1	39	1	1
2.5	2	39	2	1
3.5	3	39	3	1
4.5	4	39	4	1
5.5	5	39	5	1
6.5	6	39	6	1
7.5	7	39	7	1
8.5	8	39	8	1
9.5	9	39	9	1
10.5	10	39	10	1
11.5	11	39	11	1
12.5	12	39	12	1
13.5	13	39	13	1
14.5	14	39	14	1
15.5	15	39	15	1
16.5	16	39	16	1
17.5	17	39	17	1
18.5	18	39	18	1
19.5	19	39	19	1
20.5	20	39	20	1
21.5	21	39	21	1
22.5	22	39	22	1
23.5	23	39	23	1
24.5	24	39	24	1
25.5	25	39	25	1
26.5	26	39	26	1
27.5	27	39	27	1
28.5	28	39	28	1
29.5	29	39	29	1
30.5	30	39	30	1
31.5	31	39	31	1
