colour	x	y	key	showSelectedlegendsizecolour	PANEL
#00BFFF	0.5	0.936054812221817	0.5	OPART	2
#00BFFF	1.5	1	1.5	OPART	2
#00BFFF	2.5	0.984016338429318	2.5	OPART	2
#00BFFF	3.5	0.933690283575797	3.5	OPART	2
#00BFFF	4.5	0.942189201546211	4.5	OPART	2
#00BFFF	5.5	0.92601116782002	5.5	OPART	2
#00BFFF	6.5	0.90458226213633	6.5	OPART	2
#00BFFF	7.5	0.868751866736135	7.5	OPART	2
#00BFFF	8.5	0.854131365583221	8.5	OPART	2
#00BFFF	9.5	0.781165099427514	9.5	OPART	2
#00BFFF	10.5	0.7623648992221	10.5	OPART	2
#00BFFF	11.5	0.726823707371424	11.5	OPART	2
#00BFFF	12.5	0.672771548936432	12.5	OPART	2
#00BFFF	13.5	0.658311964378805	13.5	OPART	2
#00BFFF	14.5	0.661822703563746	14.5	OPART	2
#00BFFF	15.5	0.578533446060586	15.5	OPART	2
#00BFFF	16.5	0.619485132236599	16.5	OPART	2
#00BFFF	17.5	0.561513660586205	17.5	OPART	2
#00BFFF	18.5	0.527314361628575	18.5	OPART	2
#00BFFF	19.5	0.458964015749338	19.5	OPART	2
#00BFFF	20.5	0.406650106701797	20.5	OPART	2
#00BFFF	21.5	0.290423090696768	21.5	OPART	2
#00BFFF	22.5	0.292149906804886	22.5	OPART	2
#00BFFF	23.5	0.185235062301686	23.5	OPART	2
#00BFFF	24.5	0.0549354161998041	24.5	OPART	2
#00BFFF	25.5	0.000433831383345411	25.5	OPART	2
#00BFFF	26.5	0.0229869128151244	26.5	OPART	2
#00BFFF	27.5	0.0508390825555249	27.5	OPART	2
#00BFFF	28.5	0.0476923364056224	28.5	OPART	2
#00BFFF	29.5	0.0586370489206926	29.5	OPART	2
#00BFFF	30.5	0.0613788069727377	30.5	OPART	2
#00BFFF	31.5	0.0649282200149175	31.5	OPART	2
#00BFFF	32.5	0.0657951229131051	32.5	OPART	2
#00BFFF	33.5	0.0669851873179949	33.5	OPART	2
#00BFFF	34.5	0.0668522551395463	34.5	OPART	2
#00BFFF	35.5	0.0655674040838563	35.5	OPART	2
#00BFFF	36.5	0.0637281889894542	36.5	OPART	2
#00BFFF	37.5	0.0550498946430725	37.5	OPART	2
#00BFFF	38.5	0.0484565989503306	38.5	OPART	2
#00BFFF	39.5	0.043592725446896	39.5	OPART	2
#00BFFF	40.5	0.0410228463622855	40.5	OPART	2
#00BFFF	41.5	0.0368082632597362	41.5	OPART	2
#00BFFF	42.5	0.0133170090606292	42.5	OPART	2
#00BFFF	43.5	0	43.5	OPART	2
#00BFFF	44.5	0.0235698712207743	44.5	OPART	2
#00BFFF	45.5	0.0289623069370765	45.5	OPART	2
#00BFFF	46.5	0.0469175486999526	46.5	OPART	2
#00BFFF	47.5	0.0425936227780173	47.5	OPART	2
#00BFFF	48.5	0.039599046489668	48.5	OPART	2
#00BFFF	49.5	0.0348733262380998	49.5	OPART	2
#00BFFF	50.5	0.0147219238643547	50.5	OPART	2
#00BFFF	51.5	0.010901242598101	51.5	OPART	2
#00BFFF	52.5	0.0460174848503458	52.5	OPART	2
#00BFFF	53.5	0.0480543334247561	53.5	OPART	2
#00BFFF	54.5	0.0508597786441267	54.5	OPART	2
#00BFFF	55.5	0.0621596234675843	55.5	OPART	2
#00BFFF	56.5	0.0456815509907157	56.5	OPART	2
#00BFFF	57.5	0.0433536413537069	57.5	OPART	2
