colour	x	y	key	showSelectedlegendsizecolour	PANEL
#000000	45.5	0.37188334696035	45.5	LOPART	2
#000000	46.5	0.360612919500777	46.5	LOPART	2
#000000	47.5	0.366947328821079	47.5	LOPART	2
#000000	48.5	0.368441170067592	48.5	LOPART	2
#000000	49.5	0.369568300443189	49.5	LOPART	2
#000000	50.5	0.372501089376461	50.5	LOPART	2
#000000	51.5	0.372192716091204	51.5	LOPART	2
#000000	52.5	0.363459809045128	52.5	LOPART	2
#000000	53.5	0.362143202828043	53.5	LOPART	2
#000000	54.5	0.352038330302902	54.5	LOPART	2
#000000	55.5	0.344641360093701	55.5	LOPART	2
#000000	56.5	0.346263718272653	56.5	LOPART	2
#000000	57.5	0.346060426111055	57.5	LOPART	2
#000000	58.5	0.333877965091978	58.5	LOPART	2
#000000	59.5	0.316684935244488	59.5	LOPART	2
#000000	60.5	0.290168709873482	60.5	LOPART	2
#000000	61.5	0.292681317574868	61.5	LOPART	2
#000000	62.5	0.259700095418326	62.5	LOPART	2
#000000	63.5	0.259417670899029	63.5	LOPART	2
#000000	64.5	0.250374190722382	64.5	LOPART	2
#000000	65.5	0.236614396503547	65.5	LOPART	2
#000000	66.5	0.234566655347156	66.5	LOPART	2
#000000	67.5	0.237150920793462	67.5	LOPART	2
#000000	68.5	0.233173265957287	68.5	LOPART	2
#000000	69.5	0.222034613811246	69.5	LOPART	2
#000000	70.5	0.218778313609551	70.5	LOPART	2
#000000	71.5	0.214937864426368	71.5	LOPART	2
#000000	72.5	0.198578596767018	72.5	LOPART	2
#000000	73.5	0.18516824134902	73.5	LOPART	2
#000000	74.5	0.163163996264621	74.5	LOPART	2
#000000	75.5	0.144764380196971	75.5	LOPART	2
#000000	76.5	0.144003860294342	76.5	LOPART	2
#000000	77.5	0.143617641009696	77.5	LOPART	2
#000000	78.5	0.143065495930727	78.5	LOPART	2
#000000	79.5	0.140823276352638	79.5	LOPART	2
#000000	90.5	0.128636193453582	90.5	LOPART	2
#000000	91.5	0.131213809430128	91.5	LOPART	2
