colour	x	y	key	showSelectedlegendsizecolour	PANEL
#00BFFF	0.5	1	0.5	OPART	2
#00BFFF	1.5	0.998292943038535	1.5	OPART	2
#00BFFF	2.5	0.985193662471701	2.5	OPART	2
#00BFFF	3.5	0.94105148131699	3.5	OPART	2
#00BFFF	4.5	0.940003874025086	4.5	OPART	2
#00BFFF	5.5	0.929306445355557	5.5	OPART	2
#00BFFF	6.5	0.914991811404311	6.5	OPART	2
#00BFFF	7.5	0.889254321432515	7.5	OPART	2
#00BFFF	8.5	0.879172673297932	8.5	OPART	2
#00BFFF	9.5	0.816201881462325	9.5	OPART	2
#00BFFF	10.5	0.803093183584357	10.5	OPART	2
#00BFFF	11.5	0.779336102794907	11.5	OPART	2
#00BFFF	12.5	0.741233456255252	12.5	OPART	2
#00BFFF	13.5	0.729622804002211	13.5	OPART	2
#00BFFF	14.5	0.725145201562147	14.5	OPART	2
#00BFFF	15.5	0.658993037308238	15.5	OPART	2
#00BFFF	16.5	0.658937267019989	16.5	OPART	2
#00BFFF	17.5	0.617797598110552	17.5	OPART	2
#00BFFF	18.5	0.594816885274207	18.5	OPART	2
#00BFFF	19.5	0.546014740914576	19.5	OPART	2
#00BFFF	20.5	0.510687643947862	20.5	OPART	2
#00BFFF	21.5	0.418189205933129	21.5	OPART	2
#00BFFF	22.5	0.40967804426883	22.5	OPART	2
#00BFFF	23.5	0.330205410543183	23.5	OPART	2
#00BFFF	24.5	0.231111843219246	24.5	OPART	2
#00BFFF	25.5	0.193571837016545	25.5	OPART	2
#00BFFF	26.5	0.166090162068503	26.5	OPART	2
#00BFFF	27.5	0.165500105200563	27.5	OPART	2
#00BFFF	28.5	0.163421966138771	28.5	OPART	2
#00BFFF	29.5	0.161385363743707	29.5	OPART	2
#00BFFF	30.5	0.161247021313129	30.5	OPART	2
#00BFFF	31.5	0.159335396996757	31.5	OPART	2
#00BFFF	32.5	0.159066288051266	32.5	OPART	2
#00BFFF	33.5	0.154291492372921	33.5	OPART	2
#00BFFF	34.5	0.153960655916099	34.5	OPART	2
#00BFFF	35.5	0.151147419593075	35.5	OPART	2
#00BFFF	36.5	0.149280652428706	36.5	OPART	2
#00BFFF	37.5	0.134369456068682	37.5	OPART	2
#00BFFF	38.5	0.129112457452206	38.5	OPART	2
#00BFFF	39.5	0.12629936748736	39.5	OPART	2
#00BFFF	40.5	0.125098508784171	40.5	OPART	2
#00BFFF	41.5	0.122954598440599	41.5	OPART	2
#00BFFF	42.5	0.0982978907665114	42.5	OPART	2
#00BFFF	43.5	0.0899376684550883	43.5	OPART	2
#00BFFF	44.5	0.0819587257632393	44.5	OPART	2
#00BFFF	45.5	0.0819259648980941	45.5	OPART	2
#00BFFF	46.5	0.0711874627052315	46.5	OPART	2
#00BFFF	47.5	0.0691857677629211	47.5	OPART	2
#00BFFF	48.5	0.0679998470581128	48.5	OPART	2
#00BFFF	49.5	0.0659270514934594	49.5	OPART	2
#00BFFF	50.5	0.0507301301089749	50.5	OPART	2
#00BFFF	51.5	0.0486982370105203	51.5	OPART	2
#00BFFF	52.5	0.0243710239032999	52.5	OPART	2
#00BFFF	53.5	0.0244068681832301	53.5	OPART	2
#00BFFF	54.5	0.0058197155144996	54.5	OPART	2
#00BFFF	55.5	0.00583603748271288	55.5	OPART	2
#00BFFF	56.5	0	56.5	OPART	2
