colour	x	y	key	showSelectedlegendsizecolour	PANEL
#000000	0.5	0	0.5	LOPART	2
#000000	1.5	0.998573633419436	1.5	LOPART	2
#000000	2.5	0.999132871924751	2.5	LOPART	2
#000000	3.5	0.99999674208151	3.5	LOPART	2
#000000	4.5	0.999439052588503	4.5	LOPART	2
#000000	5.5	0.999212168292302	5.5	LOPART	2
#000000	6.5	0.999153686170369	6.5	LOPART	2
#000000	7.5	0.99955119907568	7.5	LOPART	2
#000000	8.5	0.999139849300996	8.5	LOPART	2
#000000	9.5	1	9.5	LOPART	2
#000000	10.5	0.999937088595906	10.5	LOPART	2
#000000	11.5	0.999970108420278	11.5	LOPART	2
#000000	12.5	0.999926911560972	12.5	LOPART	2
#000000	13.5	0.999971280899784	13.5	LOPART	2
#000000	14.5	0.997509984024898	14.5	LOPART	2
