colour	x	y	key	showSelectedlegendsizecolour	PANEL
#000000	0.5	0	0.5	LOPART	2
#000000	1.5	0.853156895325139	1.5	LOPART	2
#000000	2.5	0.908973599793809	2.5	LOPART	2
#000000	3.5	1	3.5	LOPART	2
#000000	4.5	0.939702671548881	4.5	LOPART	2
#000000	5.5	0.918383306470781	5.5	LOPART	2
#000000	6.5	0.91428959619511	6.5	LOPART	2
#000000	7.5	0.952152404448031	7.5	LOPART	2
#000000	8.5	0.917627856912736	8.5	LOPART	2
#000000	9.5	0.998008122123038	9.5	LOPART	2
#000000	10.5	0.9893990581203	10.5	LOPART	2
#000000	11.5	0.992822983920525	11.5	LOPART	2
#000000	12.5	0.999881712548338	12.5	LOPART	2
#000000	13.5	0.992838707392878	13.5	LOPART	2
#000000	14.5	0.920897062625844	14.5	LOPART	2
#000000	15.5	0.995799689253499	15.5	LOPART	2
#000000	16.5	0.760323263631891	16.5	LOPART	2
#000000	17.5	0.817825640104196	17.5	LOPART	2
#000000	18.5	0.720951651009387	18.5	LOPART	2
#000000	19.5	0.789516301870456	19.5	LOPART	2
