x	y	key	showSelected2	showSelected3	showSelected4	PANEL
65	15	1	65	15	OPART	1
65	16	1	65	16	OPART	1
65	17	1	65	17	OPART	1
65	18	1	65	18	OPART	1
65	19	1	65	19	OPART	1
65	20	1	65	20	OPART	1
65	21	1	65	21	OPART	1
65	22	1	65	22	OPART	1
65	23	1	65	23	OPART	1
65	24	1	65	24	OPART	1
65	25	1	65	25	OPART	1
65	26	1	65	26	OPART	1
65	27	1	65	27	OPART	1
65	28	1	65	28	OPART	1
65	29	1	65	29	OPART	1
65	30	1	65	30	OPART	1
65	31	1	65	31	OPART	1
65	32	1	65	32	OPART	1
65	33	1	65	33	OPART	1
65	34	1	65	34	OPART	1
65	35	1	65	35	OPART	1
65	36	1	65	36	OPART	1
65	37	1	65	37	OPART	1
65	38	1	65	38	OPART	1
65	39	1	65	39	OPART	1
65	40	1	65	40	OPART	1
65	41	1	65	41	OPART	1
65	42	1	65	42	OPART	1
65	43	1	65	43	OPART	1
65	44	1	65	44	OPART	1
65	45	1	65	45	OPART	1
65	46	1	65	46	OPART	1
65	47	1	65	47	OPART	1
65	48	1	65	48	OPART	1
65	49	1	65	49	OPART	1
65	50	1	65	50	OPART	1
65	51	1	65	51	OPART	1
65	52	1	65	52	OPART	1
65	53	1	65	53	OPART	1
65	54	1	65	54	OPART	1
65	55	1	65	55	OPART	1
65	56	1	65	56	OPART	1
65	57	1	65	57	OPART	1
65	58	1	65	58	OPART	1
65	59	1	65	59	OPART	1
65	60	1	65	60	OPART	1
65	61	1	65	61	OPART	1
65	62	1	65	62	OPART	1
65	63	1	65	63	OPART	1
65	64	1	65	64	OPART	1
66	0	1	66	0	OPART	1
66	1	1	66	1	OPART	1
66	2	1	66	2	OPART	1
66	3	1	66	3	OPART	1
66	4	1	66	4	OPART	1
66	5	1	66	5	OPART	1
66	6	1	66	6	OPART	1
66	7	1	66	7	OPART	1
66	8	1	66	8	OPART	1
66	9	1	66	9	OPART	1
66	10	1	66	10	OPART	1
66	11	1	66	11	OPART	1
66	12	1	66	12	OPART	1
66	13	1	66	13	OPART	1
66	14	1	66	14	OPART	1
66	15	1	66	15	OPART	1
66	16	1	66	16	OPART	1
66	17	1	66	17	OPART	1
66	18	1	66	18	OPART	1
66	19	1	66	19	OPART	1
66	20	1	66	20	OPART	1
66	21	1	66	21	OPART	1
66	22	1	66	22	OPART	1
66	23	1	66	23	OPART	1
66	24	1	66	24	OPART	1
66	25	1	66	25	OPART	1
66	26	1	66	26	OPART	1
66	27	1	66	27	OPART	1
66	28	1	66	28	OPART	1
66	29	1	66	29	OPART	1
66	30	1	66	30	OPART	1
66	31	1	66	31	OPART	1
66	32	1	66	32	OPART	1
66	33	1	66	33	OPART	1
66	34	1	66	34	OPART	1
66	35	1	66	35	OPART	1
66	36	1	66	36	OPART	1
66	37	1	66	37	OPART	1
66	38	1	66	38	OPART	1
66	39	1	66	39	OPART	1
66	40	1	66	40	OPART	1
66	41	1	66	41	OPART	1
66	42	1	66	42	OPART	1
66	43	1	66	43	OPART	1
66	44	1	66	44	OPART	1
66	45	1	66	45	OPART	1
66	46	1	66	46	OPART	1
66	47	1	66	47	OPART	1
66	48	1	66	48	OPART	1
66	49	1	66	49	OPART	1
66	50	1	66	50	OPART	1
66	51	1	66	51	OPART	1
66	52	1	66	52	OPART	1
66	53	1	66	53	OPART	1
66	54	1	66	54	OPART	1
66	55	1	66	55	OPART	1
66	56	1	66	56	OPART	1
66	57	1	66	57	OPART	1
66	58	1	66	58	OPART	1
66	59	1	66	59	OPART	1
66	60	1	66	60	OPART	1
66	61	1	66	61	OPART	1
66	62	1	66	62	OPART	1
66	63	1	66	63	OPART	1
66	64	1	66	64	OPART	1
66	65	1	66	65	OPART	1
67	0	1	67	0	OPART	1
67	1	1	67	1	OPART	1
67	2	1	67	2	OPART	1
67	3	1	67	3	OPART	1
67	4	1	67	4	OPART	1
67	5	1	67	5	OPART	1
67	6	1	67	6	OPART	1
67	7	1	67	7	OPART	1
67	8	1	67	8	OPART	1
67	9	1	67	9	OPART	1
67	10	1	67	10	OPART	1
67	11	1	67	11	OPART	1
67	12	1	67	12	OPART	1
67	13	1	67	13	OPART	1
67	14	1	67	14	OPART	1
67	15	1	67	15	OPART	1
67	16	1	67	16	OPART	1
67	17	1	67	17	OPART	1
67	18	1	67	18	OPART	1
67	19	1	67	19	OPART	1
67	20	1	67	20	OPART	1
67	21	1	67	21	OPART	1
67	22	1	67	22	OPART	1
67	23	1	67	23	OPART	1
67	24	1	67	24	OPART	1
67	25	1	67	25	OPART	1
67	26	1	67	26	OPART	1
67	27	1	67	27	OPART	1
67	28	1	67	28	OPART	1
67	29	1	67	29	OPART	1
67	30	1	67	30	OPART	1
67	31	1	67	31	OPART	1
67	32	1	67	32	OPART	1
67	33	1	67	33	OPART	1
67	34	1	67	34	OPART	1
67	35	1	67	35	OPART	1
67	36	1	67	36	OPART	1
67	37	1	67	37	OPART	1
67	38	1	67	38	OPART	1
67	39	1	67	39	OPART	1
67	40	1	67	40	OPART	1
67	41	1	67	41	OPART	1
67	42	1	67	42	OPART	1
67	43	1	67	43	OPART	1
67	44	1	67	44	OPART	1
67	45	1	67	45	OPART	1
67	46	1	67	46	OPART	1
67	47	1	67	47	OPART	1
67	48	1	67	48	OPART	1
67	49	1	67	49	OPART	1
67	50	1	67	50	OPART	1
67	51	1	67	51	OPART	1
67	52	1	67	52	OPART	1
67	53	1	67	53	OPART	1
67	54	1	67	54	OPART	1
67	55	1	67	55	OPART	1
67	56	1	67	56	OPART	1
67	57	1	67	57	OPART	1
67	58	1	67	58	OPART	1
67	59	1	67	59	OPART	1
67	60	1	67	60	OPART	1
67	61	1	67	61	OPART	1
67	62	1	67	62	OPART	1
67	63	1	67	63	OPART	1
67	64	1	67	64	OPART	1
67	65	1	67	65	OPART	1
67	66	1	67	66	OPART	1
68	0	1	68	0	OPART	1
68	1	1	68	1	OPART	1
68	2	1	68	2	OPART	1
68	3	1	68	3	OPART	1
68	4	1	68	4	OPART	1
68	5	1	68	5	OPART	1
68	6	1	68	6	OPART	1
68	7	1	68	7	OPART	1
68	8	1	68	8	OPART	1
68	9	1	68	9	OPART	1
68	10	1	68	10	OPART	1
68	11	1	68	11	OPART	1
68	12	1	68	12	OPART	1
68	13	1	68	13	OPART	1
68	14	1	68	14	OPART	1
68	15	1	68	15	OPART	1
68	16	1	68	16	OPART	1
68	17	1	68	17	OPART	1
68	18	1	68	18	OPART	1
68	19	1	68	19	OPART	1
68	20	1	68	20	OPART	1
68	21	1	68	21	OPART	1
68	22	1	68	22	OPART	1
68	23	1	68	23	OPART	1
68	24	1	68	24	OPART	1
68	25	1	68	25	OPART	1
68	26	1	68	26	OPART	1
68	27	1	68	27	OPART	1
68	28	1	68	28	OPART	1
68	29	1	68	29	OPART	1
68	30	1	68	30	OPART	1
68	31	1	68	31	OPART	1
68	32	1	68	32	OPART	1
68	33	1	68	33	OPART	1
68	34	1	68	34	OPART	1
68	35	1	68	35	OPART	1
68	36	1	68	36	OPART	1
68	37	1	68	37	OPART	1
68	38	1	68	38	OPART	1
68	39	1	68	39	OPART	1
68	40	1	68	40	OPART	1
68	41	1	68	41	OPART	1
68	42	1	68	42	OPART	1
68	43	1	68	43	OPART	1
68	44	1	68	44	OPART	1
68	45	1	68	45	OPART	1
68	46	1	68	46	OPART	1
68	47	1	68	47	OPART	1
68	48	1	68	48	OPART	1
68	49	1	68	49	OPART	1
68	50	1	68	50	OPART	1
68	51	1	68	51	OPART	1
68	52	1	68	52	OPART	1
68	53	1	68	53	OPART	1
68	54	1	68	54	OPART	1
68	55	1	68	55	OPART	1
68	56	1	68	56	OPART	1
68	57	1	68	57	OPART	1
68	58	1	68	58	OPART	1
68	59	1	68	59	OPART	1
68	60	1	68	60	OPART	1
68	61	1	68	61	OPART	1
68	62	1	68	62	OPART	1
68	63	1	68	63	OPART	1
68	64	1	68	64	OPART	1
68	65	1	68	65	OPART	1
68	66	1	68	66	OPART	1
68	67	1	68	67	OPART	1
69	0	1	69	0	OPART	1
69	1	1	69	1	OPART	1
69	2	1	69	2	OPART	1
69	3	1	69	3	OPART	1
69	4	1	69	4	OPART	1
69	5	1	69	5	OPART	1
69	6	1	69	6	OPART	1
69	7	1	69	7	OPART	1
69	8	1	69	8	OPART	1
69	9	1	69	9	OPART	1
69	10	1	69	10	OPART	1
69	11	1	69	11	OPART	1
69	12	1	69	12	OPART	1
69	13	1	69	13	OPART	1
69	14	1	69	14	OPART	1
69	15	1	69	15	OPART	1
69	16	1	69	16	OPART	1
69	17	1	69	17	OPART	1
69	18	1	69	18	OPART	1
69	19	1	69	19	OPART	1
69	20	1	69	20	OPART	1
69	21	1	69	21	OPART	1
69	22	1	69	22	OPART	1
69	23	1	69	23	OPART	1
69	24	1	69	24	OPART	1
69	25	1	69	25	OPART	1
69	26	1	69	26	OPART	1
69	27	1	69	27	OPART	1
69	28	1	69	28	OPART	1
69	29	1	69	29	OPART	1
69	30	1	69	30	OPART	1
69	31	1	69	31	OPART	1
69	32	1	69	32	OPART	1
69	33	1	69	33	OPART	1
69	34	1	69	34	OPART	1
69	35	1	69	35	OPART	1
69	36	1	69	36	OPART	1
69	37	1	69	37	OPART	1
69	38	1	69	38	OPART	1
69	39	1	69	39	OPART	1
69	40	1	69	40	OPART	1
69	41	1	69	41	OPART	1
69	42	1	69	42	OPART	1
69	43	1	69	43	OPART	1
69	44	1	69	44	OPART	1
69	45	1	69	45	OPART	1
69	46	1	69	46	OPART	1
69	47	1	69	47	OPART	1
69	48	1	69	48	OPART	1
69	49	1	69	49	OPART	1
69	50	1	69	50	OPART	1
69	51	1	69	51	OPART	1
69	52	1	69	52	OPART	1
69	53	1	69	53	OPART	1
69	54	1	69	54	OPART	1
69	55	1	69	55	OPART	1
69	56	1	69	56	OPART	1
69	57	1	69	57	OPART	1
69	58	1	69	58	OPART	1
69	59	1	69	59	OPART	1
69	60	1	69	60	OPART	1
69	61	1	69	61	OPART	1
69	62	1	69	62	OPART	1
69	63	1	69	63	OPART	1
69	64	1	69	64	OPART	1
69	65	1	69	65	OPART	1
69	66	1	69	66	OPART	1
69	67	1	69	67	OPART	1
69	68	1	69	68	OPART	1
70	0	1	70	0	OPART	1
70	1	1	70	1	OPART	1
70	2	1	70	2	OPART	1
70	3	1	70	3	OPART	1
70	4	1	70	4	OPART	1
70	5	1	70	5	OPART	1
70	6	1	70	6	OPART	1
70	7	1	70	7	OPART	1
70	8	1	70	8	OPART	1
70	9	1	70	9	OPART	1
70	10	1	70	10	OPART	1
70	11	1	70	11	OPART	1
70	12	1	70	12	OPART	1
70	13	1	70	13	OPART	1
70	14	1	70	14	OPART	1
70	15	1	70	15	OPART	1
70	16	1	70	16	OPART	1
70	17	1	70	17	OPART	1
70	18	1	70	18	OPART	1
70	19	1	70	19	OPART	1
70	20	1	70	20	OPART	1
70	21	1	70	21	OPART	1
70	22	1	70	22	OPART	1
70	23	1	70	23	OPART	1
70	24	1	70	24	OPART	1
70	25	1	70	25	OPART	1
70	26	1	70	26	OPART	1
70	27	1	70	27	OPART	1
70	28	1	70	28	OPART	1
70	29	1	70	29	OPART	1
70	30	1	70	30	OPART	1
70	31	1	70	31	OPART	1
70	32	1	70	32	OPART	1
70	33	1	70	33	OPART	1
70	34	1	70	34	OPART	1
70	35	1	70	35	OPART	1
70	36	1	70	36	OPART	1
70	37	1	70	37	OPART	1
70	38	1	70	38	OPART	1
70	39	1	70	39	OPART	1
70	40	1	70	40	OPART	1
70	41	1	70	41	OPART	1
70	42	1	70	42	OPART	1
70	43	1	70	43	OPART	1
70	44	1	70	44	OPART	1
70	45	1	70	45	OPART	1
70	46	1	70	46	OPART	1
70	47	1	70	47	OPART	1
70	48	1	70	48	OPART	1
70	49	1	70	49	OPART	1
70	50	1	70	50	OPART	1
70	51	1	70	51	OPART	1
70	52	1	70	52	OPART	1
70	53	1	70	53	OPART	1
70	54	1	70	54	OPART	1
70	55	1	70	55	OPART	1
70	56	1	70	56	OPART	1
70	57	1	70	57	OPART	1
70	58	1	70	58	OPART	1
70	59	1	70	59	OPART	1
70	60	1	70	60	OPART	1
70	61	1	70	61	OPART	1
70	62	1	70	62	OPART	1
70	63	1	70	63	OPART	1
70	64	1	70	64	OPART	1
70	65	1	70	65	OPART	1
70	66	1	70	66	OPART	1
70	67	1	70	67	OPART	1
70	68	1	70	68	OPART	1
70	69	1	70	69	OPART	1
71	0	1	71	0	OPART	1
71	1	1	71	1	OPART	1
71	2	1	71	2	OPART	1
71	3	1	71	3	OPART	1
71	4	1	71	4	OPART	1
71	5	1	71	5	OPART	1
71	6	1	71	6	OPART	1
71	7	1	71	7	OPART	1
71	8	1	71	8	OPART	1
71	9	1	71	9	OPART	1
71	10	1	71	10	OPART	1
71	11	1	71	11	OPART	1
71	12	1	71	12	OPART	1
71	13	1	71	13	OPART	1
71	14	1	71	14	OPART	1
71	15	1	71	15	OPART	1
71	16	1	71	16	OPART	1
71	17	1	71	17	OPART	1
71	18	1	71	18	OPART	1
71	19	1	71	19	OPART	1
71	20	1	71	20	OPART	1
71	21	1	71	21	OPART	1
71	22	1	71	22	OPART	1
71	23	1	71	23	OPART	1
71	24	1	71	24	OPART	1
71	25	1	71	25	OPART	1
71	26	1	71	26	OPART	1
71	27	1	71	27	OPART	1
71	28	1	71	28	OPART	1
71	29	1	71	29	OPART	1
71	30	1	71	30	OPART	1
71	31	1	71	31	OPART	1
71	32	1	71	32	OPART	1
71	33	1	71	33	OPART	1
71	34	1	71	34	OPART	1
71	35	1	71	35	OPART	1
71	36	1	71	36	OPART	1
71	37	1	71	37	OPART	1
71	38	1	71	38	OPART	1
71	39	1	71	39	OPART	1
71	40	1	71	40	OPART	1
71	41	1	71	41	OPART	1
71	42	1	71	42	OPART	1
71	43	1	71	43	OPART	1
71	44	1	71	44	OPART	1
71	45	1	71	45	OPART	1
71	46	1	71	46	OPART	1
71	47	1	71	47	OPART	1
71	48	1	71	48	OPART	1
71	49	1	71	49	OPART	1
71	50	1	71	50	OPART	1
71	51	1	71	51	OPART	1
71	52	1	71	52	OPART	1
71	53	1	71	53	OPART	1
71	54	1	71	54	OPART	1
71	55	1	71	55	OPART	1
71	56	1	71	56	OPART	1
71	57	1	71	57	OPART	1
71	58	1	71	58	OPART	1
71	59	1	71	59	OPART	1
71	60	1	71	60	OPART	1
71	61	1	71	61	OPART	1
71	62	1	71	62	OPART	1
71	63	1	71	63	OPART	1
71	64	1	71	64	OPART	1
71	65	1	71	65	OPART	1
71	66	1	71	66	OPART	1
71	67	1	71	67	OPART	1
71	68	1	71	68	OPART	1
71	69	1	71	69	OPART	1
71	70	1	71	70	OPART	1
72	0	1	72	0	OPART	1
72	1	1	72	1	OPART	1
72	2	1	72	2	OPART	1
72	3	1	72	3	OPART	1
72	4	1	72	4	OPART	1
72	5	1	72	5	OPART	1
72	6	1	72	6	OPART	1
72	7	1	72	7	OPART	1
72	8	1	72	8	OPART	1
72	9	1	72	9	OPART	1
72	10	1	72	10	OPART	1
72	11	1	72	11	OPART	1
72	12	1	72	12	OPART	1
72	13	1	72	13	OPART	1
72	14	1	72	14	OPART	1
72	15	1	72	15	OPART	1
72	16	1	72	16	OPART	1
72	17	1	72	17	OPART	1
72	18	1	72	18	OPART	1
72	19	1	72	19	OPART	1
72	20	1	72	20	OPART	1
72	21	1	72	21	OPART	1
72	22	1	72	22	OPART	1
72	23	1	72	23	OPART	1
72	24	1	72	24	OPART	1
72	25	1	72	25	OPART	1
72	26	1	72	26	OPART	1
72	27	1	72	27	OPART	1
72	28	1	72	28	OPART	1
72	29	1	72	29	OPART	1
72	30	1	72	30	OPART	1
72	31	1	72	31	OPART	1
72	32	1	72	32	OPART	1
72	33	1	72	33	OPART	1
72	34	1	72	34	OPART	1
72	35	1	72	35	OPART	1
72	36	1	72	36	OPART	1
72	37	1	72	37	OPART	1
72	38	1	72	38	OPART	1
72	39	1	72	39	OPART	1
72	40	1	72	40	OPART	1
72	41	1	72	41	OPART	1
72	42	1	72	42	OPART	1
72	43	1	72	43	OPART	1
72	44	1	72	44	OPART	1
72	45	1	72	45	OPART	1
72	46	1	72	46	OPART	1
72	47	1	72	47	OPART	1
72	48	1	72	48	OPART	1
72	49	1	72	49	OPART	1
72	50	1	72	50	OPART	1
72	51	1	72	51	OPART	1
72	52	1	72	52	OPART	1
72	53	1	72	53	OPART	1
72	54	1	72	54	OPART	1
72	55	1	72	55	OPART	1
72	56	1	72	56	OPART	1
72	57	1	72	57	OPART	1
72	58	1	72	58	OPART	1
72	59	1	72	59	OPART	1
72	60	1	72	60	OPART	1
72	61	1	72	61	OPART	1
72	62	1	72	62	OPART	1
72	63	1	72	63	OPART	1
72	64	1	72	64	OPART	1
72	65	1	72	65	OPART	1
72	66	1	72	66	OPART	1
72	67	1	72	67	OPART	1
72	68	1	72	68	OPART	1
72	69	1	72	69	OPART	1
72	70	1	72	70	OPART	1
72	71	1	72	71	OPART	1
73	0	1	73	0	OPART	1
73	1	1	73	1	OPART	1
73	2	1	73	2	OPART	1
73	3	1	73	3	OPART	1
73	4	1	73	4	OPART	1
73	5	1	73	5	OPART	1
73	6	1	73	6	OPART	1
73	7	1	73	7	OPART	1
73	8	1	73	8	OPART	1
73	9	1	73	9	OPART	1
73	10	1	73	10	OPART	1
73	11	1	73	11	OPART	1
73	12	1	73	12	OPART	1
73	13	1	73	13	OPART	1
73	14	1	73	14	OPART	1
73	15	1	73	15	OPART	1
73	16	1	73	16	OPART	1
73	17	1	73	17	OPART	1
73	18	1	73	18	OPART	1
73	19	1	73	19	OPART	1
73	20	1	73	20	OPART	1
73	21	1	73	21	OPART	1
73	22	1	73	22	OPART	1
73	23	1	73	23	OPART	1
73	24	1	73	24	OPART	1
73	25	1	73	25	OPART	1
73	26	1	73	26	OPART	1
73	27	1	73	27	OPART	1
73	28	1	73	28	OPART	1
73	29	1	73	29	OPART	1
73	30	1	73	30	OPART	1
73	31	1	73	31	OPART	1
73	32	1	73	32	OPART	1
73	33	1	73	33	OPART	1
73	34	1	73	34	OPART	1
73	35	1	73	35	OPART	1
73	36	1	73	36	OPART	1
73	37	1	73	37	OPART	1
73	38	1	73	38	OPART	1
73	39	1	73	39	OPART	1
73	40	1	73	40	OPART	1
73	41	1	73	41	OPART	1
73	42	1	73	42	OPART	1
73	43	1	73	43	OPART	1
73	44	1	73	44	OPART	1
73	45	1	73	45	OPART	1
73	46	1	73	46	OPART	1
73	47	1	73	47	OPART	1
73	48	1	73	48	OPART	1
73	49	1	73	49	OPART	1
73	50	1	73	50	OPART	1
73	51	1	73	51	OPART	1
73	52	1	73	52	OPART	1
73	53	1	73	53	OPART	1
73	54	1	73	54	OPART	1
73	55	1	73	55	OPART	1
73	56	1	73	56	OPART	1
73	57	1	73	57	OPART	1
73	58	1	73	58	OPART	1
73	59	1	73	59	OPART	1
73	60	1	73	60	OPART	1
73	61	1	73	61	OPART	1
73	62	1	73	62	OPART	1
73	63	1	73	63	OPART	1
73	64	1	73	64	OPART	1
73	65	1	73	65	OPART	1
73	66	1	73	66	OPART	1
73	67	1	73	67	OPART	1
73	68	1	73	68	OPART	1
73	69	1	73	69	OPART	1
73	70	1	73	70	OPART	1
73	71	1	73	71	OPART	1
73	72	1	73	72	OPART	1
74	0	1	74	0	OPART	1
74	1	1	74	1	OPART	1
74	2	1	74	2	OPART	1
74	3	1	74	3	OPART	1
74	4	1	74	4	OPART	1
74	5	1	74	5	OPART	1
74	6	1	74	6	OPART	1
74	7	1	74	7	OPART	1
74	8	1	74	8	OPART	1
74	9	1	74	9	OPART	1
74	10	1	74	10	OPART	1
74	11	1	74	11	OPART	1
74	12	1	74	12	OPART	1
74	13	1	74	13	OPART	1
74	14	1	74	14	OPART	1
74	15	1	74	15	OPART	1
74	16	1	74	16	OPART	1
74	17	1	74	17	OPART	1
74	18	1	74	18	OPART	1
74	19	1	74	19	OPART	1
74	20	1	74	20	OPART	1
74	21	1	74	21	OPART	1
74	22	1	74	22	OPART	1
74	23	1	74	23	OPART	1
74	24	1	74	24	OPART	1
74	25	1	74	25	OPART	1
74	26	1	74	26	OPART	1
74	27	1	74	27	OPART	1
74	28	1	74	28	OPART	1
74	29	1	74	29	OPART	1
74	30	1	74	30	OPART	1
74	31	1	74	31	OPART	1
74	32	1	74	32	OPART	1
74	33	1	74	33	OPART	1
74	34	1	74	34	OPART	1
74	35	1	74	35	OPART	1
74	36	1	74	36	OPART	1
74	37	1	74	37	OPART	1
74	38	1	74	38	OPART	1
74	39	1	74	39	OPART	1
74	40	1	74	40	OPART	1
74	41	1	74	41	OPART	1
74	42	1	74	42	OPART	1
74	43	1	74	43	OPART	1
74	44	1	74	44	OPART	1
74	45	1	74	45	OPART	1
74	46	1	74	46	OPART	1
74	47	1	74	47	OPART	1
74	48	1	74	48	OPART	1
74	49	1	74	49	OPART	1
74	50	1	74	50	OPART	1
74	51	1	74	51	OPART	1
74	52	1	74	52	OPART	1
74	53	1	74	53	OPART	1
74	54	1	74	54	OPART	1
74	55	1	74	55	OPART	1
74	56	1	74	56	OPART	1
74	57	1	74	57	OPART	1
74	58	1	74	58	OPART	1
74	59	1	74	59	OPART	1
74	60	1	74	60	OPART	1
74	61	1	74	61	OPART	1
74	62	1	74	62	OPART	1
74	63	1	74	63	OPART	1
74	64	1	74	64	OPART	1
74	65	1	74	65	OPART	1
74	66	1	74	66	OPART	1
74	67	1	74	67	OPART	1
74	68	1	74	68	OPART	1
74	69	1	74	69	OPART	1
74	70	1	74	70	OPART	1
74	71	1	74	71	OPART	1
74	72	1	74	72	OPART	1
74	73	1	74	73	OPART	1
75	0	1	75	0	OPART	1
75	1	1	75	1	OPART	1
75	2	1	75	2	OPART	1
75	3	1	75	3	OPART	1
75	4	1	75	4	OPART	1
75	5	1	75	5	OPART	1
75	6	1	75	6	OPART	1
75	7	1	75	7	OPART	1
75	8	1	75	8	OPART	1
75	9	1	75	9	OPART	1
75	10	1	75	10	OPART	1
75	11	1	75	11	OPART	1
75	12	1	75	12	OPART	1
75	13	1	75	13	OPART	1
75	14	1	75	14	OPART	1
75	15	1	75	15	OPART	1
75	16	1	75	16	OPART	1
75	17	1	75	17	OPART	1
75	18	1	75	18	OPART	1
75	19	1	75	19	OPART	1
75	20	1	75	20	OPART	1
75	21	1	75	21	OPART	1
75	22	1	75	22	OPART	1
75	23	1	75	23	OPART	1
75	24	1	75	24	OPART	1
75	25	1	75	25	OPART	1
75	26	1	75	26	OPART	1
75	27	1	75	27	OPART	1
75	28	1	75	28	OPART	1
75	29	1	75	29	OPART	1
75	30	1	75	30	OPART	1
75	31	1	75	31	OPART	1
75	32	1	75	32	OPART	1
75	33	1	75	33	OPART	1
75	34	1	75	34	OPART	1
75	35	1	75	35	OPART	1
75	36	1	75	36	OPART	1
75	37	1	75	37	OPART	1
75	38	1	75	38	OPART	1
75	39	1	75	39	OPART	1
75	40	1	75	40	OPART	1
75	41	1	75	41	OPART	1
75	42	1	75	42	OPART	1
75	43	1	75	43	OPART	1
75	44	1	75	44	OPART	1
75	45	1	75	45	OPART	1
75	46	1	75	46	OPART	1
75	47	1	75	47	OPART	1
75	48	1	75	48	OPART	1
75	49	1	75	49	OPART	1
75	50	1	75	50	OPART	1
75	51	1	75	51	OPART	1
75	52	1	75	52	OPART	1
75	53	1	75	53	OPART	1
75	54	1	75	54	OPART	1
75	55	1	75	55	OPART	1
75	56	1	75	56	OPART	1
75	57	1	75	57	OPART	1
75	58	1	75	58	OPART	1
75	59	1	75	59	OPART	1
75	60	1	75	60	OPART	1
75	61	1	75	61	OPART	1
75	62	1	75	62	OPART	1
75	63	1	75	63	OPART	1
75	64	1	75	64	OPART	1
75	65	1	75	65	OPART	1
75	66	1	75	66	OPART	1
75	67	1	75	67	OPART	1
75	68	1	75	68	OPART	1
75	69	1	75	69	OPART	1
75	70	1	75	70	OPART	1
75	71	1	75	71	OPART	1
75	72	1	75	72	OPART	1
75	73	1	75	73	OPART	1
75	74	1	75	74	OPART	1
76	0	1	76	0	OPART	1
76	1	1	76	1	OPART	1
76	2	1	76	2	OPART	1
76	3	1	76	3	OPART	1
76	4	1	76	4	OPART	1
76	5	1	76	5	OPART	1
76	6	1	76	6	OPART	1
76	7	1	76	7	OPART	1
76	8	1	76	8	OPART	1
76	9	1	76	9	OPART	1
76	10	1	76	10	OPART	1
76	11	1	76	11	OPART	1
76	12	1	76	12	OPART	1
76	13	1	76	13	OPART	1
76	14	1	76	14	OPART	1
76	15	1	76	15	OPART	1
76	16	1	76	16	OPART	1
76	17	1	76	17	OPART	1
76	18	1	76	18	OPART	1
76	19	1	76	19	OPART	1
76	20	1	76	20	OPART	1
76	21	1	76	21	OPART	1
76	22	1	76	22	OPART	1
76	23	1	76	23	OPART	1
76	24	1	76	24	OPART	1
76	25	1	76	25	OPART	1
76	26	1	76	26	OPART	1
76	27	1	76	27	OPART	1
76	28	1	76	28	OPART	1
76	29	1	76	29	OPART	1
76	30	1	76	30	OPART	1
76	31	1	76	31	OPART	1
76	32	1	76	32	OPART	1
76	33	1	76	33	OPART	1
76	34	1	76	34	OPART	1
76	35	1	76	35	OPART	1
76	36	1	76	36	OPART	1
76	37	1	76	37	OPART	1
76	38	1	76	38	OPART	1
76	39	1	76	39	OPART	1
76	40	1	76	40	OPART	1
76	41	1	76	41	OPART	1
76	42	1	76	42	OPART	1
76	43	1	76	43	OPART	1
76	44	1	76	44	OPART	1
76	45	1	76	45	OPART	1
76	46	1	76	46	OPART	1
76	47	1	76	47	OPART	1
76	48	1	76	48	OPART	1
76	49	1	76	49	OPART	1
76	50	1	76	50	OPART	1
76	51	1	76	51	OPART	1
76	52	1	76	52	OPART	1
76	53	1	76	53	OPART	1
76	54	1	76	54	OPART	1
76	55	1	76	55	OPART	1
76	56	1	76	56	OPART	1
76	57	1	76	57	OPART	1
76	58	1	76	58	OPART	1
76	59	1	76	59	OPART	1
76	60	1	76	60	OPART	1
76	61	1	76	61	OPART	1
76	62	1	76	62	OPART	1
76	63	1	76	63	OPART	1
76	64	1	76	64	OPART	1
76	65	1	76	65	OPART	1
76	66	1	76	66	OPART	1
76	67	1	76	67	OPART	1
76	68	1	76	68	OPART	1
76	69	1	76	69	OPART	1
76	70	1	76	70	OPART	1
76	71	1	76	71	OPART	1
76	72	1	76	72	OPART	1
76	73	1	76	73	OPART	1
76	74	1	76	74	OPART	1
76	75	1	76	75	OPART	1
77	0	1	77	0	OPART	1
77	1	1	77	1	OPART	1
77	2	1	77	2	OPART	1
77	3	1	77	3	OPART	1
77	4	1	77	4	OPART	1
77	5	1	77	5	OPART	1
77	6	1	77	6	OPART	1
77	7	1	77	7	OPART	1
77	8	1	77	8	OPART	1
77	9	1	77	9	OPART	1
77	10	1	77	10	OPART	1
77	11	1	77	11	OPART	1
77	12	1	77	12	OPART	1
77	13	1	77	13	OPART	1
77	14	1	77	14	OPART	1
77	15	1	77	15	OPART	1
77	16	1	77	16	OPART	1
77	17	1	77	17	OPART	1
77	18	1	77	18	OPART	1
77	19	1	77	19	OPART	1
77	20	1	77	20	OPART	1
77	21	1	77	21	OPART	1
77	22	1	77	22	OPART	1
77	23	1	77	23	OPART	1
77	24	1	77	24	OPART	1
77	25	1	77	25	OPART	1
77	26	1	77	26	OPART	1
77	27	1	77	27	OPART	1
77	28	1	77	28	OPART	1
77	29	1	77	29	OPART	1
77	30	1	77	30	OPART	1
77	31	1	77	31	OPART	1
77	32	1	77	32	OPART	1
77	33	1	77	33	OPART	1
77	34	1	77	34	OPART	1
77	35	1	77	35	OPART	1
77	36	1	77	36	OPART	1
77	37	1	77	37	OPART	1
77	38	1	77	38	OPART	1
77	39	1	77	39	OPART	1
77	40	1	77	40	OPART	1
77	41	1	77	41	OPART	1
