x	y	key	showSelected2	showSelected3	showSelected4	PANEL
49	46	1	49	46	OPART	1
49	47	1	49	47	OPART	1
49	48	1	49	48	OPART	1
50	0	1	50	0	OPART	1
50	1	1	50	1	OPART	1
50	2	1	50	2	OPART	1
50	3	1	50	3	OPART	1
50	4	1	50	4	OPART	1
50	5	1	50	5	OPART	1
50	6	1	50	6	OPART	1
50	7	1	50	7	OPART	1
50	8	1	50	8	OPART	1
50	9	1	50	9	OPART	1
50	10	1	50	10	OPART	1
50	11	1	50	11	OPART	1
50	12	1	50	12	OPART	1
50	13	1	50	13	OPART	1
50	14	1	50	14	OPART	1
50	15	1	50	15	OPART	1
50	16	1	50	16	OPART	1
50	17	1	50	17	OPART	1
50	18	1	50	18	OPART	1
50	19	1	50	19	OPART	1
50	20	1	50	20	OPART	1
50	21	1	50	21	OPART	1
50	22	1	50	22	OPART	1
50	23	1	50	23	OPART	1
50	24	1	50	24	OPART	1
50	25	1	50	25	OPART	1
50	26	1	50	26	OPART	1
50	27	1	50	27	OPART	1
50	28	1	50	28	OPART	1
50	29	1	50	29	OPART	1
50	30	1	50	30	OPART	1
50	31	1	50	31	OPART	1
50	32	1	50	32	OPART	1
50	33	1	50	33	OPART	1
50	34	1	50	34	OPART	1
50	35	1	50	35	OPART	1
50	36	1	50	36	OPART	1
50	37	1	50	37	OPART	1
50	38	1	50	38	OPART	1
50	39	1	50	39	OPART	1
50	40	1	50	40	OPART	1
50	41	1	50	41	OPART	1
50	42	1	50	42	OPART	1
50	43	1	50	43	OPART	1
50	44	1	50	44	OPART	1
50	45	1	50	45	OPART	1
50	46	1	50	46	OPART	1
50	47	1	50	47	OPART	1
50	48	1	50	48	OPART	1
50	49	1	50	49	OPART	1
51	0	1	51	0	OPART	1
51	1	1	51	1	OPART	1
51	2	1	51	2	OPART	1
51	3	1	51	3	OPART	1
51	4	1	51	4	OPART	1
51	5	1	51	5	OPART	1
51	6	1	51	6	OPART	1
51	7	1	51	7	OPART	1
51	8	1	51	8	OPART	1
51	9	1	51	9	OPART	1
51	10	1	51	10	OPART	1
51	11	1	51	11	OPART	1
51	12	1	51	12	OPART	1
51	13	1	51	13	OPART	1
51	14	1	51	14	OPART	1
51	15	1	51	15	OPART	1
51	16	1	51	16	OPART	1
51	17	1	51	17	OPART	1
51	18	1	51	18	OPART	1
51	19	1	51	19	OPART	1
51	20	1	51	20	OPART	1
51	21	1	51	21	OPART	1
51	22	1	51	22	OPART	1
51	23	1	51	23	OPART	1
51	24	1	51	24	OPART	1
51	25	1	51	25	OPART	1
51	26	1	51	26	OPART	1
51	27	1	51	27	OPART	1
51	28	1	51	28	OPART	1
51	29	1	51	29	OPART	1
51	30	1	51	30	OPART	1
51	31	1	51	31	OPART	1
51	32	1	51	32	OPART	1
51	33	1	51	33	OPART	1
51	34	1	51	34	OPART	1
51	35	1	51	35	OPART	1
51	36	1	51	36	OPART	1
51	37	1	51	37	OPART	1
51	38	1	51	38	OPART	1
51	39	1	51	39	OPART	1
51	40	1	51	40	OPART	1
51	41	1	51	41	OPART	1
51	42	1	51	42	OPART	1
51	43	1	51	43	OPART	1
51	44	1	51	44	OPART	1
51	45	1	51	45	OPART	1
51	46	1	51	46	OPART	1
51	47	1	51	47	OPART	1
51	48	1	51	48	OPART	1
51	49	1	51	49	OPART	1
51	50	1	51	50	OPART	1
52	0	1	52	0	OPART	1
52	1	1	52	1	OPART	1
52	2	1	52	2	OPART	1
52	3	1	52	3	OPART	1
52	4	1	52	4	OPART	1
52	5	1	52	5	OPART	1
52	6	1	52	6	OPART	1
52	7	1	52	7	OPART	1
52	8	1	52	8	OPART	1
52	9	1	52	9	OPART	1
52	10	1	52	10	OPART	1
52	11	1	52	11	OPART	1
52	12	1	52	12	OPART	1
52	13	1	52	13	OPART	1
52	14	1	52	14	OPART	1
52	15	1	52	15	OPART	1
52	16	1	52	16	OPART	1
52	17	1	52	17	OPART	1
52	18	1	52	18	OPART	1
52	19	1	52	19	OPART	1
52	20	1	52	20	OPART	1
52	21	1	52	21	OPART	1
52	22	1	52	22	OPART	1
52	23	1	52	23	OPART	1
52	24	1	52	24	OPART	1
52	25	1	52	25	OPART	1
52	26	1	52	26	OPART	1
52	27	1	52	27	OPART	1
52	28	1	52	28	OPART	1
52	29	1	52	29	OPART	1
52	30	1	52	30	OPART	1
52	31	1	52	31	OPART	1
52	32	1	52	32	OPART	1
52	33	1	52	33	OPART	1
52	34	1	52	34	OPART	1
52	35	1	52	35	OPART	1
52	36	1	52	36	OPART	1
52	37	1	52	37	OPART	1
52	38	1	52	38	OPART	1
52	39	1	52	39	OPART	1
52	40	1	52	40	OPART	1
52	41	1	52	41	OPART	1
52	42	1	52	42	OPART	1
52	43	1	52	43	OPART	1
52	44	1	52	44	OPART	1
52	45	1	52	45	OPART	1
52	46	1	52	46	OPART	1
52	47	1	52	47	OPART	1
52	48	1	52	48	OPART	1
52	49	1	52	49	OPART	1
52	50	1	52	50	OPART	1
52	51	1	52	51	OPART	1
53	0	1	53	0	OPART	1
53	1	1	53	1	OPART	1
53	2	1	53	2	OPART	1
53	3	1	53	3	OPART	1
53	4	1	53	4	OPART	1
53	5	1	53	5	OPART	1
53	6	1	53	6	OPART	1
53	7	1	53	7	OPART	1
53	8	1	53	8	OPART	1
53	9	1	53	9	OPART	1
53	10	1	53	10	OPART	1
53	11	1	53	11	OPART	1
53	12	1	53	12	OPART	1
53	13	1	53	13	OPART	1
53	14	1	53	14	OPART	1
53	15	1	53	15	OPART	1
53	16	1	53	16	OPART	1
53	17	1	53	17	OPART	1
53	18	1	53	18	OPART	1
53	19	1	53	19	OPART	1
53	20	1	53	20	OPART	1
53	21	1	53	21	OPART	1
53	22	1	53	22	OPART	1
53	23	1	53	23	OPART	1
53	24	1	53	24	OPART	1
53	25	1	53	25	OPART	1
53	26	1	53	26	OPART	1
53	27	1	53	27	OPART	1
53	28	1	53	28	OPART	1
53	29	1	53	29	OPART	1
53	30	1	53	30	OPART	1
53	31	1	53	31	OPART	1
53	32	1	53	32	OPART	1
53	33	1	53	33	OPART	1
53	34	1	53	34	OPART	1
53	35	1	53	35	OPART	1
53	36	1	53	36	OPART	1
53	37	1	53	37	OPART	1
53	38	1	53	38	OPART	1
53	39	1	53	39	OPART	1
53	40	1	53	40	OPART	1
53	41	1	53	41	OPART	1
53	42	1	53	42	OPART	1
53	43	1	53	43	OPART	1
53	44	1	53	44	OPART	1
53	45	1	53	45	OPART	1
53	46	1	53	46	OPART	1
53	47	1	53	47	OPART	1
53	48	1	53	48	OPART	1
53	49	1	53	49	OPART	1
53	50	1	53	50	OPART	1
53	51	1	53	51	OPART	1
53	52	1	53	52	OPART	1
54	0	1	54	0	OPART	1
54	1	1	54	1	OPART	1
54	2	1	54	2	OPART	1
54	3	1	54	3	OPART	1
54	4	1	54	4	OPART	1
54	5	1	54	5	OPART	1
54	6	1	54	6	OPART	1
54	7	1	54	7	OPART	1
54	8	1	54	8	OPART	1
54	9	1	54	9	OPART	1
54	10	1	54	10	OPART	1
54	11	1	54	11	OPART	1
54	12	1	54	12	OPART	1
54	13	1	54	13	OPART	1
54	14	1	54	14	OPART	1
54	15	1	54	15	OPART	1
54	16	1	54	16	OPART	1
54	17	1	54	17	OPART	1
54	18	1	54	18	OPART	1
54	19	1	54	19	OPART	1
54	20	1	54	20	OPART	1
54	21	1	54	21	OPART	1
54	22	1	54	22	OPART	1
54	23	1	54	23	OPART	1
54	24	1	54	24	OPART	1
54	25	1	54	25	OPART	1
54	26	1	54	26	OPART	1
54	27	1	54	27	OPART	1
54	28	1	54	28	OPART	1
54	29	1	54	29	OPART	1
54	30	1	54	30	OPART	1
54	31	1	54	31	OPART	1
54	32	1	54	32	OPART	1
54	33	1	54	33	OPART	1
54	34	1	54	34	OPART	1
54	35	1	54	35	OPART	1
54	36	1	54	36	OPART	1
54	37	1	54	37	OPART	1
54	38	1	54	38	OPART	1
54	39	1	54	39	OPART	1
54	40	1	54	40	OPART	1
54	41	1	54	41	OPART	1
54	42	1	54	42	OPART	1
54	43	1	54	43	OPART	1
54	44	1	54	44	OPART	1
54	45	1	54	45	OPART	1
54	46	1	54	46	OPART	1
54	47	1	54	47	OPART	1
54	48	1	54	48	OPART	1
54	49	1	54	49	OPART	1
54	50	1	54	50	OPART	1
54	51	1	54	51	OPART	1
54	52	1	54	52	OPART	1
54	53	1	54	53	OPART	1
55	0	1	55	0	OPART	1
55	1	1	55	1	OPART	1
55	2	1	55	2	OPART	1
55	3	1	55	3	OPART	1
55	4	1	55	4	OPART	1
55	5	1	55	5	OPART	1
55	6	1	55	6	OPART	1
55	7	1	55	7	OPART	1
55	8	1	55	8	OPART	1
55	9	1	55	9	OPART	1
55	10	1	55	10	OPART	1
55	11	1	55	11	OPART	1
55	12	1	55	12	OPART	1
55	13	1	55	13	OPART	1
55	14	1	55	14	OPART	1
55	15	1	55	15	OPART	1
55	16	1	55	16	OPART	1
55	17	1	55	17	OPART	1
55	18	1	55	18	OPART	1
55	19	1	55	19	OPART	1
55	20	1	55	20	OPART	1
55	21	1	55	21	OPART	1
55	22	1	55	22	OPART	1
55	23	1	55	23	OPART	1
55	24	1	55	24	OPART	1
55	25	1	55	25	OPART	1
55	26	1	55	26	OPART	1
55	27	1	55	27	OPART	1
55	28	1	55	28	OPART	1
55	29	1	55	29	OPART	1
55	30	1	55	30	OPART	1
55	31	1	55	31	OPART	1
55	32	1	55	32	OPART	1
55	33	1	55	33	OPART	1
55	34	1	55	34	OPART	1
55	35	1	55	35	OPART	1
55	36	1	55	36	OPART	1
55	37	1	55	37	OPART	1
55	38	1	55	38	OPART	1
55	39	1	55	39	OPART	1
55	40	1	55	40	OPART	1
55	41	1	55	41	OPART	1
55	42	1	55	42	OPART	1
55	43	1	55	43	OPART	1
55	44	1	55	44	OPART	1
55	45	1	55	45	OPART	1
55	46	1	55	46	OPART	1
55	47	1	55	47	OPART	1
55	48	1	55	48	OPART	1
55	49	1	55	49	OPART	1
55	50	1	55	50	OPART	1
55	51	1	55	51	OPART	1
55	52	1	55	52	OPART	1
55	53	1	55	53	OPART	1
55	54	1	55	54	OPART	1
56	0	1	56	0	OPART	1
56	1	1	56	1	OPART	1
56	2	1	56	2	OPART	1
56	3	1	56	3	OPART	1
56	4	1	56	4	OPART	1
56	5	1	56	5	OPART	1
56	6	1	56	6	OPART	1
56	7	1	56	7	OPART	1
56	8	1	56	8	OPART	1
56	9	1	56	9	OPART	1
56	10	1	56	10	OPART	1
56	11	1	56	11	OPART	1
56	12	1	56	12	OPART	1
56	13	1	56	13	OPART	1
56	14	1	56	14	OPART	1
56	15	1	56	15	OPART	1
56	16	1	56	16	OPART	1
56	17	1	56	17	OPART	1
56	18	1	56	18	OPART	1
56	19	1	56	19	OPART	1
56	20	1	56	20	OPART	1
56	21	1	56	21	OPART	1
56	22	1	56	22	OPART	1
56	23	1	56	23	OPART	1
56	24	1	56	24	OPART	1
56	25	1	56	25	OPART	1
56	26	1	56	26	OPART	1
56	27	1	56	27	OPART	1
56	28	1	56	28	OPART	1
56	29	1	56	29	OPART	1
56	30	1	56	30	OPART	1
56	31	1	56	31	OPART	1
56	32	1	56	32	OPART	1
56	33	1	56	33	OPART	1
56	34	1	56	34	OPART	1
56	35	1	56	35	OPART	1
56	36	1	56	36	OPART	1
56	37	1	56	37	OPART	1
56	38	1	56	38	OPART	1
56	39	1	56	39	OPART	1
56	40	1	56	40	OPART	1
56	41	1	56	41	OPART	1
56	42	1	56	42	OPART	1
56	43	1	56	43	OPART	1
56	44	1	56	44	OPART	1
56	45	1	56	45	OPART	1
56	46	1	56	46	OPART	1
56	47	1	56	47	OPART	1
56	48	1	56	48	OPART	1
56	49	1	56	49	OPART	1
56	50	1	56	50	OPART	1
56	51	1	56	51	OPART	1
56	52	1	56	52	OPART	1
56	53	1	56	53	OPART	1
56	54	1	56	54	OPART	1
56	55	1	56	55	OPART	1
57	0	1	57	0	OPART	1
57	1	1	57	1	OPART	1
57	2	1	57	2	OPART	1
57	3	1	57	3	OPART	1
57	4	1	57	4	OPART	1
57	5	1	57	5	OPART	1
57	6	1	57	6	OPART	1
57	7	1	57	7	OPART	1
57	8	1	57	8	OPART	1
57	9	1	57	9	OPART	1
57	10	1	57	10	OPART	1
57	11	1	57	11	OPART	1
57	12	1	57	12	OPART	1
57	13	1	57	13	OPART	1
57	14	1	57	14	OPART	1
57	15	1	57	15	OPART	1
57	16	1	57	16	OPART	1
57	17	1	57	17	OPART	1
57	18	1	57	18	OPART	1
57	19	1	57	19	OPART	1
57	20	1	57	20	OPART	1
57	21	1	57	21	OPART	1
57	22	1	57	22	OPART	1
57	23	1	57	23	OPART	1
57	24	1	57	24	OPART	1
57	25	1	57	25	OPART	1
57	26	1	57	26	OPART	1
57	27	1	57	27	OPART	1
57	28	1	57	28	OPART	1
57	29	1	57	29	OPART	1
57	30	1	57	30	OPART	1
57	31	1	57	31	OPART	1
57	32	1	57	32	OPART	1
57	33	1	57	33	OPART	1
57	34	1	57	34	OPART	1
57	35	1	57	35	OPART	1
57	36	1	57	36	OPART	1
57	37	1	57	37	OPART	1
57	38	1	57	38	OPART	1
57	39	1	57	39	OPART	1
57	40	1	57	40	OPART	1
57	41	1	57	41	OPART	1
57	42	1	57	42	OPART	1
57	43	1	57	43	OPART	1
57	44	1	57	44	OPART	1
57	45	1	57	45	OPART	1
57	46	1	57	46	OPART	1
57	47	1	57	47	OPART	1
57	48	1	57	48	OPART	1
57	49	1	57	49	OPART	1
57	50	1	57	50	OPART	1
57	51	1	57	51	OPART	1
57	52	1	57	52	OPART	1
57	53	1	57	53	OPART	1
57	54	1	57	54	OPART	1
57	55	1	57	55	OPART	1
57	56	1	57	56	OPART	1
58	0	1	58	0	OPART	1
58	1	1	58	1	OPART	1
58	2	1	58	2	OPART	1
58	3	1	58	3	OPART	1
58	4	1	58	4	OPART	1
58	5	1	58	5	OPART	1
58	6	1	58	6	OPART	1
58	7	1	58	7	OPART	1
58	8	1	58	8	OPART	1
58	9	1	58	9	OPART	1
58	10	1	58	10	OPART	1
58	11	1	58	11	OPART	1
58	12	1	58	12	OPART	1
58	13	1	58	13	OPART	1
58	14	1	58	14	OPART	1
58	15	1	58	15	OPART	1
58	16	1	58	16	OPART	1
58	17	1	58	17	OPART	1
58	18	1	58	18	OPART	1
58	19	1	58	19	OPART	1
58	20	1	58	20	OPART	1
58	21	1	58	21	OPART	1
58	22	1	58	22	OPART	1
58	23	1	58	23	OPART	1
58	24	1	58	24	OPART	1
58	25	1	58	25	OPART	1
58	26	1	58	26	OPART	1
58	27	1	58	27	OPART	1
58	28	1	58	28	OPART	1
58	29	1	58	29	OPART	1
58	30	1	58	30	OPART	1
58	31	1	58	31	OPART	1
58	32	1	58	32	OPART	1
58	33	1	58	33	OPART	1
58	34	1	58	34	OPART	1
58	35	1	58	35	OPART	1
58	36	1	58	36	OPART	1
58	37	1	58	37	OPART	1
58	38	1	58	38	OPART	1
58	39	1	58	39	OPART	1
58	40	1	58	40	OPART	1
58	41	1	58	41	OPART	1
58	42	1	58	42	OPART	1
58	43	1	58	43	OPART	1
58	44	1	58	44	OPART	1
58	45	1	58	45	OPART	1
58	46	1	58	46	OPART	1
58	47	1	58	47	OPART	1
58	48	1	58	48	OPART	1
58	49	1	58	49	OPART	1
58	50	1	58	50	OPART	1
58	51	1	58	51	OPART	1
58	52	1	58	52	OPART	1
58	53	1	58	53	OPART	1
58	54	1	58	54	OPART	1
58	55	1	58	55	OPART	1
58	56	1	58	56	OPART	1
58	57	1	58	57	OPART	1
59	0	1	59	0	OPART	1
59	1	1	59	1	OPART	1
59	2	1	59	2	OPART	1
59	3	1	59	3	OPART	1
59	4	1	59	4	OPART	1
59	5	1	59	5	OPART	1
59	6	1	59	6	OPART	1
59	7	1	59	7	OPART	1
59	8	1	59	8	OPART	1
59	9	1	59	9	OPART	1
59	10	1	59	10	OPART	1
59	11	1	59	11	OPART	1
59	12	1	59	12	OPART	1
59	13	1	59	13	OPART	1
59	14	1	59	14	OPART	1
59	15	1	59	15	OPART	1
59	16	1	59	16	OPART	1
59	17	1	59	17	OPART	1
59	18	1	59	18	OPART	1
59	19	1	59	19	OPART	1
59	20	1	59	20	OPART	1
59	21	1	59	21	OPART	1
59	22	1	59	22	OPART	1
59	23	1	59	23	OPART	1
59	24	1	59	24	OPART	1
59	25	1	59	25	OPART	1
59	26	1	59	26	OPART	1
59	27	1	59	27	OPART	1
59	28	1	59	28	OPART	1
59	29	1	59	29	OPART	1
59	30	1	59	30	OPART	1
59	31	1	59	31	OPART	1
59	32	1	59	32	OPART	1
59	33	1	59	33	OPART	1
59	34	1	59	34	OPART	1
59	35	1	59	35	OPART	1
59	36	1	59	36	OPART	1
59	37	1	59	37	OPART	1
59	38	1	59	38	OPART	1
59	39	1	59	39	OPART	1
59	40	1	59	40	OPART	1
59	41	1	59	41	OPART	1
59	42	1	59	42	OPART	1
59	43	1	59	43	OPART	1
59	44	1	59	44	OPART	1
59	45	1	59	45	OPART	1
59	46	1	59	46	OPART	1
59	47	1	59	47	OPART	1
59	48	1	59	48	OPART	1
59	49	1	59	49	OPART	1
59	50	1	59	50	OPART	1
59	51	1	59	51	OPART	1
59	52	1	59	52	OPART	1
59	53	1	59	53	OPART	1
59	54	1	59	54	OPART	1
59	55	1	59	55	OPART	1
59	56	1	59	56	OPART	1
59	57	1	59	57	OPART	1
59	58	1	59	58	OPART	1
60	0	1	60	0	OPART	1
60	1	1	60	1	OPART	1
60	2	1	60	2	OPART	1
60	3	1	60	3	OPART	1
60	4	1	60	4	OPART	1
60	5	1	60	5	OPART	1
60	6	1	60	6	OPART	1
60	7	1	60	7	OPART	1
60	8	1	60	8	OPART	1
60	9	1	60	9	OPART	1
60	10	1	60	10	OPART	1
60	11	1	60	11	OPART	1
60	12	1	60	12	OPART	1
60	13	1	60	13	OPART	1
60	14	1	60	14	OPART	1
60	15	1	60	15	OPART	1
60	16	1	60	16	OPART	1
60	17	1	60	17	OPART	1
60	18	1	60	18	OPART	1
60	19	1	60	19	OPART	1
60	20	1	60	20	OPART	1
60	21	1	60	21	OPART	1
60	22	1	60	22	OPART	1
60	23	1	60	23	OPART	1
60	24	1	60	24	OPART	1
60	25	1	60	25	OPART	1
60	26	1	60	26	OPART	1
60	27	1	60	27	OPART	1
60	28	1	60	28	OPART	1
60	29	1	60	29	OPART	1
60	30	1	60	30	OPART	1
60	31	1	60	31	OPART	1
60	32	1	60	32	OPART	1
60	33	1	60	33	OPART	1
60	34	1	60	34	OPART	1
60	35	1	60	35	OPART	1
60	36	1	60	36	OPART	1
60	37	1	60	37	OPART	1
60	38	1	60	38	OPART	1
60	39	1	60	39	OPART	1
60	40	1	60	40	OPART	1
60	41	1	60	41	OPART	1
60	42	1	60	42	OPART	1
60	43	1	60	43	OPART	1
60	44	1	60	44	OPART	1
60	45	1	60	45	OPART	1
60	46	1	60	46	OPART	1
60	47	1	60	47	OPART	1
60	48	1	60	48	OPART	1
60	49	1	60	49	OPART	1
60	50	1	60	50	OPART	1
60	51	1	60	51	OPART	1
60	52	1	60	52	OPART	1
60	53	1	60	53	OPART	1
60	54	1	60	54	OPART	1
60	55	1	60	55	OPART	1
60	56	1	60	56	OPART	1
60	57	1	60	57	OPART	1
60	58	1	60	58	OPART	1
60	59	1	60	59	OPART	1
61	0	1	61	0	OPART	1
61	1	1	61	1	OPART	1
61	2	1	61	2	OPART	1
61	3	1	61	3	OPART	1
61	4	1	61	4	OPART	1
61	5	1	61	5	OPART	1
61	6	1	61	6	OPART	1
61	7	1	61	7	OPART	1
61	8	1	61	8	OPART	1
61	9	1	61	9	OPART	1
61	10	1	61	10	OPART	1
61	11	1	61	11	OPART	1
61	12	1	61	12	OPART	1
61	13	1	61	13	OPART	1
61	14	1	61	14	OPART	1
61	15	1	61	15	OPART	1
61	16	1	61	16	OPART	1
61	17	1	61	17	OPART	1
61	18	1	61	18	OPART	1
61	19	1	61	19	OPART	1
61	20	1	61	20	OPART	1
61	21	1	61	21	OPART	1
61	22	1	61	22	OPART	1
61	23	1	61	23	OPART	1
61	24	1	61	24	OPART	1
61	25	1	61	25	OPART	1
61	26	1	61	26	OPART	1
61	27	1	61	27	OPART	1
61	28	1	61	28	OPART	1
61	29	1	61	29	OPART	1
61	30	1	61	30	OPART	1
61	31	1	61	31	OPART	1
61	32	1	61	32	OPART	1
61	33	1	61	33	OPART	1
61	34	1	61	34	OPART	1
61	35	1	61	35	OPART	1
61	36	1	61	36	OPART	1
61	37	1	61	37	OPART	1
61	38	1	61	38	OPART	1
61	39	1	61	39	OPART	1
61	40	1	61	40	OPART	1
61	41	1	61	41	OPART	1
61	42	1	61	42	OPART	1
61	43	1	61	43	OPART	1
61	44	1	61	44	OPART	1
61	45	1	61	45	OPART	1
61	46	1	61	46	OPART	1
61	47	1	61	47	OPART	1
61	48	1	61	48	OPART	1
61	49	1	61	49	OPART	1
61	50	1	61	50	OPART	1
61	51	1	61	51	OPART	1
61	52	1	61	52	OPART	1
61	53	1	61	53	OPART	1
61	54	1	61	54	OPART	1
61	55	1	61	55	OPART	1
61	56	1	61	56	OPART	1
61	57	1	61	57	OPART	1
61	58	1	61	58	OPART	1
61	59	1	61	59	OPART	1
61	60	1	61	60	OPART	1
62	0	1	62	0	OPART	1
62	1	1	62	1	OPART	1
62	2	1	62	2	OPART	1
62	3	1	62	3	OPART	1
62	4	1	62	4	OPART	1
62	5	1	62	5	OPART	1
62	6	1	62	6	OPART	1
62	7	1	62	7	OPART	1
62	8	1	62	8	OPART	1
62	9	1	62	9	OPART	1
62	10	1	62	10	OPART	1
62	11	1	62	11	OPART	1
62	12	1	62	12	OPART	1
62	13	1	62	13	OPART	1
62	14	1	62	14	OPART	1
62	15	1	62	15	OPART	1
62	16	1	62	16	OPART	1
62	17	1	62	17	OPART	1
62	18	1	62	18	OPART	1
62	19	1	62	19	OPART	1
62	20	1	62	20	OPART	1
62	21	1	62	21	OPART	1
62	22	1	62	22	OPART	1
62	23	1	62	23	OPART	1
62	24	1	62	24	OPART	1
62	25	1	62	25	OPART	1
62	26	1	62	26	OPART	1
62	27	1	62	27	OPART	1
62	28	1	62	28	OPART	1
62	29	1	62	29	OPART	1
62	30	1	62	30	OPART	1
62	31	1	62	31	OPART	1
62	32	1	62	32	OPART	1
62	33	1	62	33	OPART	1
62	34	1	62	34	OPART	1
62	35	1	62	35	OPART	1
62	36	1	62	36	OPART	1
62	37	1	62	37	OPART	1
62	38	1	62	38	OPART	1
62	39	1	62	39	OPART	1
62	40	1	62	40	OPART	1
62	41	1	62	41	OPART	1
62	42	1	62	42	OPART	1
62	43	1	62	43	OPART	1
62	44	1	62	44	OPART	1
62	45	1	62	45	OPART	1
62	46	1	62	46	OPART	1
62	47	1	62	47	OPART	1
62	48	1	62	48	OPART	1
62	49	1	62	49	OPART	1
62	50	1	62	50	OPART	1
62	51	1	62	51	OPART	1
62	52	1	62	52	OPART	1
62	53	1	62	53	OPART	1
62	54	1	62	54	OPART	1
62	55	1	62	55	OPART	1
62	56	1	62	56	OPART	1
62	57	1	62	57	OPART	1
62	58	1	62	58	OPART	1
62	59	1	62	59	OPART	1
62	60	1	62	60	OPART	1
62	61	1	62	61	OPART	1
63	0	1	63	0	OPART	1
63	1	1	63	1	OPART	1
63	2	1	63	2	OPART	1
63	3	1	63	3	OPART	1
63	4	1	63	4	OPART	1
63	5	1	63	5	OPART	1
63	6	1	63	6	OPART	1
63	7	1	63	7	OPART	1
63	8	1	63	8	OPART	1
63	9	1	63	9	OPART	1
63	10	1	63	10	OPART	1
63	11	1	63	11	OPART	1
63	12	1	63	12	OPART	1
63	13	1	63	13	OPART	1
63	14	1	63	14	OPART	1
63	15	1	63	15	OPART	1
63	16	1	63	16	OPART	1
63	17	1	63	17	OPART	1
63	18	1	63	18	OPART	1
63	19	1	63	19	OPART	1
63	20	1	63	20	OPART	1
63	21	1	63	21	OPART	1
63	22	1	63	22	OPART	1
63	23	1	63	23	OPART	1
63	24	1	63	24	OPART	1
63	25	1	63	25	OPART	1
63	26	1	63	26	OPART	1
63	27	1	63	27	OPART	1
63	28	1	63	28	OPART	1
63	29	1	63	29	OPART	1
63	30	1	63	30	OPART	1
63	31	1	63	31	OPART	1
63	32	1	63	32	OPART	1
63	33	1	63	33	OPART	1
63	34	1	63	34	OPART	1
63	35	1	63	35	OPART	1
63	36	1	63	36	OPART	1
63	37	1	63	37	OPART	1
63	38	1	63	38	OPART	1
63	39	1	63	39	OPART	1
63	40	1	63	40	OPART	1
63	41	1	63	41	OPART	1
63	42	1	63	42	OPART	1
63	43	1	63	43	OPART	1
63	44	1	63	44	OPART	1
63	45	1	63	45	OPART	1
63	46	1	63	46	OPART	1
63	47	1	63	47	OPART	1
63	48	1	63	48	OPART	1
63	49	1	63	49	OPART	1
63	50	1	63	50	OPART	1
63	51	1	63	51	OPART	1
63	52	1	63	52	OPART	1
63	53	1	63	53	OPART	1
63	54	1	63	54	OPART	1
63	55	1	63	55	OPART	1
63	56	1	63	56	OPART	1
63	57	1	63	57	OPART	1
63	58	1	63	58	OPART	1
63	59	1	63	59	OPART	1
63	60	1	63	60	OPART	1
63	61	1	63	61	OPART	1
63	62	1	63	62	OPART	1
64	0	1	64	0	OPART	1
64	1	1	64	1	OPART	1
64	2	1	64	2	OPART	1
64	3	1	64	3	OPART	1
64	4	1	64	4	OPART	1
64	5	1	64	5	OPART	1
64	6	1	64	6	OPART	1
64	7	1	64	7	OPART	1
64	8	1	64	8	OPART	1
64	9	1	64	9	OPART	1
64	10	1	64	10	OPART	1
64	11	1	64	11	OPART	1
64	12	1	64	12	OPART	1
64	13	1	64	13	OPART	1
64	14	1	64	14	OPART	1
64	15	1	64	15	OPART	1
64	16	1	64	16	OPART	1
64	17	1	64	17	OPART	1
64	18	1	64	18	OPART	1
64	19	1	64	19	OPART	1
64	20	1	64	20	OPART	1
64	21	1	64	21	OPART	1
64	22	1	64	22	OPART	1
64	23	1	64	23	OPART	1
64	24	1	64	24	OPART	1
64	25	1	64	25	OPART	1
64	26	1	64	26	OPART	1
64	27	1	64	27	OPART	1
64	28	1	64	28	OPART	1
64	29	1	64	29	OPART	1
64	30	1	64	30	OPART	1
64	31	1	64	31	OPART	1
64	32	1	64	32	OPART	1
64	33	1	64	33	OPART	1
64	34	1	64	34	OPART	1
64	35	1	64	35	OPART	1
64	36	1	64	36	OPART	1
64	37	1	64	37	OPART	1
64	38	1	64	38	OPART	1
64	39	1	64	39	OPART	1
64	40	1	64	40	OPART	1
64	41	1	64	41	OPART	1
64	42	1	64	42	OPART	1
64	43	1	64	43	OPART	1
64	44	1	64	44	OPART	1
64	45	1	64	45	OPART	1
64	46	1	64	46	OPART	1
64	47	1	64	47	OPART	1
64	48	1	64	48	OPART	1
64	49	1	64	49	OPART	1
64	50	1	64	50	OPART	1
64	51	1	64	51	OPART	1
64	52	1	64	52	OPART	1
64	53	1	64	53	OPART	1
64	54	1	64	54	OPART	1
64	55	1	64	55	OPART	1
64	56	1	64	56	OPART	1
64	57	1	64	57	OPART	1
64	58	1	64	58	OPART	1
64	59	1	64	59	OPART	1
64	60	1	64	60	OPART	1
64	61	1	64	61	OPART	1
64	62	1	64	62	OPART	1
64	63	1	64	63	OPART	1
65	0	1	65	0	OPART	1
65	1	1	65	1	OPART	1
65	2	1	65	2	OPART	1
65	3	1	65	3	OPART	1
65	4	1	65	4	OPART	1
65	5	1	65	5	OPART	1
65	6	1	65	6	OPART	1
65	7	1	65	7	OPART	1
65	8	1	65	8	OPART	1
65	9	1	65	9	OPART	1
65	10	1	65	10	OPART	1
65	11	1	65	11	OPART	1
65	12	1	65	12	OPART	1
65	13	1	65	13	OPART	1
65	14	1	65	14	OPART	1
