x	y	key	label	showSelected1	showSelected2	PANEL	group	anchor
33.5	1	33	tau=33	48	33	1	-1	start
34.5	1	34	tau=34	48	34	1	-1	start
35.5	1	35	tau=35	48	35	1	-1	start
36.5	1	36	tau=36	48	36	1	-1	start
37.5	1	37	tau=37	48	37	1	-1	start
38.5	1	38	tau=38	48	38	1	-1	start
39.5	1	39	tau=39	48	39	1	-1	start
40.5	1	40	tau=40	48	40	1	-1	start
41.5	1	41	tau=41	48	41	1	-1	start
42.5	1	42	tau=42	48	42	1	-1	start
43.5	1	43	tau=43	48	43	1	-1	start
44.5	1	44	tau=44	48	44	1	-1	start
45.5	1	45	tau=45	48	45	1	-1	start
46.5	1	46	tau=46	48	46	1	-1	start
47.5	1	47	tau=47	48	47	1	-1	start
0.5	1	0	tau=0	49	0	1	-1	start
1.5	1	1	tau=1	49	1	1	-1	start
2.5	1	2	tau=2	49	2	1	-1	start
3.5	1	3	tau=3	49	3	1	-1	start
4.5	1	4	tau=4	49	4	1	-1	start
5.5	1	5	tau=5	49	5	1	-1	start
6.5	1	6	tau=6	49	6	1	-1	start
7.5	1	7	tau=7	49	7	1	-1	start
8.5	1	8	tau=8	49	8	1	-1	start
9.5	1	9	tau=9	49	9	1	-1	start
10.5	1	10	tau=10	49	10	1	-1	start
11.5	1	11	tau=11	49	11	1	-1	start
12.5	1	12	tau=12	49	12	1	-1	start
13.5	1	13	tau=13	49	13	1	-1	start
14.5	1	14	tau=14	49	14	1	-1	start
15.5	1	15	tau=15	49	15	1	-1	start
16.5	1	16	tau=16	49	16	1	-1	start
17.5	1	17	tau=17	49	17	1	-1	start
18.5	1	18	tau=18	49	18	1	-1	start
19.5	1	19	tau=19	49	19	1	-1	start
20.5	1	20	tau=20	49	20	1	-1	start
21.5	1	21	tau=21	49	21	1	-1	start
22.5	1	22	tau=22	49	22	1	-1	start
23.5	1	23	tau=23	49	23	1	-1	start
24.5	1	24	tau=24	49	24	1	-1	start
25.5	1	25	tau=25	49	25	1	-1	start
26.5	1	26	tau=26	49	26	1	-1	start
27.5	1	27	tau=27	49	27	1	-1	start
28.5	1	28	tau=28	49	28	1	-1	start
29.5	1	29	tau=29	49	29	1	-1	start
30.5	1	30	tau=30	49	30	1	-1	start
31.5	1	31	tau=31	49	31	1	-1	start
32.5	1	32	tau=32	49	32	1	-1	start
33.5	1	33	tau=33	49	33	1	-1	start
34.5	1	34	tau=34	49	34	1	-1	start
35.5	1	35	tau=35	49	35	1	-1	start
36.5	1	36	tau=36	49	36	1	-1	start
37.5	1	37	tau=37	49	37	1	-1	start
38.5	1	38	tau=38	49	38	1	-1	start
39.5	1	39	tau=39	49	39	1	-1	start
40.5	1	40	tau=40	49	40	1	-1	start
41.5	1	41	tau=41	49	41	1	-1	start
42.5	1	42	tau=42	49	42	1	-1	start
43.5	1	43	tau=43	49	43	1	-1	start
44.5	1	44	tau=44	49	44	1	-1	start
45.5	1	45	tau=45	49	45	1	-1	start
46.5	1	46	tau=46	49	46	1	-1	start
47.5	1	47	tau=47	49	47	1	-1	start
48.5	1	48	tau=48	49	48	1	-1	start
0.5	1	0	tau=0	50	0	1	-1	start
1.5	1	1	tau=1	50	1	1	-1	start
2.5	1	2	tau=2	50	2	1	-1	start
3.5	1	3	tau=3	50	3	1	-1	start
4.5	1	4	tau=4	50	4	1	-1	start
5.5	1	5	tau=5	50	5	1	-1	start
6.5	1	6	tau=6	50	6	1	-1	start
7.5	1	7	tau=7	50	7	1	-1	start
8.5	1	8	tau=8	50	8	1	-1	start
9.5	1	9	tau=9	50	9	1	-1	start
10.5	1	10	tau=10	50	10	1	-1	start
11.5	1	11	tau=11	50	11	1	-1	start
12.5	1	12	tau=12	50	12	1	-1	start
13.5	1	13	tau=13	50	13	1	-1	start
14.5	1	14	tau=14	50	14	1	-1	start
15.5	1	15	tau=15	50	15	1	-1	start
16.5	1	16	tau=16	50	16	1	-1	start
17.5	1	17	tau=17	50	17	1	-1	start
18.5	1	18	tau=18	50	18	1	-1	start
19.5	1	19	tau=19	50	19	1	-1	start
20.5	1	20	tau=20	50	20	1	-1	start
21.5	1	21	tau=21	50	21	1	-1	start
22.5	1	22	tau=22	50	22	1	-1	start
23.5	1	23	tau=23	50	23	1	-1	start
24.5	1	24	tau=24	50	24	1	-1	start
25.5	1	25	tau=25	50	25	1	-1	start
26.5	1	26	tau=26	50	26	1	-1	start
27.5	1	27	tau=27	50	27	1	-1	start
28.5	1	28	tau=28	50	28	1	-1	start
29.5	1	29	tau=29	50	29	1	-1	start
30.5	1	30	tau=30	50	30	1	-1	start
31.5	1	31	tau=31	50	31	1	-1	start
32.5	1	32	tau=32	50	32	1	-1	start
33.5	1	33	tau=33	50	33	1	-1	start
34.5	1	34	tau=34	50	34	1	-1	start
35.5	1	35	tau=35	50	35	1	-1	start
36.5	1	36	tau=36	50	36	1	-1	start
37.5	1	37	tau=37	50	37	1	-1	start
38.5	1	38	tau=38	50	38	1	-1	start
39.5	1	39	tau=39	50	39	1	-1	start
40.5	1	40	tau=40	50	40	1	-1	start
41.5	1	41	tau=41	50	41	1	-1	start
42.5	1	42	tau=42	50	42	1	-1	start
43.5	1	43	tau=43	50	43	1	-1	start
44.5	1	44	tau=44	50	44	1	-1	start
45.5	1	45	tau=45	50	45	1	-1	start
46.5	1	46	tau=46	50	46	1	-1	start
47.5	1	47	tau=47	50	47	1	-1	start
48.5	1	48	tau=48	50	48	1	-1	start
49.5	1	49	tau=49	50	49	1	-1	start
0.5	1	0	tau=0	51	0	1	-1	start
1.5	1	1	tau=1	51	1	1	-1	start
2.5	1	2	tau=2	51	2	1	-1	start
3.5	1	3	tau=3	51	3	1	-1	start
4.5	1	4	tau=4	51	4	1	-1	start
5.5	1	5	tau=5	51	5	1	-1	start
6.5	1	6	tau=6	51	6	1	-1	start
7.5	1	7	tau=7	51	7	1	-1	start
8.5	1	8	tau=8	51	8	1	-1	start
9.5	1	9	tau=9	51	9	1	-1	start
10.5	1	10	tau=10	51	10	1	-1	start
11.5	1	11	tau=11	51	11	1	-1	start
12.5	1	12	tau=12	51	12	1	-1	start
13.5	1	13	tau=13	51	13	1	-1	start
14.5	1	14	tau=14	51	14	1	-1	start
15.5	1	15	tau=15	51	15	1	-1	start
16.5	1	16	tau=16	51	16	1	-1	start
17.5	1	17	tau=17	51	17	1	-1	start
18.5	1	18	tau=18	51	18	1	-1	start
19.5	1	19	tau=19	51	19	1	-1	start
20.5	1	20	tau=20	51	20	1	-1	start
21.5	1	21	tau=21	51	21	1	-1	start
22.5	1	22	tau=22	51	22	1	-1	start
23.5	1	23	tau=23	51	23	1	-1	start
24.5	1	24	tau=24	51	24	1	-1	start
25.5	1	25	tau=25	51	25	1	-1	start
26.5	1	26	tau=26	51	26	1	-1	start
27.5	1	27	tau=27	51	27	1	-1	start
28.5	1	28	tau=28	51	28	1	-1	start
29.5	1	29	tau=29	51	29	1	-1	start
30.5	1	30	tau=30	51	30	1	-1	start
31.5	1	31	tau=31	51	31	1	-1	start
32.5	1	32	tau=32	51	32	1	-1	start
33.5	1	33	tau=33	51	33	1	-1	start
34.5	1	34	tau=34	51	34	1	-1	start
35.5	1	35	tau=35	51	35	1	-1	start
36.5	1	36	tau=36	51	36	1	-1	start
37.5	1	37	tau=37	51	37	1	-1	start
38.5	1	38	tau=38	51	38	1	-1	start
39.5	1	39	tau=39	51	39	1	-1	start
40.5	1	40	tau=40	51	40	1	-1	start
41.5	1	41	tau=41	51	41	1	-1	start
42.5	1	42	tau=42	51	42	1	-1	start
43.5	1	43	tau=43	51	43	1	-1	start
44.5	1	44	tau=44	51	44	1	-1	start
45.5	1	45	tau=45	51	45	1	-1	start
46.5	1	46	tau=46	51	46	1	-1	start
47.5	1	47	tau=47	51	47	1	-1	start
48.5	1	48	tau=48	51	48	1	-1	start
49.5	1	49	tau=49	51	49	1	-1	start
50.5	1	50	tau=50	51	50	1	-1	end
0.5	1	0	tau=0	52	0	1	-1	start
1.5	1	1	tau=1	52	1	1	-1	start
2.5	1	2	tau=2	52	2	1	-1	start
3.5	1	3	tau=3	52	3	1	-1	start
4.5	1	4	tau=4	52	4	1	-1	start
5.5	1	5	tau=5	52	5	1	-1	start
6.5	1	6	tau=6	52	6	1	-1	start
7.5	1	7	tau=7	52	7	1	-1	start
8.5	1	8	tau=8	52	8	1	-1	start
9.5	1	9	tau=9	52	9	1	-1	start
10.5	1	10	tau=10	52	10	1	-1	start
11.5	1	11	tau=11	52	11	1	-1	start
12.5	1	12	tau=12	52	12	1	-1	start
13.5	1	13	tau=13	52	13	1	-1	start
14.5	1	14	tau=14	52	14	1	-1	start
15.5	1	15	tau=15	52	15	1	-1	start
16.5	1	16	tau=16	52	16	1	-1	start
17.5	1	17	tau=17	52	17	1	-1	start
18.5	1	18	tau=18	52	18	1	-1	start
19.5	1	19	tau=19	52	19	1	-1	start
20.5	1	20	tau=20	52	20	1	-1	start
21.5	1	21	tau=21	52	21	1	-1	start
22.5	1	22	tau=22	52	22	1	-1	start
23.5	1	23	tau=23	52	23	1	-1	start
24.5	1	24	tau=24	52	24	1	-1	start
25.5	1	25	tau=25	52	25	1	-1	start
26.5	1	26	tau=26	52	26	1	-1	start
27.5	1	27	tau=27	52	27	1	-1	start
28.5	1	28	tau=28	52	28	1	-1	start
29.5	1	29	tau=29	52	29	1	-1	start
30.5	1	30	tau=30	52	30	1	-1	start
31.5	1	31	tau=31	52	31	1	-1	start
32.5	1	32	tau=32	52	32	1	-1	start
33.5	1	33	tau=33	52	33	1	-1	start
34.5	1	34	tau=34	52	34	1	-1	start
35.5	1	35	tau=35	52	35	1	-1	start
36.5	1	36	tau=36	52	36	1	-1	start
37.5	1	37	tau=37	52	37	1	-1	start
38.5	1	38	tau=38	52	38	1	-1	start
39.5	1	39	tau=39	52	39	1	-1	start
40.5	1	40	tau=40	52	40	1	-1	start
41.5	1	41	tau=41	52	41	1	-1	start
42.5	1	42	tau=42	52	42	1	-1	start
43.5	1	43	tau=43	52	43	1	-1	start
44.5	1	44	tau=44	52	44	1	-1	start
45.5	1	45	tau=45	52	45	1	-1	start
46.5	1	46	tau=46	52	46	1	-1	start
47.5	1	47	tau=47	52	47	1	-1	start
48.5	1	48	tau=48	52	48	1	-1	start
49.5	1	49	tau=49	52	49	1	-1	start
50.5	1	50	tau=50	52	50	1	-1	end
51.5	1	51	tau=51	52	51	1	-1	end
0.5	1	0	tau=0	53	0	1	-1	start
1.5	1	1	tau=1	53	1	1	-1	start
2.5	1	2	tau=2	53	2	1	-1	start
3.5	1	3	tau=3	53	3	1	-1	start
4.5	1	4	tau=4	53	4	1	-1	start
5.5	1	5	tau=5	53	5	1	-1	start
6.5	1	6	tau=6	53	6	1	-1	start
7.5	1	7	tau=7	53	7	1	-1	start
8.5	1	8	tau=8	53	8	1	-1	start
9.5	1	9	tau=9	53	9	1	-1	start
10.5	1	10	tau=10	53	10	1	-1	start
11.5	1	11	tau=11	53	11	1	-1	start
12.5	1	12	tau=12	53	12	1	-1	start
13.5	1	13	tau=13	53	13	1	-1	start
14.5	1	14	tau=14	53	14	1	-1	start
15.5	1	15	tau=15	53	15	1	-1	start
16.5	1	16	tau=16	53	16	1	-1	start
17.5	1	17	tau=17	53	17	1	-1	start
18.5	1	18	tau=18	53	18	1	-1	start
19.5	1	19	tau=19	53	19	1	-1	start
20.5	1	20	tau=20	53	20	1	-1	start
21.5	1	21	tau=21	53	21	1	-1	start
22.5	1	22	tau=22	53	22	1	-1	start
23.5	1	23	tau=23	53	23	1	-1	start
24.5	1	24	tau=24	53	24	1	-1	start
25.5	1	25	tau=25	53	25	1	-1	start
26.5	1	26	tau=26	53	26	1	-1	start
27.5	1	27	tau=27	53	27	1	-1	start
28.5	1	28	tau=28	53	28	1	-1	start
29.5	1	29	tau=29	53	29	1	-1	start
30.5	1	30	tau=30	53	30	1	-1	start
31.5	1	31	tau=31	53	31	1	-1	start
32.5	1	32	tau=32	53	32	1	-1	start
33.5	1	33	tau=33	53	33	1	-1	start
34.5	1	34	tau=34	53	34	1	-1	start
35.5	1	35	tau=35	53	35	1	-1	start
36.5	1	36	tau=36	53	36	1	-1	start
37.5	1	37	tau=37	53	37	1	-1	start
38.5	1	38	tau=38	53	38	1	-1	start
39.5	1	39	tau=39	53	39	1	-1	start
40.5	1	40	tau=40	53	40	1	-1	start
41.5	1	41	tau=41	53	41	1	-1	start
42.5	1	42	tau=42	53	42	1	-1	start
43.5	1	43	tau=43	53	43	1	-1	start
44.5	1	44	tau=44	53	44	1	-1	start
45.5	1	45	tau=45	53	45	1	-1	start
46.5	1	46	tau=46	53	46	1	-1	start
47.5	1	47	tau=47	53	47	1	-1	start
48.5	1	48	tau=48	53	48	1	-1	start
49.5	1	49	tau=49	53	49	1	-1	start
50.5	1	50	tau=50	53	50	1	-1	end
51.5	1	51	tau=51	53	51	1	-1	end
52.5	1	52	tau=52	53	52	1	-1	end
0.5	1	0	tau=0	54	0	1	-1	start
1.5	1	1	tau=1	54	1	1	-1	start
2.5	1	2	tau=2	54	2	1	-1	start
3.5	1	3	tau=3	54	3	1	-1	start
4.5	1	4	tau=4	54	4	1	-1	start
5.5	1	5	tau=5	54	5	1	-1	start
6.5	1	6	tau=6	54	6	1	-1	start
7.5	1	7	tau=7	54	7	1	-1	start
8.5	1	8	tau=8	54	8	1	-1	start
9.5	1	9	tau=9	54	9	1	-1	start
10.5	1	10	tau=10	54	10	1	-1	start
11.5	1	11	tau=11	54	11	1	-1	start
12.5	1	12	tau=12	54	12	1	-1	start
13.5	1	13	tau=13	54	13	1	-1	start
14.5	1	14	tau=14	54	14	1	-1	start
15.5	1	15	tau=15	54	15	1	-1	start
16.5	1	16	tau=16	54	16	1	-1	start
17.5	1	17	tau=17	54	17	1	-1	start
18.5	1	18	tau=18	54	18	1	-1	start
19.5	1	19	tau=19	54	19	1	-1	start
20.5	1	20	tau=20	54	20	1	-1	start
21.5	1	21	tau=21	54	21	1	-1	start
22.5	1	22	tau=22	54	22	1	-1	start
23.5	1	23	tau=23	54	23	1	-1	start
24.5	1	24	tau=24	54	24	1	-1	start
25.5	1	25	tau=25	54	25	1	-1	start
26.5	1	26	tau=26	54	26	1	-1	start
27.5	1	27	tau=27	54	27	1	-1	start
28.5	1	28	tau=28	54	28	1	-1	start
29.5	1	29	tau=29	54	29	1	-1	start
30.5	1	30	tau=30	54	30	1	-1	start
31.5	1	31	tau=31	54	31	1	-1	start
32.5	1	32	tau=32	54	32	1	-1	start
33.5	1	33	tau=33	54	33	1	-1	start
34.5	1	34	tau=34	54	34	1	-1	start
35.5	1	35	tau=35	54	35	1	-1	start
36.5	1	36	tau=36	54	36	1	-1	start
37.5	1	37	tau=37	54	37	1	-1	start
38.5	1	38	tau=38	54	38	1	-1	start
39.5	1	39	tau=39	54	39	1	-1	start
40.5	1	40	tau=40	54	40	1	-1	start
41.5	1	41	tau=41	54	41	1	-1	start
42.5	1	42	tau=42	54	42	1	-1	start
43.5	1	43	tau=43	54	43	1	-1	start
44.5	1	44	tau=44	54	44	1	-1	start
45.5	1	45	tau=45	54	45	1	-1	start
46.5	1	46	tau=46	54	46	1	-1	start
47.5	1	47	tau=47	54	47	1	-1	start
48.5	1	48	tau=48	54	48	1	-1	start
49.5	1	49	tau=49	54	49	1	-1	start
50.5	1	50	tau=50	54	50	1	-1	end
51.5	1	51	tau=51	54	51	1	-1	end
52.5	1	52	tau=52	54	52	1	-1	end
53.5	1	53	tau=53	54	53	1	-1	end
0.5	1	0	tau=0	55	0	1	-1	start
1.5	1	1	tau=1	55	1	1	-1	start
2.5	1	2	tau=2	55	2	1	-1	start
3.5	1	3	tau=3	55	3	1	-1	start
4.5	1	4	tau=4	55	4	1	-1	start
5.5	1	5	tau=5	55	5	1	-1	start
6.5	1	6	tau=6	55	6	1	-1	start
7.5	1	7	tau=7	55	7	1	-1	start
8.5	1	8	tau=8	55	8	1	-1	start
9.5	1	9	tau=9	55	9	1	-1	start
10.5	1	10	tau=10	55	10	1	-1	start
11.5	1	11	tau=11	55	11	1	-1	start
12.5	1	12	tau=12	55	12	1	-1	start
13.5	1	13	tau=13	55	13	1	-1	start
14.5	1	14	tau=14	55	14	1	-1	start
15.5	1	15	tau=15	55	15	1	-1	start
16.5	1	16	tau=16	55	16	1	-1	start
17.5	1	17	tau=17	55	17	1	-1	start
18.5	1	18	tau=18	55	18	1	-1	start
19.5	1	19	tau=19	55	19	1	-1	start
20.5	1	20	tau=20	55	20	1	-1	start
21.5	1	21	tau=21	55	21	1	-1	start
22.5	1	22	tau=22	55	22	1	-1	start
23.5	1	23	tau=23	55	23	1	-1	start
24.5	1	24	tau=24	55	24	1	-1	start
25.5	1	25	tau=25	55	25	1	-1	start
26.5	1	26	tau=26	55	26	1	-1	start
27.5	1	27	tau=27	55	27	1	-1	start
28.5	1	28	tau=28	55	28	1	-1	start
29.5	1	29	tau=29	55	29	1	-1	start
30.5	1	30	tau=30	55	30	1	-1	start
31.5	1	31	tau=31	55	31	1	-1	start
32.5	1	32	tau=32	55	32	1	-1	start
33.5	1	33	tau=33	55	33	1	-1	start
34.5	1	34	tau=34	55	34	1	-1	start
35.5	1	35	tau=35	55	35	1	-1	start
36.5	1	36	tau=36	55	36	1	-1	start
37.5	1	37	tau=37	55	37	1	-1	start
38.5	1	38	tau=38	55	38	1	-1	start
39.5	1	39	tau=39	55	39	1	-1	start
40.5	1	40	tau=40	55	40	1	-1	start
41.5	1	41	tau=41	55	41	1	-1	start
42.5	1	42	tau=42	55	42	1	-1	start
43.5	1	43	tau=43	55	43	1	-1	start
44.5	1	44	tau=44	55	44	1	-1	start
45.5	1	45	tau=45	55	45	1	-1	start
46.5	1	46	tau=46	55	46	1	-1	start
47.5	1	47	tau=47	55	47	1	-1	start
48.5	1	48	tau=48	55	48	1	-1	start
49.5	1	49	tau=49	55	49	1	-1	start
50.5	1	50	tau=50	55	50	1	-1	end
51.5	1	51	tau=51	55	51	1	-1	end
52.5	1	52	tau=52	55	52	1	-1	end
53.5	1	53	tau=53	55	53	1	-1	end
54.5	1	54	tau=54	55	54	1	-1	end
0.5	1	0	tau=0	56	0	1	-1	start
1.5	1	1	tau=1	56	1	1	-1	start
2.5	1	2	tau=2	56	2	1	-1	start
3.5	1	3	tau=3	56	3	1	-1	start
4.5	1	4	tau=4	56	4	1	-1	start
5.5	1	5	tau=5	56	5	1	-1	start
6.5	1	6	tau=6	56	6	1	-1	start
7.5	1	7	tau=7	56	7	1	-1	start
8.5	1	8	tau=8	56	8	1	-1	start
9.5	1	9	tau=9	56	9	1	-1	start
10.5	1	10	tau=10	56	10	1	-1	start
11.5	1	11	tau=11	56	11	1	-1	start
12.5	1	12	tau=12	56	12	1	-1	start
13.5	1	13	tau=13	56	13	1	-1	start
14.5	1	14	tau=14	56	14	1	-1	start
15.5	1	15	tau=15	56	15	1	-1	start
16.5	1	16	tau=16	56	16	1	-1	start
17.5	1	17	tau=17	56	17	1	-1	start
18.5	1	18	tau=18	56	18	1	-1	start
19.5	1	19	tau=19	56	19	1	-1	start
20.5	1	20	tau=20	56	20	1	-1	start
21.5	1	21	tau=21	56	21	1	-1	start
22.5	1	22	tau=22	56	22	1	-1	start
23.5	1	23	tau=23	56	23	1	-1	start
24.5	1	24	tau=24	56	24	1	-1	start
25.5	1	25	tau=25	56	25	1	-1	start
26.5	1	26	tau=26	56	26	1	-1	start
27.5	1	27	tau=27	56	27	1	-1	start
28.5	1	28	tau=28	56	28	1	-1	start
29.5	1	29	tau=29	56	29	1	-1	start
30.5	1	30	tau=30	56	30	1	-1	start
31.5	1	31	tau=31	56	31	1	-1	start
32.5	1	32	tau=32	56	32	1	-1	start
33.5	1	33	tau=33	56	33	1	-1	start
34.5	1	34	tau=34	56	34	1	-1	start
35.5	1	35	tau=35	56	35	1	-1	start
36.5	1	36	tau=36	56	36	1	-1	start
37.5	1	37	tau=37	56	37	1	-1	start
38.5	1	38	tau=38	56	38	1	-1	start
39.5	1	39	tau=39	56	39	1	-1	start
40.5	1	40	tau=40	56	40	1	-1	start
41.5	1	41	tau=41	56	41	1	-1	start
42.5	1	42	tau=42	56	42	1	-1	start
43.5	1	43	tau=43	56	43	1	-1	start
44.5	1	44	tau=44	56	44	1	-1	start
45.5	1	45	tau=45	56	45	1	-1	start
46.5	1	46	tau=46	56	46	1	-1	start
47.5	1	47	tau=47	56	47	1	-1	start
48.5	1	48	tau=48	56	48	1	-1	start
49.5	1	49	tau=49	56	49	1	-1	start
50.5	1	50	tau=50	56	50	1	-1	end
51.5	1	51	tau=51	56	51	1	-1	end
52.5	1	52	tau=52	56	52	1	-1	end
53.5	1	53	tau=53	56	53	1	-1	end
54.5	1	54	tau=54	56	54	1	-1	end
55.5	1	55	tau=55	56	55	1	-1	end
0.5	1	0	tau=0	57	0	1	-1	start
1.5	1	1	tau=1	57	1	1	-1	start
2.5	1	2	tau=2	57	2	1	-1	start
3.5	1	3	tau=3	57	3	1	-1	start
4.5	1	4	tau=4	57	4	1	-1	start
5.5	1	5	tau=5	57	5	1	-1	start
6.5	1	6	tau=6	57	6	1	-1	start
7.5	1	7	tau=7	57	7	1	-1	start
8.5	1	8	tau=8	57	8	1	-1	start
9.5	1	9	tau=9	57	9	1	-1	start
10.5	1	10	tau=10	57	10	1	-1	start
11.5	1	11	tau=11	57	11	1	-1	start
12.5	1	12	tau=12	57	12	1	-1	start
13.5	1	13	tau=13	57	13	1	-1	start
14.5	1	14	tau=14	57	14	1	-1	start
15.5	1	15	tau=15	57	15	1	-1	start
16.5	1	16	tau=16	57	16	1	-1	start
17.5	1	17	tau=17	57	17	1	-1	start
18.5	1	18	tau=18	57	18	1	-1	start
19.5	1	19	tau=19	57	19	1	-1	start
20.5	1	20	tau=20	57	20	1	-1	start
21.5	1	21	tau=21	57	21	1	-1	start
22.5	1	22	tau=22	57	22	1	-1	start
23.5	1	23	tau=23	57	23	1	-1	start
24.5	1	24	tau=24	57	24	1	-1	start
25.5	1	25	tau=25	57	25	1	-1	start
26.5	1	26	tau=26	57	26	1	-1	start
27.5	1	27	tau=27	57	27	1	-1	start
28.5	1	28	tau=28	57	28	1	-1	start
29.5	1	29	tau=29	57	29	1	-1	start
30.5	1	30	tau=30	57	30	1	-1	start
31.5	1	31	tau=31	57	31	1	-1	start
32.5	1	32	tau=32	57	32	1	-1	start
33.5	1	33	tau=33	57	33	1	-1	start
34.5	1	34	tau=34	57	34	1	-1	start
35.5	1	35	tau=35	57	35	1	-1	start
36.5	1	36	tau=36	57	36	1	-1	start
37.5	1	37	tau=37	57	37	1	-1	start
38.5	1	38	tau=38	57	38	1	-1	start
39.5	1	39	tau=39	57	39	1	-1	start
40.5	1	40	tau=40	57	40	1	-1	start
41.5	1	41	tau=41	57	41	1	-1	start
42.5	1	42	tau=42	57	42	1	-1	start
43.5	1	43	tau=43	57	43	1	-1	start
44.5	1	44	tau=44	57	44	1	-1	start
45.5	1	45	tau=45	57	45	1	-1	start
46.5	1	46	tau=46	57	46	1	-1	start
47.5	1	47	tau=47	57	47	1	-1	start
48.5	1	48	tau=48	57	48	1	-1	start
49.5	1	49	tau=49	57	49	1	-1	start
50.5	1	50	tau=50	57	50	1	-1	end
51.5	1	51	tau=51	57	51	1	-1	end
52.5	1	52	tau=52	57	52	1	-1	end
53.5	1	53	tau=53	57	53	1	-1	end
54.5	1	54	tau=54	57	54	1	-1	end
55.5	1	55	tau=55	57	55	1	-1	end
56.5	1	56	tau=56	57	56	1	-1	end
0.5	1	0	tau=0	58	0	1	-1	start
1.5	1	1	tau=1	58	1	1	-1	start
2.5	1	2	tau=2	58	2	1	-1	start
3.5	1	3	tau=3	58	3	1	-1	start
4.5	1	4	tau=4	58	4	1	-1	start
5.5	1	5	tau=5	58	5	1	-1	start
6.5	1	6	tau=6	58	6	1	-1	start
7.5	1	7	tau=7	58	7	1	-1	start
8.5	1	8	tau=8	58	8	1	-1	start
9.5	1	9	tau=9	58	9	1	-1	start
10.5	1	10	tau=10	58	10	1	-1	start
11.5	1	11	tau=11	58	11	1	-1	start
12.5	1	12	tau=12	58	12	1	-1	start
13.5	1	13	tau=13	58	13	1	-1	start
14.5	1	14	tau=14	58	14	1	-1	start
15.5	1	15	tau=15	58	15	1	-1	start
16.5	1	16	tau=16	58	16	1	-1	start
17.5	1	17	tau=17	58	17	1	-1	start
18.5	1	18	tau=18	58	18	1	-1	start
19.5	1	19	tau=19	58	19	1	-1	start
20.5	1	20	tau=20	58	20	1	-1	start
21.5	1	21	tau=21	58	21	1	-1	start
22.5	1	22	tau=22	58	22	1	-1	start
23.5	1	23	tau=23	58	23	1	-1	start
24.5	1	24	tau=24	58	24	1	-1	start
25.5	1	25	tau=25	58	25	1	-1	start
26.5	1	26	tau=26	58	26	1	-1	start
27.5	1	27	tau=27	58	27	1	-1	start
28.5	1	28	tau=28	58	28	1	-1	start
29.5	1	29	tau=29	58	29	1	-1	start
30.5	1	30	tau=30	58	30	1	-1	start
31.5	1	31	tau=31	58	31	1	-1	start
32.5	1	32	tau=32	58	32	1	-1	start
33.5	1	33	tau=33	58	33	1	-1	start
34.5	1	34	tau=34	58	34	1	-1	start
35.5	1	35	tau=35	58	35	1	-1	start
36.5	1	36	tau=36	58	36	1	-1	start
37.5	1	37	tau=37	58	37	1	-1	start
38.5	1	38	tau=38	58	38	1	-1	start
39.5	1	39	tau=39	58	39	1	-1	start
40.5	1	40	tau=40	58	40	1	-1	start
41.5	1	41	tau=41	58	41	1	-1	start
42.5	1	42	tau=42	58	42	1	-1	start
43.5	1	43	tau=43	58	43	1	-1	start
44.5	1	44	tau=44	58	44	1	-1	start
45.5	1	45	tau=45	58	45	1	-1	start
46.5	1	46	tau=46	58	46	1	-1	start
47.5	1	47	tau=47	58	47	1	-1	start
48.5	1	48	tau=48	58	48	1	-1	start
49.5	1	49	tau=49	58	49	1	-1	start
50.5	1	50	tau=50	58	50	1	-1	end
51.5	1	51	tau=51	58	51	1	-1	end
52.5	1	52	tau=52	58	52	1	-1	end
53.5	1	53	tau=53	58	53	1	-1	end
54.5	1	54	tau=54	58	54	1	-1	end
55.5	1	55	tau=55	58	55	1	-1	end
56.5	1	56	tau=56	58	56	1	-1	end
57.5	1	57	tau=57	58	57	1	-1	end
0.5	1	0	tau=0	59	0	1	-1	start
1.5	1	1	tau=1	59	1	1	-1	start
2.5	1	2	tau=2	59	2	1	-1	start
3.5	1	3	tau=3	59	3	1	-1	start
4.5	1	4	tau=4	59	4	1	-1	start
5.5	1	5	tau=5	59	5	1	-1	start
6.5	1	6	tau=6	59	6	1	-1	start
7.5	1	7	tau=7	59	7	1	-1	start
8.5	1	8	tau=8	59	8	1	-1	start
9.5	1	9	tau=9	59	9	1	-1	start
10.5	1	10	tau=10	59	10	1	-1	start
11.5	1	11	tau=11	59	11	1	-1	start
12.5	1	12	tau=12	59	12	1	-1	start
13.5	1	13	tau=13	59	13	1	-1	start
14.5	1	14	tau=14	59	14	1	-1	start
15.5	1	15	tau=15	59	15	1	-1	start
16.5	1	16	tau=16	59	16	1	-1	start
17.5	1	17	tau=17	59	17	1	-1	start
18.5	1	18	tau=18	59	18	1	-1	start
19.5	1	19	tau=19	59	19	1	-1	start
20.5	1	20	tau=20	59	20	1	-1	start
21.5	1	21	tau=21	59	21	1	-1	start
22.5	1	22	tau=22	59	22	1	-1	start
23.5	1	23	tau=23	59	23	1	-1	start
24.5	1	24	tau=24	59	24	1	-1	start
25.5	1	25	tau=25	59	25	1	-1	start
26.5	1	26	tau=26	59	26	1	-1	start
27.5	1	27	tau=27	59	27	1	-1	start
28.5	1	28	tau=28	59	28	1	-1	start
29.5	1	29	tau=29	59	29	1	-1	start
30.5	1	30	tau=30	59	30	1	-1	start
31.5	1	31	tau=31	59	31	1	-1	start
