xmin	xmax	key	clickSelects	showSelected1	PANEL	group
22	23	22	22	61	2	-1
23	24	23	23	61	2	-1
24	25	24	24	61	2	-1
25	26	25	25	61	2	-1
26	27	26	26	61	2	-1
27	28	27	27	61	2	-1
28	29	28	28	61	2	-1
29	30	29	29	61	2	-1
30	31	30	30	61	2	-1
31	32	31	31	61	2	-1
32	33	32	32	61	2	-1
33	34	33	33	61	2	-1
34	35	34	34	61	2	-1
35	36	35	35	61	2	-1
36	37	36	36	61	2	-1
37	38	37	37	61	2	-1
38	39	38	38	61	2	-1
39	40	39	39	61	2	-1
40	41	40	40	61	2	-1
41	42	41	41	61	2	-1
42	43	42	42	61	2	-1
43	44	43	43	61	2	-1
44	45	44	44	61	2	-1
45	46	45	45	61	2	-1
46	47	46	46	61	2	-1
47	48	47	47	61	2	-1
48	49	48	48	61	2	-1
49	50	49	49	61	2	-1
50	51	50	50	61	2	-1
51	52	51	51	61	2	-1
52	53	52	52	61	2	-1
53	54	53	53	61	2	-1
54	55	54	54	61	2	-1
55	56	55	55	61	2	-1
56	57	56	56	61	2	-1
57	58	57	57	61	2	-1
58	59	58	58	61	2	-1
59	60	59	59	61	2	-1
60	61	60	60	61	2	-1
0	1	0	0	62	2	-1
1	2	1	1	62	2	-1
2	3	2	2	62	2	-1
3	4	3	3	62	2	-1
4	5	4	4	62	2	-1
5	6	5	5	62	2	-1
6	7	6	6	62	2	-1
7	8	7	7	62	2	-1
8	9	8	8	62	2	-1
9	10	9	9	62	2	-1
10	11	10	10	62	2	-1
11	12	11	11	62	2	-1
12	13	12	12	62	2	-1
13	14	13	13	62	2	-1
14	15	14	14	62	2	-1
15	16	15	15	62	2	-1
16	17	16	16	62	2	-1
17	18	17	17	62	2	-1
18	19	18	18	62	2	-1
19	20	19	19	62	2	-1
20	21	20	20	62	2	-1
21	22	21	21	62	2	-1
22	23	22	22	62	2	-1
23	24	23	23	62	2	-1
24	25	24	24	62	2	-1
25	26	25	25	62	2	-1
26	27	26	26	62	2	-1
27	28	27	27	62	2	-1
28	29	28	28	62	2	-1
29	30	29	29	62	2	-1
30	31	30	30	62	2	-1
31	32	31	31	62	2	-1
32	33	32	32	62	2	-1
33	34	33	33	62	2	-1
34	35	34	34	62	2	-1
35	36	35	35	62	2	-1
36	37	36	36	62	2	-1
37	38	37	37	62	2	-1
38	39	38	38	62	2	-1
39	40	39	39	62	2	-1
40	41	40	40	62	2	-1
41	42	41	41	62	2	-1
42	43	42	42	62	2	-1
43	44	43	43	62	2	-1
44	45	44	44	62	2	-1
45	46	45	45	62	2	-1
46	47	46	46	62	2	-1
47	48	47	47	62	2	-1
48	49	48	48	62	2	-1
49	50	49	49	62	2	-1
50	51	50	50	62	2	-1
51	52	51	51	62	2	-1
52	53	52	52	62	2	-1
53	54	53	53	62	2	-1
54	55	54	54	62	2	-1
55	56	55	55	62	2	-1
56	57	56	56	62	2	-1
57	58	57	57	62	2	-1
58	59	58	58	62	2	-1
59	60	59	59	62	2	-1
60	61	60	60	62	2	-1
61	62	61	61	62	2	-1
0	1	0	0	63	2	-1
1	2	1	1	63	2	-1
2	3	2	2	63	2	-1
3	4	3	3	63	2	-1
4	5	4	4	63	2	-1
5	6	5	5	63	2	-1
6	7	6	6	63	2	-1
7	8	7	7	63	2	-1
8	9	8	8	63	2	-1
9	10	9	9	63	2	-1
10	11	10	10	63	2	-1
11	12	11	11	63	2	-1
12	13	12	12	63	2	-1
13	14	13	13	63	2	-1
14	15	14	14	63	2	-1
15	16	15	15	63	2	-1
16	17	16	16	63	2	-1
17	18	17	17	63	2	-1
18	19	18	18	63	2	-1
19	20	19	19	63	2	-1
20	21	20	20	63	2	-1
21	22	21	21	63	2	-1
22	23	22	22	63	2	-1
23	24	23	23	63	2	-1
24	25	24	24	63	2	-1
25	26	25	25	63	2	-1
26	27	26	26	63	2	-1
27	28	27	27	63	2	-1
28	29	28	28	63	2	-1
29	30	29	29	63	2	-1
30	31	30	30	63	2	-1
31	32	31	31	63	2	-1
32	33	32	32	63	2	-1
33	34	33	33	63	2	-1
34	35	34	34	63	2	-1
35	36	35	35	63	2	-1
36	37	36	36	63	2	-1
37	38	37	37	63	2	-1
38	39	38	38	63	2	-1
39	40	39	39	63	2	-1
40	41	40	40	63	2	-1
41	42	41	41	63	2	-1
42	43	42	42	63	2	-1
43	44	43	43	63	2	-1
44	45	44	44	63	2	-1
45	46	45	45	63	2	-1
46	47	46	46	63	2	-1
47	48	47	47	63	2	-1
48	49	48	48	63	2	-1
49	50	49	49	63	2	-1
50	51	50	50	63	2	-1
51	52	51	51	63	2	-1
52	53	52	52	63	2	-1
53	54	53	53	63	2	-1
54	55	54	54	63	2	-1
55	56	55	55	63	2	-1
56	57	56	56	63	2	-1
57	58	57	57	63	2	-1
58	59	58	58	63	2	-1
59	60	59	59	63	2	-1
60	61	60	60	63	2	-1
61	62	61	61	63	2	-1
62	63	62	62	63	2	-1
0	1	0	0	64	2	-1
1	2	1	1	64	2	-1
2	3	2	2	64	2	-1
3	4	3	3	64	2	-1
4	5	4	4	64	2	-1
5	6	5	5	64	2	-1
6	7	6	6	64	2	-1
7	8	7	7	64	2	-1
8	9	8	8	64	2	-1
9	10	9	9	64	2	-1
10	11	10	10	64	2	-1
11	12	11	11	64	2	-1
12	13	12	12	64	2	-1
13	14	13	13	64	2	-1
14	15	14	14	64	2	-1
15	16	15	15	64	2	-1
16	17	16	16	64	2	-1
17	18	17	17	64	2	-1
18	19	18	18	64	2	-1
19	20	19	19	64	2	-1
20	21	20	20	64	2	-1
21	22	21	21	64	2	-1
22	23	22	22	64	2	-1
23	24	23	23	64	2	-1
24	25	24	24	64	2	-1
25	26	25	25	64	2	-1
26	27	26	26	64	2	-1
27	28	27	27	64	2	-1
28	29	28	28	64	2	-1
29	30	29	29	64	2	-1
30	31	30	30	64	2	-1
31	32	31	31	64	2	-1
32	33	32	32	64	2	-1
33	34	33	33	64	2	-1
34	35	34	34	64	2	-1
35	36	35	35	64	2	-1
36	37	36	36	64	2	-1
37	38	37	37	64	2	-1
38	39	38	38	64	2	-1
39	40	39	39	64	2	-1
40	41	40	40	64	2	-1
41	42	41	41	64	2	-1
42	43	42	42	64	2	-1
43	44	43	43	64	2	-1
44	45	44	44	64	2	-1
45	46	45	45	64	2	-1
46	47	46	46	64	2	-1
47	48	47	47	64	2	-1
48	49	48	48	64	2	-1
49	50	49	49	64	2	-1
50	51	50	50	64	2	-1
51	52	51	51	64	2	-1
52	53	52	52	64	2	-1
53	54	53	53	64	2	-1
54	55	54	54	64	2	-1
55	56	55	55	64	2	-1
56	57	56	56	64	2	-1
57	58	57	57	64	2	-1
58	59	58	58	64	2	-1
59	60	59	59	64	2	-1
60	61	60	60	64	2	-1
61	62	61	61	64	2	-1
62	63	62	62	64	2	-1
63	64	63	63	64	2	-1
0	1	0	0	65	2	-1
1	2	1	1	65	2	-1
2	3	2	2	65	2	-1
3	4	3	3	65	2	-1
4	5	4	4	65	2	-1
5	6	5	5	65	2	-1
6	7	6	6	65	2	-1
7	8	7	7	65	2	-1
8	9	8	8	65	2	-1
9	10	9	9	65	2	-1
10	11	10	10	65	2	-1
11	12	11	11	65	2	-1
12	13	12	12	65	2	-1
13	14	13	13	65	2	-1
14	15	14	14	65	2	-1
15	16	15	15	65	2	-1
16	17	16	16	65	2	-1
17	18	17	17	65	2	-1
18	19	18	18	65	2	-1
19	20	19	19	65	2	-1
20	21	20	20	65	2	-1
21	22	21	21	65	2	-1
22	23	22	22	65	2	-1
23	24	23	23	65	2	-1
24	25	24	24	65	2	-1
25	26	25	25	65	2	-1
26	27	26	26	65	2	-1
27	28	27	27	65	2	-1
28	29	28	28	65	2	-1
29	30	29	29	65	2	-1
30	31	30	30	65	2	-1
31	32	31	31	65	2	-1
32	33	32	32	65	2	-1
33	34	33	33	65	2	-1
34	35	34	34	65	2	-1
35	36	35	35	65	2	-1
36	37	36	36	65	2	-1
37	38	37	37	65	2	-1
38	39	38	38	65	2	-1
39	40	39	39	65	2	-1
40	41	40	40	65	2	-1
41	42	41	41	65	2	-1
42	43	42	42	65	2	-1
43	44	43	43	65	2	-1
44	45	44	44	65	2	-1
45	46	45	45	65	2	-1
46	47	46	46	65	2	-1
47	48	47	47	65	2	-1
48	49	48	48	65	2	-1
49	50	49	49	65	2	-1
50	51	50	50	65	2	-1
51	52	51	51	65	2	-1
52	53	52	52	65	2	-1
53	54	53	53	65	2	-1
54	55	54	54	65	2	-1
55	56	55	55	65	2	-1
56	57	56	56	65	2	-1
57	58	57	57	65	2	-1
58	59	58	58	65	2	-1
59	60	59	59	65	2	-1
60	61	60	60	65	2	-1
61	62	61	61	65	2	-1
62	63	62	62	65	2	-1
63	64	63	63	65	2	-1
64	65	64	64	65	2	-1
0	1	0	0	66	2	-1
1	2	1	1	66	2	-1
2	3	2	2	66	2	-1
3	4	3	3	66	2	-1
4	5	4	4	66	2	-1
5	6	5	5	66	2	-1
6	7	6	6	66	2	-1
7	8	7	7	66	2	-1
8	9	8	8	66	2	-1
9	10	9	9	66	2	-1
10	11	10	10	66	2	-1
11	12	11	11	66	2	-1
12	13	12	12	66	2	-1
13	14	13	13	66	2	-1
14	15	14	14	66	2	-1
15	16	15	15	66	2	-1
16	17	16	16	66	2	-1
17	18	17	17	66	2	-1
18	19	18	18	66	2	-1
19	20	19	19	66	2	-1
20	21	20	20	66	2	-1
21	22	21	21	66	2	-1
22	23	22	22	66	2	-1
23	24	23	23	66	2	-1
24	25	24	24	66	2	-1
25	26	25	25	66	2	-1
26	27	26	26	66	2	-1
27	28	27	27	66	2	-1
28	29	28	28	66	2	-1
29	30	29	29	66	2	-1
30	31	30	30	66	2	-1
31	32	31	31	66	2	-1
32	33	32	32	66	2	-1
33	34	33	33	66	2	-1
34	35	34	34	66	2	-1
35	36	35	35	66	2	-1
36	37	36	36	66	2	-1
37	38	37	37	66	2	-1
38	39	38	38	66	2	-1
39	40	39	39	66	2	-1
40	41	40	40	66	2	-1
41	42	41	41	66	2	-1
42	43	42	42	66	2	-1
43	44	43	43	66	2	-1
44	45	44	44	66	2	-1
45	46	45	45	66	2	-1
46	47	46	46	66	2	-1
47	48	47	47	66	2	-1
48	49	48	48	66	2	-1
49	50	49	49	66	2	-1
50	51	50	50	66	2	-1
51	52	51	51	66	2	-1
52	53	52	52	66	2	-1
53	54	53	53	66	2	-1
54	55	54	54	66	2	-1
55	56	55	55	66	2	-1
56	57	56	56	66	2	-1
57	58	57	57	66	2	-1
58	59	58	58	66	2	-1
59	60	59	59	66	2	-1
60	61	60	60	66	2	-1
61	62	61	61	66	2	-1
62	63	62	62	66	2	-1
63	64	63	63	66	2	-1
64	65	64	64	66	2	-1
65	66	65	65	66	2	-1
0	1	0	0	67	2	-1
1	2	1	1	67	2	-1
2	3	2	2	67	2	-1
3	4	3	3	67	2	-1
4	5	4	4	67	2	-1
5	6	5	5	67	2	-1
6	7	6	6	67	2	-1
7	8	7	7	67	2	-1
8	9	8	8	67	2	-1
9	10	9	9	67	2	-1
10	11	10	10	67	2	-1
11	12	11	11	67	2	-1
12	13	12	12	67	2	-1
13	14	13	13	67	2	-1
14	15	14	14	67	2	-1
15	16	15	15	67	2	-1
16	17	16	16	67	2	-1
17	18	17	17	67	2	-1
18	19	18	18	67	2	-1
19	20	19	19	67	2	-1
20	21	20	20	67	2	-1
21	22	21	21	67	2	-1
22	23	22	22	67	2	-1
23	24	23	23	67	2	-1
24	25	24	24	67	2	-1
25	26	25	25	67	2	-1
26	27	26	26	67	2	-1
27	28	27	27	67	2	-1
28	29	28	28	67	2	-1
29	30	29	29	67	2	-1
30	31	30	30	67	2	-1
31	32	31	31	67	2	-1
32	33	32	32	67	2	-1
33	34	33	33	67	2	-1
34	35	34	34	67	2	-1
35	36	35	35	67	2	-1
36	37	36	36	67	2	-1
37	38	37	37	67	2	-1
38	39	38	38	67	2	-1
39	40	39	39	67	2	-1
40	41	40	40	67	2	-1
41	42	41	41	67	2	-1
42	43	42	42	67	2	-1
43	44	43	43	67	2	-1
44	45	44	44	67	2	-1
45	46	45	45	67	2	-1
46	47	46	46	67	2	-1
47	48	47	47	67	2	-1
48	49	48	48	67	2	-1
49	50	49	49	67	2	-1
50	51	50	50	67	2	-1
51	52	51	51	67	2	-1
52	53	52	52	67	2	-1
53	54	53	53	67	2	-1
54	55	54	54	67	2	-1
55	56	55	55	67	2	-1
56	57	56	56	67	2	-1
57	58	57	57	67	2	-1
58	59	58	58	67	2	-1
59	60	59	59	67	2	-1
60	61	60	60	67	2	-1
61	62	61	61	67	2	-1
62	63	62	62	67	2	-1
63	64	63	63	67	2	-1
64	65	64	64	67	2	-1
65	66	65	65	67	2	-1
66	67	66	66	67	2	-1
0	1	0	0	68	2	-1
1	2	1	1	68	2	-1
2	3	2	2	68	2	-1
3	4	3	3	68	2	-1
4	5	4	4	68	2	-1
5	6	5	5	68	2	-1
6	7	6	6	68	2	-1
7	8	7	7	68	2	-1
8	9	8	8	68	2	-1
9	10	9	9	68	2	-1
10	11	10	10	68	2	-1
11	12	11	11	68	2	-1
12	13	12	12	68	2	-1
13	14	13	13	68	2	-1
14	15	14	14	68	2	-1
15	16	15	15	68	2	-1
16	17	16	16	68	2	-1
17	18	17	17	68	2	-1
18	19	18	18	68	2	-1
19	20	19	19	68	2	-1
20	21	20	20	68	2	-1
21	22	21	21	68	2	-1
22	23	22	22	68	2	-1
23	24	23	23	68	2	-1
24	25	24	24	68	2	-1
25	26	25	25	68	2	-1
26	27	26	26	68	2	-1
27	28	27	27	68	2	-1
28	29	28	28	68	2	-1
29	30	29	29	68	2	-1
30	31	30	30	68	2	-1
31	32	31	31	68	2	-1
32	33	32	32	68	2	-1
33	34	33	33	68	2	-1
34	35	34	34	68	2	-1
35	36	35	35	68	2	-1
36	37	36	36	68	2	-1
37	38	37	37	68	2	-1
38	39	38	38	68	2	-1
39	40	39	39	68	2	-1
40	41	40	40	68	2	-1
41	42	41	41	68	2	-1
42	43	42	42	68	2	-1
43	44	43	43	68	2	-1
44	45	44	44	68	2	-1
45	46	45	45	68	2	-1
46	47	46	46	68	2	-1
47	48	47	47	68	2	-1
48	49	48	48	68	2	-1
49	50	49	49	68	2	-1
50	51	50	50	68	2	-1
51	52	51	51	68	2	-1
52	53	52	52	68	2	-1
53	54	53	53	68	2	-1
54	55	54	54	68	2	-1
55	56	55	55	68	2	-1
56	57	56	56	68	2	-1
57	58	57	57	68	2	-1
58	59	58	58	68	2	-1
59	60	59	59	68	2	-1
60	61	60	60	68	2	-1
61	62	61	61	68	2	-1
62	63	62	62	68	2	-1
63	64	63	63	68	2	-1
64	65	64	64	68	2	-1
65	66	65	65	68	2	-1
66	67	66	66	68	2	-1
67	68	67	67	68	2	-1
0	1	0	0	69	2	-1
1	2	1	1	69	2	-1
2	3	2	2	69	2	-1
3	4	3	3	69	2	-1
4	5	4	4	69	2	-1
5	6	5	5	69	2	-1
6	7	6	6	69	2	-1
7	8	7	7	69	2	-1
8	9	8	8	69	2	-1
9	10	9	9	69	2	-1
10	11	10	10	69	2	-1
11	12	11	11	69	2	-1
12	13	12	12	69	2	-1
13	14	13	13	69	2	-1
14	15	14	14	69	2	-1
15	16	15	15	69	2	-1
16	17	16	16	69	2	-1
17	18	17	17	69	2	-1
18	19	18	18	69	2	-1
19	20	19	19	69	2	-1
20	21	20	20	69	2	-1
21	22	21	21	69	2	-1
22	23	22	22	69	2	-1
23	24	23	23	69	2	-1
24	25	24	24	69	2	-1
25	26	25	25	69	2	-1
26	27	26	26	69	2	-1
27	28	27	27	69	2	-1
28	29	28	28	69	2	-1
29	30	29	29	69	2	-1
30	31	30	30	69	2	-1
31	32	31	31	69	2	-1
32	33	32	32	69	2	-1
33	34	33	33	69	2	-1
34	35	34	34	69	2	-1
35	36	35	35	69	2	-1
36	37	36	36	69	2	-1
37	38	37	37	69	2	-1
38	39	38	38	69	2	-1
39	40	39	39	69	2	-1
40	41	40	40	69	2	-1
41	42	41	41	69	2	-1
42	43	42	42	69	2	-1
43	44	43	43	69	2	-1
44	45	44	44	69	2	-1
45	46	45	45	69	2	-1
46	47	46	46	69	2	-1
47	48	47	47	69	2	-1
48	49	48	48	69	2	-1
49	50	49	49	69	2	-1
50	51	50	50	69	2	-1
51	52	51	51	69	2	-1
52	53	52	52	69	2	-1
53	54	53	53	69	2	-1
54	55	54	54	69	2	-1
55	56	55	55	69	2	-1
56	57	56	56	69	2	-1
57	58	57	57	69	2	-1
58	59	58	58	69	2	-1
59	60	59	59	69	2	-1
60	61	60	60	69	2	-1
61	62	61	61	69	2	-1
62	63	62	62	69	2	-1
63	64	63	63	69	2	-1
64	65	64	64	69	2	-1
65	66	65	65	69	2	-1
66	67	66	66	69	2	-1
67	68	67	67	69	2	-1
68	69	68	68	69	2	-1
0	1	0	0	70	2	-1
1	2	1	1	70	2	-1
2	3	2	2	70	2	-1
3	4	3	3	70	2	-1
4	5	4	4	70	2	-1
5	6	5	5	70	2	-1
6	7	6	6	70	2	-1
7	8	7	7	70	2	-1
8	9	8	8	70	2	-1
9	10	9	9	70	2	-1
10	11	10	10	70	2	-1
11	12	11	11	70	2	-1
12	13	12	12	70	2	-1
13	14	13	13	70	2	-1
14	15	14	14	70	2	-1
15	16	15	15	70	2	-1
16	17	16	16	70	2	-1
17	18	17	17	70	2	-1
18	19	18	18	70	2	-1
19	20	19	19	70	2	-1
20	21	20	20	70	2	-1
21	22	21	21	70	2	-1
22	23	22	22	70	2	-1
23	24	23	23	70	2	-1
24	25	24	24	70	2	-1
25	26	25	25	70	2	-1
26	27	26	26	70	2	-1
27	28	27	27	70	2	-1
28	29	28	28	70	2	-1
29	30	29	29	70	2	-1
30	31	30	30	70	2	-1
31	32	31	31	70	2	-1
32	33	32	32	70	2	-1
33	34	33	33	70	2	-1
34	35	34	34	70	2	-1
35	36	35	35	70	2	-1
36	37	36	36	70	2	-1
37	38	37	37	70	2	-1
38	39	38	38	70	2	-1
39	40	39	39	70	2	-1
40	41	40	40	70	2	-1
41	42	41	41	70	2	-1
42	43	42	42	70	2	-1
43	44	43	43	70	2	-1
44	45	44	44	70	2	-1
45	46	45	45	70	2	-1
46	47	46	46	70	2	-1
47	48	47	47	70	2	-1
48	49	48	48	70	2	-1
49	50	49	49	70	2	-1
50	51	50	50	70	2	-1
51	52	51	51	70	2	-1
52	53	52	52	70	2	-1
53	54	53	53	70	2	-1
54	55	54	54	70	2	-1
55	56	55	55	70	2	-1
56	57	56	56	70	2	-1
57	58	57	57	70	2	-1
58	59	58	58	70	2	-1
59	60	59	59	70	2	-1
60	61	60	60	70	2	-1
61	62	61	61	70	2	-1
62	63	62	62	70	2	-1
63	64	63	63	70	2	-1
64	65	64	64	70	2	-1
65	66	65	65	70	2	-1
66	67	66	66	70	2	-1
67	68	67	67	70	2	-1
68	69	68	68	70	2	-1
69	70	69	69	70	2	-1
0	1	0	0	71	2	-1
1	2	1	1	71	2	-1
2	3	2	2	71	2	-1
3	4	3	3	71	2	-1
4	5	4	4	71	2	-1
5	6	5	5	71	2	-1
6	7	6	6	71	2	-1
7	8	7	7	71	2	-1
8	9	8	8	71	2	-1
9	10	9	9	71	2	-1
10	11	10	10	71	2	-1
11	12	11	11	71	2	-1
12	13	12	12	71	2	-1
13	14	13	13	71	2	-1
14	15	14	14	71	2	-1
15	16	15	15	71	2	-1
16	17	16	16	71	2	-1
17	18	17	17	71	2	-1
18	19	18	18	71	2	-1
19	20	19	19	71	2	-1
20	21	20	20	71	2	-1
21	22	21	21	71	2	-1
22	23	22	22	71	2	-1
23	24	23	23	71	2	-1
24	25	24	24	71	2	-1
25	26	25	25	71	2	-1
26	27	26	26	71	2	-1
27	28	27	27	71	2	-1
28	29	28	28	71	2	-1
29	30	29	29	71	2	-1
30	31	30	30	71	2	-1
31	32	31	31	71	2	-1
32	33	32	32	71	2	-1
33	34	33	33	71	2	-1
34	35	34	34	71	2	-1
35	36	35	35	71	2	-1
36	37	36	36	71	2	-1
37	38	37	37	71	2	-1
38	39	38	38	71	2	-1
39	40	39	39	71	2	-1
40	41	40	40	71	2	-1
41	42	41	41	71	2	-1
42	43	42	42	71	2	-1
43	44	43	43	71	2	-1
44	45	44	44	71	2	-1
45	46	45	45	71	2	-1
46	47	46	46	71	2	-1
47	48	47	47	71	2	-1
48	49	48	48	71	2	-1
49	50	49	49	71	2	-1
50	51	50	50	71	2	-1
51	52	51	51	71	2	-1
52	53	52	52	71	2	-1
53	54	53	53	71	2	-1
54	55	54	54	71	2	-1
55	56	55	55	71	2	-1
56	57	56	56	71	2	-1
57	58	57	57	71	2	-1
58	59	58	58	71	2	-1
59	60	59	59	71	2	-1
60	61	60	60	71	2	-1
61	62	61	61	71	2	-1
62	63	62	62	71	2	-1
63	64	63	63	71	2	-1
64	65	64	64	71	2	-1
65	66	65	65	71	2	-1
66	67	66	66	71	2	-1
67	68	67	67	71	2	-1
68	69	68	68	71	2	-1
69	70	69	69	71	2	-1
70	71	70	70	71	2	-1
0	1	0	0	72	2	-1
1	2	1	1	72	2	-1
2	3	2	2	72	2	-1
3	4	3	3	72	2	-1
4	5	4	4	72	2	-1
5	6	5	5	72	2	-1
6	7	6	6	72	2	-1
7	8	7	7	72	2	-1
8	9	8	8	72	2	-1
9	10	9	9	72	2	-1
10	11	10	10	72	2	-1
11	12	11	11	72	2	-1
12	13	12	12	72	2	-1
13	14	13	13	72	2	-1
14	15	14	14	72	2	-1
15	16	15	15	72	2	-1
16	17	16	16	72	2	-1
17	18	17	17	72	2	-1
18	19	18	18	72	2	-1
19	20	19	19	72	2	-1
20	21	20	20	72	2	-1
21	22	21	21	72	2	-1
22	23	22	22	72	2	-1
23	24	23	23	72	2	-1
24	25	24	24	72	2	-1
25	26	25	25	72	2	-1
26	27	26	26	72	2	-1
27	28	27	27	72	2	-1
28	29	28	28	72	2	-1
29	30	29	29	72	2	-1
30	31	30	30	72	2	-1
31	32	31	31	72	2	-1
32	33	32	32	72	2	-1
33	34	33	33	72	2	-1
34	35	34	34	72	2	-1
35	36	35	35	72	2	-1
36	37	36	36	72	2	-1
37	38	37	37	72	2	-1
38	39	38	38	72	2	-1
39	40	39	39	72	2	-1
40	41	40	40	72	2	-1
41	42	41	41	72	2	-1
42	43	42	42	72	2	-1
43	44	43	43	72	2	-1
44	45	44	44	72	2	-1
45	46	45	45	72	2	-1
46	47	46	46	72	2	-1
47	48	47	47	72	2	-1
48	49	48	48	72	2	-1
49	50	49	49	72	2	-1
50	51	50	50	72	2	-1
51	52	51	51	72	2	-1
52	53	52	52	72	2	-1
53	54	53	53	72	2	-1
54	55	54	54	72	2	-1
55	56	55	55	72	2	-1
56	57	56	56	72	2	-1
57	58	57	57	72	2	-1
58	59	58	58	72	2	-1
59	60	59	59	72	2	-1
60	61	60	60	72	2	-1
61	62	61	61	72	2	-1
62	63	62	62	72	2	-1
63	64	63	63	72	2	-1
64	65	64	64	72	2	-1
65	66	65	65	72	2	-1
66	67	66	66	72	2	-1
67	68	67	67	72	2	-1
68	69	68	68	72	2	-1
69	70	69	69	72	2	-1
70	71	70	70	72	2	-1
71	72	71	71	72	2	-1
0	1	0	0	73	2	-1
1	2	1	1	73	2	-1
2	3	2	2	73	2	-1
3	4	3	3	73	2	-1
4	5	4	4	73	2	-1
5	6	5	5	73	2	-1
6	7	6	6	73	2	-1
7	8	7	7	73	2	-1
8	9	8	8	73	2	-1
9	10	9	9	73	2	-1
10	11	10	10	73	2	-1
11	12	11	11	73	2	-1
12	13	12	12	73	2	-1
13	14	13	13	73	2	-1
14	15	14	14	73	2	-1
15	16	15	15	73	2	-1
16	17	16	16	73	2	-1
17	18	17	17	73	2	-1
18	19	18	18	73	2	-1
19	20	19	19	73	2	-1
20	21	20	20	73	2	-1
21	22	21	21	73	2	-1
22	23	22	22	73	2	-1
23	24	23	23	73	2	-1
24	25	24	24	73	2	-1
25	26	25	25	73	2	-1
26	27	26	26	73	2	-1
27	28	27	27	73	2	-1
28	29	28	28	73	2	-1
29	30	29	29	73	2	-1
30	31	30	30	73	2	-1
31	32	31	31	73	2	-1
32	33	32	32	73	2	-1
33	34	33	33	73	2	-1
34	35	34	34	73	2	-1
35	36	35	35	73	2	-1
36	37	36	36	73	2	-1
37	38	37	37	73	2	-1
38	39	38	38	73	2	-1
39	40	39	39	73	2	-1
40	41	40	40	73	2	-1
41	42	41	41	73	2	-1
42	43	42	42	73	2	-1
43	44	43	43	73	2	-1
44	45	44	44	73	2	-1
45	46	45	45	73	2	-1
46	47	46	46	73	2	-1
47	48	47	47	73	2	-1
48	49	48	48	73	2	-1
49	50	49	49	73	2	-1
50	51	50	50	73	2	-1
51	52	51	51	73	2	-1
52	53	52	52	73	2	-1
53	54	53	53	73	2	-1
54	55	54	54	73	2	-1
55	56	55	55	73	2	-1
56	57	56	56	73	2	-1
57	58	57	57	73	2	-1
58	59	58	58	73	2	-1
59	60	59	59	73	2	-1
60	61	60	60	73	2	-1
61	62	61	61	73	2	-1
62	63	62	62	73	2	-1
63	64	63	63	73	2	-1
64	65	64	64	73	2	-1
65	66	65	65	73	2	-1
66	67	66	66	73	2	-1
67	68	67	67	73	2	-1
68	69	68	68	73	2	-1
69	70	69	69	73	2	-1
70	71	70	70	73	2	-1
71	72	71	71	73	2	-1
72	73	72	72	73	2	-1
0	1	0	0	74	2	-1
1	2	1	1	74	2	-1
2	3	2	2	74	2	-1
3	4	3	3	74	2	-1
4	5	4	4	74	2	-1
5	6	5	5	74	2	-1
6	7	6	6	74	2	-1
7	8	7	7	74	2	-1
8	9	8	8	74	2	-1
9	10	9	9	74	2	-1
10	11	10	10	74	2	-1
11	12	11	11	74	2	-1
12	13	12	12	74	2	-1
13	14	13	13	74	2	-1
14	15	14	14	74	2	-1
15	16	15	15	74	2	-1
16	17	16	16	74	2	-1
17	18	17	17	74	2	-1
18	19	18	18	74	2	-1
19	20	19	19	74	2	-1
20	21	20	20	74	2	-1
21	22	21	21	74	2	-1
22	23	22	22	74	2	-1
23	24	23	23	74	2	-1
24	25	24	24	74	2	-1
25	26	25	25	74	2	-1
26	27	26	26	74	2	-1
27	28	27	27	74	2	-1
28	29	28	28	74	2	-1
29	30	29	29	74	2	-1
30	31	30	30	74	2	-1
31	32	31	31	74	2	-1
32	33	32	32	74	2	-1
33	34	33	33	74	2	-1
34	35	34	34	74	2	-1
35	36	35	35	74	2	-1
36	37	36	36	74	2	-1
37	38	37	37	74	2	-1
38	39	38	38	74	2	-1
39	40	39	39	74	2	-1
40	41	40	40	74	2	-1
41	42	41	41	74	2	-1
42	43	42	42	74	2	-1
43	44	43	43	74	2	-1
44	45	44	44	74	2	-1
45	46	45	45	74	2	-1
46	47	46	46	74	2	-1
47	48	47	47	74	2	-1
48	49	48	48	74	2	-1
49	50	49	49	74	2	-1
50	51	50	50	74	2	-1
51	52	51	51	74	2	-1
52	53	52	52	74	2	-1
53	54	53	53	74	2	-1
54	55	54	54	74	2	-1
55	56	55	55	74	2	-1
56	57	56	56	74	2	-1
57	58	57	57	74	2	-1
58	59	58	58	74	2	-1
59	60	59	59	74	2	-1
60	61	60	60	74	2	-1
61	62	61	61	74	2	-1
62	63	62	62	74	2	-1
63	64	63	63	74	2	-1
64	65	64	64	74	2	-1
65	66	65	65	74	2	-1
66	67	66	66	74	2	-1
67	68	67	67	74	2	-1
68	69	68	68	74	2	-1
69	70	69	69	74	2	-1
70	71	70	70	74	2	-1
71	72	71	71	74	2	-1
72	73	72	72	74	2	-1
73	74	73	73	74	2	-1
0	1	0	0	75	2	-1
1	2	1	1	75	2	-1
2	3	2	2	75	2	-1
3	4	3	3	75	2	-1
4	5	4	4	75	2	-1
5	6	5	5	75	2	-1
6	7	6	6	75	2	-1
7	8	7	7	75	2	-1
