group	fill
1	#FF0000
2	#E5E5E5
3	#FF0000
4	#E5E5E5
5	#FF6F4F
6	#FF0000
7	#E5E5E5
8	#F7C5B7
9	#F7C5B8
10	#FF0000
11	#E5E5E5
12	#F6C7BB
13	#F6C7BB
14	#FF4024
15	#FF0000
16	#E5E5E5
17	#F6C6B9
18	#F6C6BA
19	#FF5435
20	#FF0401
21	#FF0000
22	#E5E5E5
23	#F8C2B4
24	#F8C2B4
25	#FF7454
26	#FF2C15
27	#FF1D0B
28	#FF0000
29	#E5E5E5
30	#F6C6BA
31	#F6C6BA
32	#FF7454
33	#FF391E
34	#FF351B
35	#FF351C
36	#FF0000
37	#E5E5E5
38	#F5C9BE
39	#F5C8BC
40	#FFAA94
41	#FF7B5C
42	#FF7252
43	#FF6A49
44	#FF6A49
45	#FF0000
46	#E5E5E5
47	#F4CCC1
48	#F4CBC1
49	#FFAA94
50	#FF8263
51	#FF7C5C
52	#FF7959
53	#FF7859
54	#FF6343
55	#FF0000
56	#E5E5E5
57	#F4CBC0
58	#F4CBC0
59	#FFAB95
60	#FF8162
61	#FF7B5C
62	#FF7959
63	#FF7858
64	#FF6746
65	#FF1306
66	#FF0000
67	#E5E5E5
68	#F5CABF
69	#F5C9BE
70	#FEAE99
71	#FF8364
72	#FF7C5C
73	#FF7858
74	#FF7858
75	#FF6444
76	#FF2E16
77	#FF1306
78	#FF0000
79	#E5E5E5
80	#F3CEC4
81	#F3CDC3
82	#FEB09C
83	#FF8C6F
84	#FF886A
85	#FF8668
86	#FF8567
87	#FF7A5B
88	#FF3F23
89	#FF3A1F
90	#FF3A1F
91	#FF0000
92	#E5E5E5
93	#F0D4CD
94	#F0D4CD
95	#FCB7A5
96	#FF9D84
97	#FF9C82
98	#FF9B82
99	#FF987E
100	#FF9479
101	#FF5838
102	#FF5838
103	#FF5334
104	#FF1406
105	#FF0000
106	#E5E5E5
107	#F0D4CD
108	#F0D4CD
109	#F9C0B1
110	#FFA790
111	#FFA48C
112	#FFA38B
113	#FFA28A
114	#FF9C82
115	#FF7A5B
116	#FF7858
117	#FF7858
118	#FF7050
119	#FF6A4A
120	#FF0000
121	#E5E5E5
122	#EBDCD9
123	#EBDDD9
124	#F4CBC0
125	#F9BEAF
126	#F9BEAE
127	#F9BEAE
128	#FABBAB
129	#FBBAA9
130	#FF9A7F
131	#FF9A7F
132	#FF977C
133	#FF876A
134	#FF876A
135	#FF8465
136	#FF0000
137	#E5E5E5
138	#EBDCD8
139	#EBDCD8
140	#F4CCC1
141	#F9BFAF
142	#F9BEAE
143	#F9BEAE
144	#FABCAC
145	#FBBAAA
146	#FF9E85
147	#FF9E85
148	#FF9D83
149	#FF9277
150	#FF9276
151	#FF896C
152	#FF6141
153	#FF0000
154	#E5E5E5
155	#EBDCD8
156	#EBDCD8
157	#F4CCC1
158	#F9BFAF
159	#F9BEAF
160	#F9BEAF
161	#FABCAC
162	#FBBBAA
163	#FF9E85
164	#FF9E85
165	#FF9D83
166	#FF9377
167	#FF9276
168	#FF896C
169	#FF6544
170	#FF1406
171	#FF0000
172	#E5E5E5
173	#EBDCD8
174	#EBDCD8
175	#F3CDC3
176	#F9BFB0
177	#F9BEAF
178	#F9BEAF
179	#FABDAD
180	#FABBAA
181	#FFA28A
182	#FFA189
183	#FFA188
184	#FF9A80
185	#FF987E
186	#FF8C6F
187	#FF7353
188	#FF1A09
189	#FF1808
190	#FF0000
191	#E5E5E5
192	#EBDBD7
193	#EBDCD7
194	#F3CDC3
195	#F9BFB0
196	#F9BEAF
197	#F9BEAF
198	#FABDAD
199	#FBBBAA
200	#FFA28A
201	#FFA189
202	#FFA189
203	#FF9B81
204	#FF997F
205	#FF8C6F
206	#FF7555
207	#FF1B0A
208	#FF1808
209	#FF0A03
210	#FF0000
211	#E5E5E5
212	#EBDBD7
213	#EBDBD7
214	#F1D1C8
215	#F8C3B5
216	#F8C1B3
217	#F8C1B2
218	#F9C0B2
219	#FABDAE
220	#FFAC97
221	#FFAB95
222	#FFAB95
223	#FFA891
224	#FFA48C
225	#FF9479
226	#FF886A
227	#FF391E
228	#FF391E
229	#FF2A14
230	#FF2A13
231	#FF0000
232	#E5E5E5
233	#EADDDA
234	#EADDDA
235	#F1D2CA
236	#F6C7BA
237	#F6C6B9
238	#F6C6B9
239	#F7C5B8
240	#F7C3B5
241	#FEB19D
242	#FEB09C
243	#FEB09B
244	#FFAC96
245	#FFAA94
246	#FF9F86
247	#FF8F73
248	#FF5C3B
249	#FF5A3A
250	#FF5838
251	#FF5637
252	#FF5637
253	#FF0000
254	#E5E5E5
255	#EADDD9
256	#EBDDD9
257	#F0D4CC
258	#F6C8BC
259	#F6C7BA
260	#F6C6BA
261	#F6C6B9
262	#F7C3B6
263	#FDB4A1
264	#FDB3A0
265	#FDB3A0
266	#FEB09C
267	#FEAD98
268	#FFA189
269	#FF957A
270	#FF603F
271	#FF5F3F
272	#FF5C3C
273	#FF5B3B
274	#FF5B3A
275	#FF4528
276	#FF0000
277	#E5E5E5
278	#EBDDD9
279	#EBDCD9
280	#EFD5CE
281	#F5C9BD
282	#F6C8BB
283	#F6C7BB
284	#F6C7BA
285	#F7C4B7
286	#FBB8A6
287	#FCB6A4
288	#FCB6A4
289	#FCB4A2
290	#FDB19D
291	#FFA38B
292	#FF9B81
293	#FF6544
294	#FF6544
295	#FF603F
296	#FF603F
297	#FF5D3D
298	#FF5434
299	#FF0201
300	#FF0000
301	#E5E5E5
302	#EADDD9
303	#EBDDD9
304	#EFD5CE
305	#F5C9BE
306	#F5C8BC
307	#F6C8BC
308	#F6C7BB
309	#F7C5B8
310	#FBB8A6
311	#FCB7A4
312	#FCB7A5
313	#FCB5A2
314	#FDB19E
315	#FFA58D
316	#FF9C82
317	#FF6948
318	#FF6948
319	#FF6545
320	#FF6544
321	#FF6443
322	#FF5737
323	#FF2F17
324	#FF2C15
325	#FF0000
326	#E5E5E5
327	#E7E2E1
328	#E7E2E1
329	#EADDD9
330	#EDD9D4
331	#EDD9D4
332	#EDD9D4
333	#EDD8D3
334	#EED8D2
335	#F2CFC5
336	#F2CFC5
337	#F3CEC5
338	#F4CCC1
339	#F4CBC1
340	#F5C9BD
341	#F9C0B1
342	#FDB29E
343	#FEB09C
344	#FEB09C
345	#FEAE99
346	#FEAD98
347	#FF9C83
