colour	x	y	key	showSelectedlegendsizecolour	PANEL
#000000	0.5	0	0.5	LOPART	2
#000000	1.5	0.998698242810632	1.5	LOPART	2
#000000	2.5	0.999275504635041	2.5	LOPART	2
#000000	3.5	0.999982019130082	3.5	LOPART	2
#000000	4.5	0.999612575347211	4.5	LOPART	2
#000000	5.5	0.999474756077058	5.5	LOPART	2
#000000	6.5	0.999477311320191	6.5	LOPART	2
#000000	7.5	0.999782156547989	7.5	LOPART	2
#000000	8.5	0.999570843788143	8.5	LOPART	2
#000000	9.5	0.999985460169277	9.5	LOPART	2
#000000	10.5	1	10.5	LOPART	2
#000000	11.5	0.999997876622545	11.5	LOPART	2
#000000	12.5	0.999854814401523	12.5	LOPART	2
#000000	13.5	0.999985976069546	13.5	LOPART	2
#000000	14.5	0.999813770197769	14.5	LOPART	2
#000000	15.5	0.999928470800006	15.5	LOPART	2
#000000	16.5	0.999137279572709	16.5	LOPART	2
#000000	17.5	0.999576281263198	17.5	LOPART	2
#000000	18.5	0.999346691304101	18.5	LOPART	2
#000000	19.5	0.999828372213545	19.5	LOPART	2
