colour	x	y	key	showSelectedlegendsizecolour	PANEL
#00BFFF	0.5	0.315774485703601	0.5	OPART	2
#00BFFF	1.5	1	1.5	OPART	2
#00BFFF	2.5	0.985383257169266	2.5	OPART	2
#00BFFF	3.5	0.936873636561332	3.5	OPART	2
#00BFFF	4.5	0.946118211313996	4.5	OPART	2
#00BFFF	5.5	0.931055663664478	5.5	OPART	2
#00BFFF	6.5	0.910814799269749	6.5	OPART	2
#00BFFF	7.5	0.87631297873546	7.5	OPART	2
#00BFFF	8.5	0.862715545804247	8.5	OPART	2
#00BFFF	9.5	0.791081076415604	9.5	OPART	2
#00BFFF	10.5	0.773236394456603	10.5	OPART	2
#00BFFF	11.5	0.738602982431298	11.5	OPART	2
#00BFFF	12.5	0.685279396585714	12.5	OPART	2
#00BFFF	13.5	0.671613007503883	13.5	OPART	2
#00BFFF	14.5	0.675973798651479	14.5	OPART	2
#00BFFF	15.5	0.592806228612012	15.5	OPART	2
#00BFFF	16.5	0.634901325006772	16.5	OPART	2
#00BFFF	17.5	0.577031623346793	17.5	OPART	2
#00BFFF	18.5	0.543005888552752	18.5	OPART	2
#00BFFF	19.5	0.474037215638554	19.5	OPART	2
#00BFFF	20.5	0.421063804788208	20.5	OPART	2
#00BFFF	21.5	0.302113280332754	21.5	OPART	2
#00BFFF	22.5	0.303987692403946	22.5	OPART	2
#00BFFF	23.5	0.193464159721332	23.5	OPART	2
#00BFFF	24.5	0.0576943418793329	24.5	OPART	2
#00BFFF	25.5	0	25.5	OPART	2
#00BFFF	26.5	0.176891993285393	26.5	OPART	2
#00BFFF	27.5	0.221865818305214	27.5	OPART	2
#00BFFF	28.5	0.304549909283105	28.5	OPART	2
#00BFFF	29.5	0.330525765940897	29.5	OPART	2
#00BFFF	30.5	0.372535979692596	30.5	OPART	2
#00BFFF	31.5	0.395958087961469	31.5	OPART	2
#00BFFF	32.5	0.432117334264515	32.5	OPART	2
#00BFFF	33.5	0.440074205577585	33.5	OPART	2
#00BFFF	34.5	0.492735449648693	34.5	OPART	2
#00BFFF	35.5	0.557911593902345	35.5	OPART	2
#00BFFF	36.5	0.613295537742979	36.5	OPART	2
#00BFFF	37.5	0.676451730440621	37.5	OPART	2
#00BFFF	38.5	0.670099543544621	38.5	OPART	2
#00BFFF	39.5	0.665280293004166	39.5	OPART	2
#00BFFF	40.5	0.662683243400826	40.5	OPART	2
#00BFFF	41.5	0.658280934692723	41.5	OPART	2
#00BFFF	42.5	0.632794088489931	42.5	OPART	2
#00BFFF	43.5	0.617333772770567	43.5	OPART	2
#00BFFF	44.5	0.643175088054468	44.5	OPART	2
#00BFFF	45.5	0.648716899467926	45.5	OPART	2
#00BFFF	46.5	0.668497549264106	46.5	OPART	2
#00BFFF	47.5	0.663311474763566	47.5	OPART	2
#00BFFF	48.5	0.659082847977861	48.5	OPART	2
#00BFFF	49.5	0.651751971010908	49.5	OPART	2
#00BFFF	50.5	0.619390382647155	50.5	OPART	2
#00BFFF	51.5	0.604201512972598	51.5	OPART	2
#00BFFF	52.5	0.660557290659349	52.5	OPART	2
#00BFFF	53.5	0.650616312646252	53.5	OPART	2
