colour	x	y	key	showSelectedlegendsizecolour	showSelected1	showSelected2	PANEL	fill
#00BFFF	0.5	0	1	OPART	100	21	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	22	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	23	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	24	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	25	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	26	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	27	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	28	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	29	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	30	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	31	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	32	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	33	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	34	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	35	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	36	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	37	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	38	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	39	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	40	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	41	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	42	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	43	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	44	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	45	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	46	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	47	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	48	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	49	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	50	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	51	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	52	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	53	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	54	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	55	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	56	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	57	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	58	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	59	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	60	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	61	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	62	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	63	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	64	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	65	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	66	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	67	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	68	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	69	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	70	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	71	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	72	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	73	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	74	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	75	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	76	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	77	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	78	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	79	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	80	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	81	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	82	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	83	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	84	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	85	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	86	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	87	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	88	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	89	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	90	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	91	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	92	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	93	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	94	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	95	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	96	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	97	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	98	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	99	2	#00BFFF
#00BFFF	25.5	0	1	OPART	100	100	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	1	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	2	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	3	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	4	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	5	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	6	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	7	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	8	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	9	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	10	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	11	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	12	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	13	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	14	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	15	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	16	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	17	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	18	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	19	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	20	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	21	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	22	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	23	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	24	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	25	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	26	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	27	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	28	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	29	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	30	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	31	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	32	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	33	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	34	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	35	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	36	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	37	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	38	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	39	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	40	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	41	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	42	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	43	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	44	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	45	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	46	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	47	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	48	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	49	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	50	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	51	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	52	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	53	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	54	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	55	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	56	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	57	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	58	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	59	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	60	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	61	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	62	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	63	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	64	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	65	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	66	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	67	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	68	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	69	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	70	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	71	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	72	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	73	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	74	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	75	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	76	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	77	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	78	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	79	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	80	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	81	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	82	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	83	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	84	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	85	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	86	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	87	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	88	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	89	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	90	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	91	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	92	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	93	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	94	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	95	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	96	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	97	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	98	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	99	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1000	100	2	#00BFFF
