colour	x	y	key	showSelectedlegendsizecolour	PANEL
#00BFFF	0.5	0.964404522057587	0.5	OPART	2
#00BFFF	1.5	1	1.5	OPART	2
#00BFFF	2.5	0.981905901955927	2.5	OPART	2
#00BFFF	3.5	0.936913956633392	3.5	OPART	2
#00BFFF	4.5	0.939123036994231	4.5	OPART	2
#00BFFF	5.5	0.921820002954783	5.5	OPART	2
#00BFFF	6.5	0.900374608731514	6.5	OPART	2
#00BFFF	7.5	0.867767638079416	7.5	OPART	2
#00BFFF	8.5	0.851915714532053	8.5	OPART	2
#00BFFF	9.5	0.791705447433025	9.5	OPART	2
#00BFFF	10.5	0.772912878506593	10.5	OPART	2
#00BFFF	11.5	0.741809360499483	11.5	OPART	2
#00BFFF	12.5	0.697459287390461	12.5	OPART	2
#00BFFF	13.5	0.682308104316834	13.5	OPART	2
#00BFFF	14.5	0.680372562895461	14.5	OPART	2
#00BFFF	15.5	0.61586652061524	15.5	OPART	2
#00BFFF	16.5	0.640960037956977	16.5	OPART	2
#00BFFF	17.5	0.595213392521569	17.5	OPART	2
#00BFFF	18.5	0.566926055360099	18.5	OPART	2
#00BFFF	19.5	0.515219116308834	19.5	OPART	2
#00BFFF	20.5	0.475439460350457	20.5	OPART	2
#00BFFF	21.5	0.393275075685625	21.5	OPART	2
#00BFFF	22.5	0.39128602463656	22.5	OPART	2
#00BFFF	23.5	0.31773458752996	23.5	OPART	2
#00BFFF	24.5	0.230985891530002	24.5	OPART	2
#00BFFF	25.5	0.194497913770668	25.5	OPART	2
#00BFFF	26.5	0.21092730089723	26.5	OPART	2
#00BFFF	27.5	0.227571001720126	27.5	OPART	2
#00BFFF	28.5	0.226472751725194	28.5	OPART	2
#00BFFF	29.5	0.232313172291541	29.5	OPART	2
#00BFFF	30.5	0.233735473794726	30.5	OPART	2
#00BFFF	31.5	0.235111153834243	31.5	OPART	2
#00BFFF	32.5	0.235334743960734	32.5	OPART	2
#00BFFF	33.5	0.234935754651346	33.5	OPART	2
#00BFFF	34.5	0.235178447106231	34.5	OPART	2
#00BFFF	35.5	0.23536316699385	35.5	OPART	2
#00BFFF	36.5	0.235140296176902	36.5	OPART	2
#00BFFF	37.5	0.232882273437571	37.5	OPART	2
#00BFFF	38.5	0.23100999969157	38.5	OPART	2
#00BFFF	39.5	0.229783280741961	39.5	OPART	2
#00BFFF	40.5	0.229406680452344	40.5	OPART	2
#00BFFF	41.5	0.228594679997471	41.5	OPART	2
#00BFFF	42.5	0.221840743920844	42.5	OPART	2
#00BFFF	43.5	0.21869348219433	43.5	OPART	2
#00BFFF	44.5	0.226747154546756	44.5	OPART	2
#00BFFF	45.5	0.228931953207342	45.5	OPART	2
#00BFFF	46.5	0.233413831606549	46.5	OPART	2
#00BFFF	47.5	0.233009127994397	47.5	OPART	2
#00BFFF	48.5	0.232942824467485	48.5	OPART	2
#00BFFF	49.5	0.232709723375369	49.5	OPART	2
#00BFFF	50.5	0.230326037614211	50.5	OPART	2
#00BFFF	51.5	0.230810514751894	51.5	OPART	2
#00BFFF	52.5	0.234473691469041	52.5	OPART	2
#00BFFF	53.5	0.235311995981016	53.5	OPART	2
#00BFFF	54.5	0.226440072863149	54.5	OPART	2
#00BFFF	55.5	0.23446458979642	55.5	OPART	2
#00BFFF	56.5	0.235162390206784	56.5	OPART	2
#00BFFF	57.5	0.234680337753247	57.5	OPART	2
#00BFFF	58.5	0.231587023230962	58.5	OPART	2
#00BFFF	59.5	0.217154725288229	59.5	OPART	2
#00BFFF	60.5	0.191464020976628	60.5	OPART	2
#00BFFF	61.5	0.204624602401303	61.5	OPART	2
#00BFFF	62.5	0.171797153379483	62.5	OPART	2
#00BFFF	63.5	0.172848000536655	63.5	OPART	2
#00BFFF	64.5	0.160314207562965	64.5	OPART	2
#00BFFF	65.5	0.140847604217677	65.5	OPART	2
#00BFFF	66.5	0.141386607208504	66.5	OPART	2
#00BFFF	67.5	0.155197042957728	67.5	OPART	2
#00BFFF	68.5	0.148063108367938	68.5	OPART	2
#00BFFF	69.5	0.131690679688207	69.5	OPART	2
#00BFFF	70.5	0.128284304994927	70.5	OPART	2
#00BFFF	71.5	0.124318908056456	71.5	OPART	2
#00BFFF	72.5	0.0978944043607688	72.5	OPART	2
#00BFFF	73.5	0.0755858902259831	73.5	OPART	2
#00BFFF	74.5	0.0363218099107083	74.5	OPART	2
#00BFFF	75.5	0	75.5	OPART	2
#00BFFF	76.5	0.0385726782172184	76.5	OPART	2
#00BFFF	77.5	0.0392139976315442	77.5	OPART	2
#00BFFF	78.5	0.034498515281557	78.5	OPART	2
#00BFFF	79.5	0.0241175990300545	79.5	OPART	2
#00BFFF	80.5	0.0348645917073419	80.5	OPART	2
#00BFFF	81.5	0.0224429137388829	81.5	OPART	2
#00BFFF	82.5	0.0349095714419042	82.5	OPART	2
#00BFFF	83.5	0.0345501015299589	83.5	OPART	2
