colour	x	y	key	showSelectedlegendsizecolour	PANEL
#00BFFF	0.5	1	0.5	OPART	2
#00BFFF	1.5	0.999379182189479	1.5	OPART	2
#00BFFF	2.5	0.988475210825055	2.5	OPART	2
#00BFFF	3.5	0.945065293709716	3.5	OPART	2
#00BFFF	4.5	0.944831787193971	4.5	OPART	2
#00BFFF	5.5	0.93619396731061	5.5	OPART	2
#00BFFF	6.5	0.923946249750743	6.5	OPART	2
#00BFFF	7.5	0.899862893550886	7.5	OPART	2
#00BFFF	8.5	0.891670165321045	8.5	OPART	2
#00BFFF	9.5	0.827071624219786	9.5	OPART	2
#00BFFF	10.5	0.815580442784874	10.5	OPART	2
#00BFFF	11.5	0.792896264664994	11.5	OPART	2
#00BFFF	12.5	0.754513332337759	12.5	OPART	2
#00BFFF	13.5	0.744115290598038	13.5	OPART	2
#00BFFF	14.5	0.74075285247334	14.5	OPART	2
#00BFFF	15.5	0.670512337700828	15.5	OPART	2
#00BFFF	16.5	0.670012445876156	16.5	OPART	2
#00BFFF	17.5	0.626997290989432	17.5	OPART	2
#00BFFF	18.5	0.603478233586028	18.5	OPART	2
#00BFFF	19.5	0.550538418010452	19.5	OPART	2
#00BFFF	20.5	0.511931275727564	20.5	OPART	2
#00BFFF	21.5	0.406241914907536	21.5	OPART	2
#00BFFF	22.5	0.396592724975137	22.5	OPART	2
#00BFFF	23.5	0.302837323232119	23.5	OPART	2
#00BFFF	24.5	0.182782473150281	24.5	OPART	2
#00BFFF	25.5	0.13438544406799	25.5	OPART	2
#00BFFF	26.5	0.105996370432044	26.5	OPART	2
#00BFFF	27.5	0.104648063266873	27.5	OPART	2
#00BFFF	28.5	0.103147421898176	28.5	OPART	2
#00BFFF	29.5	0.0995434489671541	29.5	OPART	2
#00BFFF	30.5	0.0988594597442539	30.5	OPART	2
#00BFFF	31.5	0.09506439649259	31.5	OPART	2
#00BFFF	32.5	0.0938736454943021	32.5	OPART	2
#00BFFF	33.5	0.0850894532013279	33.5	OPART	2
#00BFFF	34.5	0.0851403673806933	34.5	OPART	2
#00BFFF	35.5	0.0838696517124932	35.5	OPART	2
#00BFFF	36.5	0.0832310246101683	36.5	OPART	2
#00BFFF	37.5	0.0702493446982724	37.5	OPART	2
#00BFFF	38.5	0.066044500403239	38.5	OPART	2
#00BFFF	39.5	0.0638170743651002	39.5	OPART	2
#00BFFF	40.5	0.0629072804592497	40.5	OPART	2
#00BFFF	41.5	0.0607079958821727	41.5	OPART	2
#00BFFF	42.5	0.0269348316102863	42.5	OPART	2
#00BFFF	43.5	0.00588981940626501	43.5	OPART	2
#00BFFF	44.5	0.00472857895665936	44.5	OPART	2
#00BFFF	45.5	0	45.5	OPART	2
